date,CPIAUCSL_DCOILBRENTEU,CPIAUCSL_DFF,CPIAUCSL_GDPC1,CPIAUCSL_MORTGAGE30US,CPIAUCSL_TEDRATE,CPIAUCSL_UNRATE,CPIAUCSL_USA_FCI,CPIAUCSL_VIXCLS,DCOILBRENTEU_DFF,DCOILBRENTEU_GDPC1,DCOILBRENTEU_MORTGAGE30US,DCOILBRENTEU_TEDRATE,DCOILBRENTEU_UNRATE,DCOILBRENTEU_USA_FCI,DCOILBRENTEU_VIXCLS,DFF_GDPC1,DFF_MORTGAGE30US,DFF_TEDRATE,DFF_UNRATE,DFF_USA_FCI,DFF_VIXCLS,GDPC1_MORTGAGE30US,GDPC1_TEDRATE,GDPC1_UNRATE,GDPC1_USA_FCI,GDPC1_VIXCLS,MORTGAGE30US_TEDRATE,MORTGAGE30US_UNRATE,MORTGAGE30US_USA_FCI,MORTGAGE30US_VIXCLS,TEDRATE_UNRATE,TEDRATE_USA_FCI,TEDRATE_VIXCLS,UNRATE_USA_FCI,UNRATE_VIXCLS,USA_FCI_VIXCLS
2023-10-31,0.990944819799164,0.9909447829240393,0.534422768202619,0.3340296641563741,,0.9409931349031173,0.9999754298323245,0.9950287891790389,0.9999999999999731,0.6388454263379283,0.27560462949573916,,0.8877779918129307,0.9916951662187112,0.9993833486748788,0.6388456230571623,0.275604803962727,,0.8877778678729121,0.9916951308282916,0.9993833390013762,-0.2792695991877689,,0.21812014862145684,0.5400082596026781,0.613483565996622,,0.48196760532947674,0.32932878941868055,0.28981277230385855,,,,0.9388115136702316,0.9029880411485426,0.9955908487347984
2023-11-30,0.9916057321074141,0.991605697856494,0.6596055970534325,0.2972697275648373,,0.9416833530034574,0.9999836357989343,0.995419200820022,0.9999999999999658,0.7478225145173096,0.24731686306969117,,0.8909538927391627,0.9921884276080699,0.9994192070507595,0.7478226785005622,0.24731596817420615,,0.8909537746567575,0.992188394509554,0.999419197999855,-0.16438954766936978,,0.3692689813717822,0.6636130444009356,0.7264530296954675,,0.4277726275268493,0.2938211901939632,0.2596075566707395,,,,0.9399386720880789,0.9055434718759009,0.9958550954503029
2023-12-31,0.9921906046209501,0.9921905727289343,0.7516070448703935,0.1339482103821266,,0.9422155730696828,0.9999891336091266,0.995761996685468,0.9999999999999597,0.8252656981371481,0.11227897088875737,,0.8937018289791432,0.9926408549382002,0.9994517205794671,0.8252658329409951,0.11227759660139101,,0.8937017162481304,0.9926408239350678,0.999451712094637,-0.041163308802200684,,0.4880443230806008,0.7544317858827455,0.807493857192705,,0.19230649641549907,0.1326676333490423,0.11766901270752438,,,,0.94082502240033,0.907731264126423,0.9960984590865978
2024-01-31,0.9927119971178886,0.9927119673557373,0.8172143367056409,0.03255133524940359,,0.9426039375553401,0.9999928271275675,0.996065425362132,0.9999999999999801,0.8785231654939412,0.02747423264495266,,0.8960766681256315,0.9930570107225563,0.9994813399192294,0.878523275734169,0.027472981012675996,,0.8960765602947849,0.9930569816394867,0.9994813319507412,-0.003328110310544048,,0.5785359948779589,0.8191823145905461,0.8638085125825674,,0.04664995635378824,0.032297023954282925,0.028749859924603494,,,,0.9415026640334518,0.909598432668601,0.9963230609016743
2024-02-29,0.9931797536370184,0.9931797258055634,0.8636155872192814,0.0073058564709834895,,0.9428591598039328,0.9999953068469015,0.9963358842025384,0.9999999999999636,0.9147568293012088,0.006205111738484212,,0.8981213475999135,0.9934407982293846,0.9995084347737029,0.9147569194762887,0.0062039978115403325,,0.8981212442649942,0.9934407709095586,0.999508427277606,0.000491554897574201,,0.6468224114664144,0.8649736365651919,0.9025613929972668,,0.010452260472697579,0.0072607828401270585,0.006485380274585216,,,,0.9419957054890726,0.911181518242206,0.9965307591607822
2024-03-31,0.9936017176176661,0.9936016915426414,0.8965932322415227,0.0016353083776240876,,0.9429892411870197,0.9999969645538417,0.9965784209413636,0.9999999999999702,0.9394691804843736,0.0013958816490003225,,0.8998697516637133,0.9937955781674297,0.9995333120756684,0.9394692544823864,0.001396707911662369,,0.8998696524611878,0.993795552470168,0.9995333050129228,0.0003393373602191884,,0.6985084579866025,0.8975200548852569,0.9293221555478711,,0.0023464051238285214,0.0016253332134778132,0.0014576077428750287,,,,0.9423223109224094,0.9125091328584589,0.9967231852675864
2024-04-30,0.9939842288183304,0.993984204346346,0.920307244352706,0.0003669861853895321,,0.9429999695961838,0.9999980634804149,0.9967970788230512,0.9999999999999706,0.9564825379271059,0.00031224044821301914,,0.9013487254401649,0.9941242615556388,0.9995562293088619,0.9564825989244121,0.00031538944947783414,,0.9013486300421902,0.9941242373543989,0.9995562226446678,6.570066047256834e-05,,0.737998322990897,0.9209295878341937,0.94799567449402,,0.000542205359449857,0.0003640726721041931,0.0003274749991695767,,,,0.9424960931902131,0.9136037329814932,0.9969017755815776
2024-05-31,0.9943324766496496,0.994332453644928,0.9376139509561152,8.400738246965092e-05,,0.9428952694366179,0.9999987822561218,0.9969951397074891,0.9999999999999658,0.9683422087967792,7.064268046479777e-05,,0.9025795124719795,0.9944293840031493,0.999577404460033,0.9683422593258763,6.931640477483984e-05,,0.9025794205806615,0.9944293611837683,0.999577398163222,6.37697304418309e-05,,0.7685309764602931,0.938021118743263,0.9612038318333826,,0.00011914372826141327,8.165898107038109e-05,7.371733064683837e-05,,,,0.9425270802058622,0.914482878685617,0.9970677987494128
2024-06-30,0.9946507565904117,0.9946507349323802,0.9504446325749406,1.8530329744297548e-05,,0.9426774465386047,0.9999992430199582,0.9971752989201613,0.9999999999999736,0.9767204816238348,1.5541390645955616e-05,,0.9035787955490512,0.9947131655208055,0.9995970235814335,0.9767205236828109,1.5596191580875544e-05,,0.903578706893537,0.9947131439800175,0.999597017624028,6.207247768203917e-05,,0.7924283999105518,0.9506995930453219,0.9706829355925343,,1.5938173515927675e-05,1.9011374549640145e-05,1.616085390301873e-05,,,,0.942422393437546,0.9151601400436823,0.997222378927931
2024-07-31,0.9949426596857263,0.9949426392667132,0.9601057383000202,-1.2528933467852524e-06,,0.9423473556229693,0.9999995297264993,0.9973397933722385,0.9999999999999699,0.982717444464759,2.825707476758413e-06,,0.9043594567618013,0.9949775590388749,0.9996152466246914,0.9827174796290037,3.4658203627181136e-06,,0.9043593710943598,0.9949775386831232,0.9996152409814653,0.0,,0.811345720122564,0.9602530834735347,0.9775842268560455,,0.0,4.130893602814676e-06,3.4149953206128147e-06,,,,0.9421867260398903,0.9156457543501975,0.9973665154370003
2024-08-31,0.9952112148922201,0.9952111956158017,0.9674886158449958,2.5402606608514338e-06,,0.9419045082090403,0.9999997002547145,0.9974904970201802,0.9999999999999869,0.9870630817810023,1.4128537783732168e-06,,0.9049311332904766,0.9952242900581129,0.9996322120019155,0.987063111297755,0.0,,0.9049310503842798,0.9952242708023984,0.9996322066500746,0.0,,0.8264677085041643,0.9675601055714304,0.9826777776115277,,0.0,1.3957081533681727e-06,0.0,,,,0.9418226770134637,0.9159471022571333,0.9975010993840908
2024-09-30,0.9954589975839573,0.9954589793634107,0.9732090194256112,2.5741642620765934e-06,,0.9413471325308153,0.999999794527439,0.9976289930695307,0.999999999999979,0.9902477393746398,1.4128538171055237e-06,,0.9053006202943614,0.995454889290735,0.99964804019479,0.9902477642364602,1.732910187477458e-06,,0.9053005399399147,0.9954548710576423,0.9996480351136866,0.0,,0.838650113500584,0.9732274071391509,0.9864851468425151,,0.0,2.828388400417655e-06,1.7198266730761524e-06,,,,0.9413309783406861,0.916069048302701,0.9976269277491646
2024-10-31,0.9956882133698608,0.9956881961269697,0.9776983651944701,-2.607525790710012e-06,,0.9406721927625111,0.9999998400210279,0.9977566293383097,0.999999999999975,0.9926053108981433,0.0,,0.9054721557245117,0.9956707197179995,0.999662836641296,0.9926053318984587,-1.7329101904372143e-06,,0.90547207772827,0.9956707024369232,0.9996628318121572,-5.720297358304382e-05,,0.8485178406446002,0.9776800379084256,0.989364539881936,,-4.150688524489175e-05,0.0,-8.629062691483495e-07,,,,0.9407106394294169,0.916014176473456,0.9977447153495579
2024-11-30,0.9959007636252616,0.9959007472892824,0.9812633480892403,2.6403706394950065e-06,,0.939875371774508,0.9999998555424217,0.9978745612376921,0.999999999999975,0.9943663361049787,0.0,,0.9054476106729857,0.9958729991668381,0.999676694067421,0.9943663538849075,1.7329101933772858e-06,,0.9054475348557084,0.9958729827732439,0.9996766894731483,0.0,,0.856532387803442,0.9812201571882899,0.9915655082747075,,4.428115260549632e-05,2.900845717105767e-06,1.7316864912019141e-06,,,,0.939959024768116,0.9157829414046914,0.997855105036655
2024-12-31,0.9960982972937547,0.9960982818005105,0.98412514757639,,,0.9389510192957261,0.9999998538414656,0.9979837855189823,0.9999999999999841,0.9956921630531579,,,0.9052266009988722,0.9960628192643576,0.9996896943872229,0.9956921781321396,,,0.9052265271926543,0.9960628036990569,0.9996896900122014,,,0.8630381692778167,0.9840656878318541,0.9932643552546554,,,,,,,,0.9390718747968665,0.9153737487468313,0.9979586764162008
