date,DCOILBRENTEU_ITACPIALLMINMEI,DCOILBRENTEU_ITA_FCI,DCOILBRENTEU_ITA_beta0,DCOILBRENTEU_ITA_beta1,DCOILBRENTEU_ITA_beta2,DCOILBRENTEU_NAEXKP01ITQ661S,ITACPIALLMINMEI_ITA_FCI,ITACPIALLMINMEI_ITA_beta0,ITACPIALLMINMEI_ITA_beta1,ITACPIALLMINMEI_ITA_beta2,ITACPIALLMINMEI_NAEXKP01ITQ661S,ITA_FCI_ITA_beta0,ITA_FCI_ITA_beta1,ITA_FCI_ITA_beta2,ITA_FCI_NAEXKP01ITQ661S,ITA_beta0_ITA_beta1,ITA_beta0_ITA_beta2,ITA_beta0_NAEXKP01ITQ661S,ITA_beta1_ITA_beta2,ITA_beta1_NAEXKP01ITQ661S,ITA_beta2_NAEXKP01ITQ661S
2024-08-31,-0.988111365126651,0.9999999999999992,,-0.554360764910805,-0.6317347082571247,,-0.9881113652464623,-inf,0.6411460940055274,0.7201219448879156,,inf,-0.5543607653524181,-0.6317347087132841,,-inf,,,0.9883931881250296,,
2024-09-30,-0.9881113651266495,0.9999999999999968,,-0.5543607650252835,-0.6317347082557803,,-0.9881113652464671,-inf,0.641146094139119,0.7201219448864512,,,-0.5543607654628842,-0.6317347087120287,,inf,-inf,,0.988393188552519,,
2024-10-31,-0.9881113651266513,0.9999999999999993,inf,-0.5543607652459326,-0.6317347082534165,,-0.9881113652464547,inf,0.6411460943736659,0.7201219448856903,,,-0.5543607656706968,-0.6317347087093648,,,inf,,0.9883931891672783,,
2024-11-30,-0.9881113651266529,1.000000000000002,,-0.5543607656024776,-0.6317347082514762,,-0.9881113652464553,,0.6411460947942783,0.7201219448809479,,inf,-0.5543607660300904,-0.6317347087072326,,,-inf,,0.988393189342841,,
2024-12-31,-0.9881113651266653,0.9999999999999944,,-0.5543607662609132,-0.6317347082476952,,-0.9881113652464728,inf,0.6411460955594056,0.7201219448771432,,inf,-0.5543607666977515,-0.6317347087045574,,,,,0.988393188969809,,
2025-01-31,-0.9881113651266644,0.9999999999999969,-inf,-0.5543607674350076,-0.6317347082422676,,-0.9881113652464615,,0.6411460968852416,0.7201219448698497,,inf,-0.5543607678513615,-0.6317347086958811,,,-inf,,0.9883931905239518,,
2025-02-28,-0.9881113651266515,1.0000000000000044,-inf,-0.5543607694829863,-0.6317347082307936,,-0.9881113652464664,,0.6411460993254768,0.7201219448588335,,-inf,-0.5543607699459687,-0.6317347086874965,,inf,-inf,,0.9883931948107948,,
2025-03-31,-0.9881113651266525,1.000000000000002,,-0.5543607732565636,-0.6317347082140327,,-0.9881113652464626,-inf,0.6411461035800422,0.7201219448412128,,inf,-0.5543607736906103,-0.6317347086707814,,,inf,,0.9883932006959585,,
2025-04-30,-0.9881113651266517,0.9999999999999996,,-0.5543607798502708,-0.6317347081927867,,-0.9881113652464648,inf,0.6411461113594273,0.7201219448186109,,inf,-0.5543607802940196,-0.6317347086498446,,,,,0.9883932173856497,,
2025-05-31,-0.9881113651266762,0.9999999999999972,,-0.5543607918465622,-0.6317347081598188,,-0.98811136524647,,0.641146124982232,0.7201219447732572,,,-0.5543607922469322,-0.6317347086159353,,-inf,,,0.9883932093669282,,
2025-06-30,-0.9881113651266458,0.9999999999999944,,-0.5543608130459369,-0.6317347081049359,,-0.9881113652464787,,0.6411461496026342,0.7201219447151997,,-inf,-0.5543608134377247,-0.6317347085604564,,,,,0.9883932606964647,,
2025-07-31,,0.9999999999999973,,-0.5543608507706141,-0.6317347080209931,,,,,,,,-0.5543608514237788,-0.6317347084832026,,,-inf,,0.9883933609862888,,
2025-08-31,,0.9999999999999899,-inf,-0.5543609184559285,-0.6317347079005524,,,,,,,-inf,-0.5543609186657744,-0.6317347083561234,,inf,,,0.9883935281266057,,
2025-09-30,,1.0000000000000027,,-0.5543610394811435,-0.6317347077081832,,,,,,,,-0.5543610395254891,-0.6317347081582343,,-inf,inf,,0.9883936338279489,,
2025-10-31,,1.000000000000005,,-0.5543612545747957,-0.6317347074197799,,,,,,,,-0.5543612550072083,-0.6317347078782884,,,inf,,0.9883939751516322,,
