"Date","Price","Open","High","Low","Change %"
"10/19/2009","4.201","4.201","4.201","4.201","-0.97%"
"10/16/2009","4.242","4.242","4.242","4.242","-1.58%"
"10/15/2009","4.310","4.310","4.310","4.310","0.84%"
"10/14/2009","4.274","4.274","4.274","4.274","2.00%"
"10/13/2009","4.190","4.190","4.190","4.190","-1.09%"
"10/09/2009","4.236","4.236","4.236","4.236","3.67%"
"10/08/2009","4.086","4.086","4.086","4.086","2.07%"
"10/07/2009","4.003","4.003","4.003","4.003","-1.62%"
"10/06/2009","4.069","4.069","4.069","4.069","1.40%"
"10/05/2009","4.013","4.013","4.013","4.013","0.35%"
"10/02/2009","3.999","3.999","3.999","3.999","1.11%"
"10/01/2009","3.955","3.955","3.955","3.955","-2.30%"
"09/30/2009","4.048","4.048","4.048","4.048","0.75%"
"09/29/2009","4.018","4.018","4.018","4.018","-0.27%"
"09/28/2009","4.029","4.029","4.029","4.029","-1.56%"
"09/25/2009","4.093","4.093","4.093","4.093","-1.89%"
"09/24/2009","4.172","4.172","4.172","4.172","-0.50%"
"09/23/2009","4.193","4.193","4.193","4.193","-0.02%"
"09/22/2009","4.194","4.194","4.194","4.194","-1.01%"
"09/21/2009","4.237","4.237","4.237","4.237","0.36%"
"09/18/2009","4.222","4.222","4.222","4.222","1.37%"
"09/17/2009","4.165","4.165","4.165","4.165","-2.37%"
"09/16/2009","4.266","4.266","4.266","4.266","0.21%"
"09/15/2009","4.257","4.257","4.257","4.257","0.64%"
"09/14/2009","4.230","4.230","4.230","4.230","1.12%"
"09/11/2009","4.183","4.183","4.183","4.183","-0.43%"
"09/10/2009","4.201","4.201","4.201","4.201","-3.00%"
"09/09/2009","4.331","4.331","4.331","4.331","0.30%"
"09/08/2009","4.318","4.318","4.318","4.318","1.01%"
"09/04/2009","4.275","4.275","4.275","4.275","2.76%"
"09/03/2009","4.160","4.160","4.160","4.160","0.90%"
"09/02/2009","4.123","4.123","4.123","4.123","-1.74%"
"09/01/2009","4.196","4.196","4.196","4.196","0.38%"
