"Date","Price","Open","High","Low","Change %"
"03/25/2011","3.722","3.782","3.784","3.693","0.05%"
"03/24/2011","3.720","3.740","3.764","3.689","-0.19%"
"03/23/2011","3.727","3.757","3.774","3.701","0.08%"
"03/22/2011","3.724","3.743","3.755","3.693","0.89%"
"03/21/2011","3.691","3.651","3.793","3.646","1.35%"
"03/18/2011","3.642","3.703","3.741","3.629","-1.99%"
"03/17/2011","3.716","3.689","3.716","3.647","1.53%"
"03/16/2011","3.660","3.775","3.783","3.640","-0.65%"
"03/15/2011","3.684","3.832","3.838","3.656","-2.54%"
"03/14/2011","3.780","3.883","3.954","3.685","-2.35%"
"03/11/2011","3.871","4.076","4.085","3.871","-4.09%"
"03/10/2011","4.036","4.120","4.129","4.035","-1.18%"
"03/09/2011","4.084","4.111","4.134","4.054","0.72%"
"03/08/2011","4.055","4.053","4.077","3.987","0.87%"
"03/07/2011","4.020","4.033","4.079","3.972","0.25%"
"03/04/2011","4.010","4.082","4.092","3.992","0.73%"
"03/03/2011","3.981","3.941","4.035","3.865","3.05%"
"03/02/2011","3.863","3.931","3.932","3.857","-0.41%"
"03/01/2011","3.879","3.947","3.958","3.870","-0.54%"
"02/28/2011","3.900","3.924","3.951","3.886","-0.03%"
"02/25/2011","3.901","3.947","3.973","3.883","0.41%"
"02/24/2011","3.885","3.911","3.953","3.853","0.52%"
"02/23/2011","3.865","3.896","3.904","3.845","0.57%"
"02/22/2011","3.843","3.854","3.881","3.807","0.92%"
"02/21/2011","3.808","3.807","3.859","3.781","0.08%"
"02/18/2011","3.805","3.825","3.837","3.742","0.79%"
"02/17/2011","3.775","3.813","3.842","3.766","-0.11%"
"02/16/2011","3.779","3.888","3.902","3.779","-1.87%"
"02/15/2011","3.851","3.946","3.947","3.845","-0.70%"
"02/14/2011","3.878","3.873","3.922","3.850","0.94%"
"02/11/2011","3.842","3.891","3.892","3.811","-0.10%"
"02/10/2011","3.846","3.878","3.917","3.811","0.16%"
"02/09/2011","3.840","3.890","3.901","3.821","0.79%"
"02/08/2011","3.810","3.759","3.846","3.719","2.53%"
"02/07/2011","3.716","3.664","3.787","3.658","1.59%"
"02/04/2011","3.658","3.716","3.723","3.596","0.55%"
"02/03/2011","3.638","3.641","3.692","3.566","1.68%"
"02/02/2011","3.578","3.760","3.767","3.538","-3.77%"
"02/01/2011","3.718","3.891","3.907","3.705","-3.03%"
"01/31/2011","3.834","3.911","3.947","3.826","-1.46%"
"01/28/2011","3.891","3.929","3.935","3.856","-0.05%"
"01/27/2011","3.893","3.912","3.916","3.843","1.59%"
"01/26/2011","3.832","3.847","3.860","3.799","1.24%"
"01/25/2011","3.785","3.784","3.805","3.720","1.53%"
"01/24/2011","3.728","3.756","3.924","3.670","-0.40%"
"01/21/2011","3.743","3.864","3.873","3.734","-1.03%"
"01/20/2011","3.782","3.804","3.900","3.728","0.85%"
"01/19/2011","3.750","3.865","3.871","3.719","0.83%"
"01/18/2011","3.719","3.713","3.886","3.669","1.64%"
"01/17/2011","3.659","3.642","3.715","3.606","0.19%"
"01/14/2011","3.652","3.664","3.713","3.585","0.86%"
"01/13/2011","3.621","3.702","3.732","3.530","-2.27%"
"01/12/2011","3.705","3.752","3.813","3.684","-1.49%"
"01/11/2011","3.761","3.852","3.897","3.760","-1.75%"
"01/10/2011","3.828","3.769","3.939","3.769","2.68%"
"01/07/2011","3.728","3.745","3.834","3.720","-0.08%"
"01/06/2011","3.731","3.630","3.733","3.594","4.07%"
"01/05/2011","3.585","3.568","3.585","3.467","0.56%"
"01/04/2011","3.565","3.626","3.709","3.467","-2.19%"
"01/03/2011","3.645","3.782","3.793","3.640","-3.32%"
"12/31/2010","3.770","3.770","3.770","3.770","-0.03%"
"12/30/2010","3.771","3.724","3.828","3.720","0.29%"
"12/29/2010","3.760","3.705","3.784","3.629","4.01%"
"12/28/2010","3.615","3.538","3.618","3.467","1.86%"
"12/27/2010","3.549","3.571","3.621","3.467","-0.31%"
"12/24/2010","3.560","3.560","3.560","3.560","0.06%"
"12/23/2010","3.558","3.577","3.612","3.467","-0.08%"
"12/22/2010","3.561","3.582","3.651","3.467","-0.36%"
"12/21/2010","3.574","3.584","3.597","3.567","0.28%"
"12/20/2010","3.564","3.615","3.635","3.467","-0.70%"
