"Date","Price","Open","High","Low","Change %"
"12/23/2010","4.707","4.707","4.707","4.707","0.71%"
"12/22/2010","4.674","4.674","4.674","4.674","0.26%"
"12/21/2010","4.662","4.662","4.662","4.662","0.67%"
"12/20/2010","4.631","4.631","4.631","4.631","-0.26%"
"12/17/2010","4.643","4.643","4.643","4.643","0.35%"
"12/16/2010","4.627","4.627","4.627","4.627","1.42%"
"12/15/2010","4.562","4.562","4.562","4.562","-1.28%"
"12/14/2010","4.621","4.621","4.621","4.621","0.54%"
"12/13/2010","4.596","4.596","4.596","4.596","0.86%"
"12/10/2010","4.557","4.557","4.557","4.557","0.51%"
"12/09/2010","4.534","4.534","4.534","4.534","-0.26%"
"12/08/2010","4.546","4.546","4.546","4.546","0.66%"
"12/07/2010","4.516","4.516","4.516","4.516","0.49%"
"12/06/2010","4.494","4.494","4.494","4.494","1.31%"
"12/03/2010","4.436","4.436","4.436","4.436","0.64%"
"12/02/2010","4.408","4.408","4.408","4.408","-2.35%"
"12/01/2010","4.514","4.514","4.514","4.514","-3.59%"
"11/30/2010","4.682","4.682","4.682","4.682","0.99%"
"11/29/2010","4.636","4.636","4.636","4.636","5.12%"
"11/26/2010","4.410","4.410","4.410","4.410","1.75%"
"11/25/2010","4.334","4.334","4.334","4.334","1.36%"
"11/24/2010","4.276","4.276","4.276","4.276","1.76%"
"11/23/2010","4.202","4.202","4.202","4.202","1.11%"
"11/22/2010","4.156","4.156","4.156","4.156","-1.21%"
"11/19/2010","4.207","4.207","4.207","4.207","-1.04%"
"11/18/2010","4.251","4.251","4.251","4.251","2.26%"
"11/17/2010","4.157","4.157","4.157","4.157","0.29%"
"11/16/2010","4.145","4.145","4.145","4.145","1.52%"
"11/15/2010","4.083","4.083","4.083","4.083","-0.37%"
"11/12/2010","4.098","4.098","4.098","4.098","-1.82%"
"11/11/2010","4.174","4.174","4.174","4.174","3.39%"
"11/10/2010","4.037","4.037","4.037","4.037","1.33%"
"11/09/2010","3.984","3.984","3.984","3.984","-0.08%"
"11/08/2010","3.987","3.987","3.987","3.987","1.63%"
"11/05/2010","3.923","3.923","3.923","3.923","0.41%"
"11/04/2010","3.907","3.907","3.907","3.907","0.10%"
"11/03/2010","3.903","3.903","3.903","3.903","-0.15%"
"11/02/2010","3.909","3.909","3.909","3.909","0.54%"
"11/01/2010","3.888","3.888","3.888","3.888","-0.21%"
"10/29/2010","3.896","3.896","3.896","3.896","0.10%"
"10/28/2010","3.892","3.892","3.892","3.892","0.00%"
"10/27/2010","3.892","3.892","3.892","3.892","2.83%"
"10/26/2010","3.785","3.785","3.785","3.785","0.45%"
"10/25/2010","3.768","3.768","3.768","3.768","-1.44%"
"10/22/2010","3.823","3.823","3.823","3.823","0.03%"
"10/21/2010","3.822","3.822","3.822","3.822","1.78%"
"10/20/2010","3.755","3.755","3.755","3.755","-0.19%"
"10/19/2010","3.762","3.762","3.762","3.762","1.24%"
"10/18/2010","3.716","3.716","3.716","3.716","-0.05%"
"10/15/2010","3.718","3.718","3.718","3.718","0.38%"
"10/14/2010","3.704","3.704","3.704","3.704","-0.59%"
"10/13/2010","3.726","3.726","3.726","3.726","0.78%"
"10/12/2010","3.697","3.697","3.697","3.697","-0.14%"
"10/11/2010","3.702","3.702","3.702","3.702","-0.24%"
"10/08/2010","3.711","3.711","3.711","3.711","-1.33%"
"10/07/2010","3.761","3.761","3.761","3.761","0.94%"
"10/06/2010","3.726","3.726","3.726","3.726","-1.77%"
"10/05/2010","3.793","3.793","3.793","3.793","0.00%"
"10/04/2010","3.793","3.793","3.793","3.793","-1.15%"
"10/01/2010","3.837","3.837","3.837","3.837","-0.60%"
"09/30/2010","3.860","3.860","3.860","3.860","-1.28%"
"09/29/2010","3.910","3.910","3.910","3.910","0.00%"
"09/28/2010","3.910","3.910","3.910","3.910","0.75%"
"09/27/2010","3.881","3.881","3.881","3.881","-0.61%"
"09/24/2010","3.905","3.905","3.905","3.905","0.90%"
"09/23/2010","3.870","3.870","3.870","3.870","-0.15%"
"09/22/2010","3.876","3.876","3.876","3.876","-1.15%"
"09/21/2010","3.921","3.921","3.921","3.921","-0.91%"
"09/20/2010","3.957","3.957","3.957","3.957","1.23%"
"09/17/2010","3.909","3.909","3.909","3.909","0.62%"
"09/16/2010","3.885","3.885","3.885","3.885","0.86%"
"09/15/2010","3.852","3.852","3.852","3.852","0.31%"
"09/14/2010","3.840","3.840","3.840","3.840","-0.41%"
"09/13/2010","3.856","3.856","3.856","3.856","1.15%"
"09/10/2010","3.812","3.812","3.812","3.812","1.44%"
