"Date","Price","Open","High","Low","Change %"
"10/05/2012","0.190","0.190","0.190","0.190","1.06%"
"10/04/2012","0.188","0.188","0.188","0.188","1.08%"
"10/03/2012","0.186","0.186","0.186","0.186","-7.00%"
"10/02/2012","0.200","0.200","0.200","0.200","3.63%"
"10/01/2012","0.193","0.193","0.193","0.193","10.29%"
"09/30/2012","0.175","0.207","0.207","0.175","-7.89%"
"09/29/2012","0.190","0.207","0.207","0.190","1.06%"
"09/28/2012","0.188","0.188","0.188","0.188","-12.96%"
"09/27/2012","0.216","0.216","0.216","0.216","-7.69%"
"09/26/2012","0.234","0.234","0.234","0.234","2.18%"
"09/25/2012","0.229","0.229","0.229","0.229","2.69%"
"09/24/2012","0.223","0.223","0.223","0.223","-3.04%"
"09/23/2012","0.230","0.230","0.280","0.230","0.00%"
"09/22/2012","0.230","0.230","0.280","0.230","-4.96%"
"09/21/2012","0.242","0.242","0.242","0.242","-5.47%"
"09/20/2012","0.256","0.256","0.256","0.256","30.61%"
"09/19/2012","0.196","0.164","0.222","0.147","-5.31%"
"09/18/2012","0.207","0.207","0.207","0.207","-6.33%"
"09/17/2012","0.221","0.221","0.221","0.221","22.10%"
"09/16/2012","0.181","0.221","0.221","0.181","0.00%"
"09/15/2012","0.181","0.221","0.221","0.181","-8.59%"
"09/14/2012","0.198","0.198","0.198","0.198","34.69%"
"09/13/2012","0.147","0.147","0.147","0.147","-14.53%"
"09/12/2012","0.172","0.172","0.172","0.172","37.60%"
"09/11/2012","0.125","0.125","0.125","0.125","0.00%"
"09/10/2012","0.125","0.125","0.125","0.125","-18.30%"
"09/09/2012","0.153","0.165","0.179","0.111","23.39%"
"09/08/2012","0.124","0.165","0.165","0.124","-6.77%"
"09/07/2012","0.133","0.133","0.133","0.133","19.82%"
"09/06/2012","0.111","0.111","0.111","0.111","40.51%"
"09/05/2012","0.079","0.079","0.079","0.079","-4.82%"
"09/04/2012","0.083","0.083","0.083","0.083","-18.63%"
"09/03/2012","0.102","0.102","0.102","0.102","-24.44%"
"09/02/2012","0.135","0.119","0.139","0.076","77.63%"
"09/01/2012","0.076","0.119","0.119","0.076","-25.49%"
"08/31/2012","0.102","0.102","0.102","0.102","8.51%"
"08/30/2012","0.094","0.094","0.094","0.094","-24.19%"
"08/29/2012","0.124","0.124","0.124","0.124","-5.34%"
"08/28/2012","0.131","0.131","0.131","0.131","-18.12%"
"08/27/2012","0.160","0.160","0.160","0.160","-1.23%"
"08/26/2012","0.162","0.166","0.168","0.109","48.62%"
"08/25/2012","0.109","0.166","0.166","0.109","-34.73%"
"08/24/2012","0.167","0.167","0.167","0.167","47.79%"
"08/23/2012","0.113","0.113","0.113","0.113","-29.81%"
"08/22/2012","0.161","0.161","0.161","0.161","31.97%"
"08/21/2012","0.122","0.122","0.122","0.122","-4.69%"
"08/20/2012","0.128","0.128","0.128","0.128","-23.35%"
"08/19/2012","0.167","0.163","0.181","0.100","65.35%"
"08/18/2012","0.101","0.163","0.163","0.101","1.00%"
"08/17/2012","0.100","0.100","0.100","0.100","-36.71%"
"08/16/2012","0.158","0.158","0.158","0.158","1.28%"
"08/15/2012","0.156","0.156","0.156","0.156","7.59%"
"08/14/2012","0.145","0.145","0.145","0.145","2.84%"
"08/13/2012","0.141","0.141","0.141","0.141","71.95%"
"08/12/2012","0.082","0.135","0.135","0.082","0.00%"
"08/11/2012","0.082","0.135","0.135","0.082","-12.77%"
"08/10/2012","0.094","0.094","0.094","0.094","-7.84%"
"08/09/2012","0.102","0.102","0.102","0.102","-4.67%"
"08/08/2012","0.107","0.107","0.107","0.107","-21.90%"
"08/07/2012","0.137","0.137","0.137","0.137","23.42%"
"08/06/2012","0.111","0.111","0.111","0.111","-41.88%"
"08/05/2012","0.191","0.115","0.195","0.115","66.09%"
"08/04/2012","0.115","0.155","0.155","0.115","9.52%"
"08/03/2012","0.105","0.105","0.105","0.105","-14.63%"
"08/02/2012","0.123","0.123","0.123","0.123","10.81%"
"08/01/2012","0.111","0.111","0.111","0.111","-0.89%"
"07/31/2012","0.112","0.112","0.112","0.112","-5.08%"
"07/30/2012","0.118","0.118","0.118","0.118","-19.73%"
"07/29/2012","0.147","0.180","0.225","0.133","0.00%"
"07/28/2012","0.147","0.180","0.180","0.147","7.30%"
"07/27/2012","0.137","0.137","0.137","0.137","-34.76%"
"07/26/2012","0.210","0.210","0.210","0.210","-24.46%"
"07/25/2012","0.278","0.278","0.278","0.278","8.59%"
"07/24/2012","0.256","0.256","0.256","0.256","31.28%"
"07/23/2012","0.195","0.195","0.195","0.195","69.57%"
"07/22/2012","0.115","0.110","0.115","0.073","57.53%"
"07/21/2012","0.073","0.110","0.110","0.073","97.30%"
"07/20/2012","0.037","0.037","0.037","0.037","-57.95%"
"07/19/2012","0.088","0.088","0.088","0.088","12.82%"
"07/18/2012","0.078","0.078","0.078","0.078","23.81%"
"07/17/2012","0.063","0.063","0.063","0.063","425.00%"
"07/16/2012","0.012","0.012","0.012","0.012","-67.57%"
"07/15/2012","0.037","0.075","0.075","0.037","0.00%"
"07/14/2012","0.037","0.075","0.075","0.037","-22.92%"
"07/13/2012","0.048","0.048","0.048","0.048","2.13%"
"07/12/2012","0.047","0.047","0.047","0.047","-58.41%"
"07/11/2012","0.113","0.113","0.113","0.113","0.00%"
"07/10/2012","0.113","0.113","0.113","0.113","-37.91%"
"07/09/2012","0.182","0.182","0.182","0.182","-25.71%"
"07/08/2012","0.245","0.144","0.245","0.106","133.33%"
"07/07/2012","0.105","0.144","0.144","0.105","-29.05%"
"07/06/2012","0.148","0.148","0.148","0.148","-41.50%"
"07/05/2012","0.253","0.253","0.253","0.253","-21.18%"
"07/04/2012","0.321","0.321","0.321","0.321","-7.76%"
"07/03/2012","0.348","0.348","0.348","0.348","-7.94%"
"07/02/2012","0.378","0.378","0.378","0.378","-15.81%"
"07/01/2012","0.449","0.417","0.449","0.383","7.67%"
"06/30/2012","0.417","0.417","0.417","0.417","10.32%"
"06/29/2012","0.378","0.378","0.378","0.378","-3.32%"
"06/28/2012","0.391","0.391","0.391","0.391","-13.30%"
"06/27/2012","0.451","0.451","0.451","0.451","8.15%"
"06/26/2012","0.417","0.417","0.417","0.417","5.04%"
"06/25/2012","0.397","0.397","0.397","0.397","-4.80%"
"06/23/2012","0.417","0.417","0.417","0.417","-7.13%"
"06/22/2012","0.449","0.449","0.449","0.449","10.59%"
"06/21/2012","0.406","0.406","0.406","0.406","-9.58%"
"06/20/2012","0.449","0.449","0.449","0.449","6.65%"
"06/19/2012","0.421","0.421","0.421","0.421","3.44%"
"06/18/2012","0.407","0.407","0.407","0.407","-15.03%"
"06/17/2012","0.479","0.479","0.479","0.479","15.42%"
"06/15/2012","0.415","0.415","0.415","0.415","-16.16%"
"06/14/2012","0.495","0.495","0.495","0.495","11.24%"
"06/13/2012","0.445","0.445","0.445","0.445","-1.33%"
"06/12/2012","0.451","0.451","0.451","0.451","2.50%"
"06/11/2012","0.440","0.440","0.440","0.440","11.68%"
"06/09/2012","0.394","0.394","0.394","0.394","-4.14%"
"06/08/2012","0.411","0.411","0.411","0.411","-10.07%"
"06/07/2012","0.457","0.457","0.457","0.457","27.30%"
"06/06/2012","0.359","0.359","0.359","0.359","-6.27%"
"06/05/2012","0.383","0.383","0.383","0.383","14.67%"
"06/04/2012","0.334","0.334","0.334","0.334","2.14%"
"06/02/2012","0.327","0.327","0.327","0.327","16.79%"
"06/01/2012","0.280","0.280","0.280","0.280","-16.42%"
"05/31/2012","0.335","0.335","0.335","0.335","-22.27%"
"05/30/2012","0.431","0.431","0.431","0.431","19.06%"
"05/29/2012","0.362","0.362","0.362","0.362","7.42%"
"05/28/2012","0.337","0.337","0.337","0.337","-2.03%"
"05/26/2012","0.344","0.344","0.344","0.344","-6.01%"
"05/25/2012","0.366","0.366","0.366","0.366","-8.96%"
"05/24/2012","0.402","0.402","0.402","0.402","-5.19%"
"05/23/2012","0.424","0.424","0.424","0.424","3.16%"
"05/22/2012","0.411","0.411","0.411","0.411","-18.45%"
"05/21/2012","0.504","0.504","0.504","0.504","0.00%"
"05/19/2012","0.504","0.504","0.504","0.504","-2.51%"
"05/18/2012","0.517","0.517","0.517","0.517","-4.96%"
"05/17/2012","0.544","0.544","0.544","0.544","-3.20%"
"05/16/2012","0.562","0.562","0.562","0.562","-2.26%"
"05/15/2012","0.575","0.575","0.575","0.575","0.35%"
"05/14/2012","0.573","0.573","0.573","0.573","8.11%"
"05/12/2012","0.530","0.530","0.530","0.530","2.32%"
"05/11/2012","0.518","0.518","0.518","0.518","-0.58%"
"05/10/2012","0.521","0.521","0.521","0.521","-7.95%"
"05/09/2012","0.566","0.566","0.566","0.566","16.94%"
"05/08/2012","0.484","0.484","0.484","0.484","8.28%"
"05/07/2012","0.447","0.447","0.447","0.447","-7.07%"
"05/06/2012","0.481","0.481","0.481","0.481","0.00%"
"05/05/2012","0.481","0.481","0.481","0.481","-4.56%"
"05/04/2012","0.504","0.504","0.504","0.504","-5.08%"
"05/03/2012","0.531","0.531","0.531","0.531","-7.97%"
"05/02/2012","0.577","0.577","0.577","0.577","-12.71%"
"05/01/2012","0.661","0.593","0.661","0.593","12.80%"
"04/30/2012","0.586","0.586","0.586","0.586","-8.15%"
"04/28/2012","0.638","0.638","0.638","0.638","3.40%"
"04/27/2012","0.617","0.617","0.617","0.617","0.98%"
"04/26/2012","0.611","0.611","0.611","0.611","-4.38%"
"04/25/2012","0.639","0.639","0.639","0.639","-16.47%"
"04/24/2012","0.765","0.765","0.765","0.765","-6.59%"
"04/23/2012","0.819","0.819","0.819","0.819","1.36%"
"04/21/2012","0.808","0.808","0.808","0.808","-1.34%"
"04/20/2012","0.819","0.819","0.819","0.819","1.74%"
"04/19/2012","0.805","0.805","0.805","0.805","11.34%"
"04/18/2012","0.723","0.723","0.723","0.723","-1.09%"
"04/17/2012","0.731","0.731","0.731","0.731","1.53%"
"04/16/2012","0.720","0.720","0.720","0.720","9.76%"
"04/14/2012","0.656","0.656","0.656","0.656","-2.81%"
"04/13/2012","0.675","0.675","0.675","0.675","11.20%"
"04/12/2012","0.607","0.607","0.607","0.607","-6.47%"
"04/11/2012","0.649","0.649","0.649","0.649","-2.41%"
"04/10/2012","0.665","0.665","0.665","0.665","0.15%"
"04/09/2012","0.664","0.666","0.666","0.664","0.00%"
"04/08/2012","0.664","0.664","0.664","0.664","0.00%"
"04/07/2012","0.664","0.664","0.664","0.664","3.59%"
"04/06/2012","0.641","0.646","0.669","0.641","-0.77%"
"04/05/2012","0.646","0.646","0.646","0.646","4.19%"
"04/04/2012","0.620","0.620","0.620","0.620","0.81%"
"04/03/2012","0.615","0.615","0.615","0.615","-9.82%"
"04/02/2012","0.682","0.682","0.682","0.682","5.25%"
"03/31/2012","0.648","0.648","0.648","0.648","-5.12%"
"03/30/2012","0.683","0.683","0.683","0.683","0.15%"
"03/29/2012","0.682","0.682","0.682","0.682","0.59%"
"03/28/2012","0.678","0.678","0.678","0.678","-1.60%"
"03/27/2012","0.689","0.689","0.689","0.689","0.88%"
"03/26/2012","0.683","0.683","0.683","0.683","-3.26%"
"03/24/2012","0.706","0.718","0.718","0.706","1.29%"
"03/23/2012","0.697","0.697","0.697","0.697","-8.29%"
"03/22/2012","0.760","0.760","0.760","0.760","0.40%"
"03/21/2012","0.757","0.757","0.757","0.757","-3.57%"
"03/20/2012","0.785","0.785","0.785","0.785","-0.88%"
"03/19/2012","0.792","0.792","0.792","0.792","-1.12%"
"03/16/2012","0.801","0.801","0.801","0.801","0.12%"
"03/15/2012","0.800","0.800","0.800","0.800","18.34%"
"03/14/2012","0.676","0.676","0.676","0.676","-5.06%"
"03/13/2012","0.712","0.712","0.712","0.712","4.86%"
"03/12/2012","0.679","0.679","0.679","0.679","0.30%"
"03/11/2012","0.677","0.677","0.677","0.677","0.45%"
"03/09/2012","0.674","0.674","0.674","0.674","2.90%"
"03/08/2012","0.655","0.655","0.655","0.655","-1.80%"
"03/07/2012","0.667","0.667","0.667","0.667","-5.12%"
"03/06/2012","0.703","0.703","0.703","0.703","4.77%"
"03/05/2012","0.671","0.671","0.671","0.671","1.36%"
"03/04/2012","0.662","0.662","0.662","0.662","1.53%"
"03/03/2012","0.652","0.652","0.652","0.652","2.52%"
"03/02/2012","0.636","0.636","0.636","0.636","2.09%"
"03/01/2012","0.623","0.623","0.623","0.623","-12.87%"
"02/29/2012","0.715","0.715","0.715","0.715","-7.74%"
"02/28/2012","0.775","0.775","0.775","0.775","-7.19%"
"02/27/2012","0.835","0.835","0.835","0.835","3.60%"
"02/24/2012","0.806","0.806","0.806","0.806","-1.83%"
"02/23/2012","0.821","0.821","0.821","0.821","-1.08%"
"02/22/2012","0.830","0.830","0.830","0.830","-4.93%"
"02/21/2012","0.873","0.873","0.873","0.873","4.43%"
"02/20/2012","0.836","0.836","0.836","0.836","-4.13%"
"02/19/2012","0.872","0.872","0.872","0.872","0.00%"
"02/18/2012","0.872","0.872","0.872","0.872","5.19%"
"02/17/2012","0.829","0.829","0.829","0.829","-8.09%"
"02/16/2012","0.902","0.902","0.902","0.902","13.46%"
"02/15/2012","0.795","0.795","0.795","0.795","0.00%"
"02/14/2012","0.795","0.795","0.795","0.795","6.28%"
"02/13/2012","0.748","0.748","0.748","0.748","-4.96%"
"02/12/2012","0.787","0.751","0.787","0.751","0.00%"
"02/11/2012","0.787","0.751","0.787","0.751","54.62%"
"02/10/2012","0.509","0.509","0.509","0.509","2.83%"
"02/09/2012","0.495","0.495","0.495","0.495","0.41%"
"02/08/2012","0.493","0.493","0.493","0.493","-10.04%"
"02/07/2012","0.548","0.548","0.548","0.548","11.16%"
"02/06/2012","0.493","0.493","0.493","0.493","1.65%"
"02/03/2012","0.485","0.485","0.485","0.485","-14.76%"
"02/02/2012","0.569","0.569","0.569","0.569","-15.20%"
"02/01/2012","0.671","0.671","0.671","0.671","-4.42%"
"01/31/2012","0.702","0.702","0.702","0.702","0.43%"
"01/30/2012","0.699","0.699","0.699","0.699","-0.85%"
"01/27/2012","0.705","0.705","0.705","0.705","4.14%"
"01/26/2012","0.677","0.677","0.677","0.677","1.96%"
"01/25/2012","0.664","0.664","0.664","0.664","-3.07%"
"01/24/2012","0.685","0.685","0.685","0.685","-0.15%"
"01/23/2012","0.686","0.686","0.686","0.686","-2.14%"
"01/20/2012","0.701","0.701","0.701","0.701","-0.14%"
"01/19/2012","0.702","0.702","0.702","0.702","4.78%"
"01/18/2012","0.670","0.670","0.670","0.670","8.06%"
"01/17/2012","0.620","0.620","0.620","0.620","9.15%"
"01/16/2012","0.568","0.568","0.568","0.568","-2.41%"
"01/13/2012","0.582","0.582","0.582","0.582","34.72%"
"01/12/2012","0.432","0.432","0.432","0.432","-30.77%"
"01/11/2012","0.624","0.624","0.624","0.624","-17.89%"
"01/10/2012","0.760","0.760","0.760","0.760","-1.17%"
"01/09/2012","0.769","0.769","0.769","0.769","-6.90%"
"01/06/2012","0.826","0.826","0.826","0.826","9.40%"
"01/05/2012","0.755","0.755","0.755","0.755","10.22%"
"01/04/2012","0.685","0.685","0.685","0.685","8.56%"
"01/03/2012","0.631","0.631","0.631","0.631","-6.38%"
"01/02/2012","0.674","0.674","0.674","0.674","8.89%"
"12/30/2011","0.619","0.619","0.619","0.619","3.17%"
"12/29/2011","0.600","0.600","0.600","0.600","2.74%"
"12/28/2011","0.584","0.584","0.584","0.584","-2.18%"
"12/27/2011","0.597","0.597","0.597","0.597","-8.44%"
"12/23/2011","0.652","0.652","0.652","0.652","-5.64%"
"12/22/2011","0.691","0.691","0.691","0.691","-10.26%"
"12/21/2011","0.770","0.770","0.770","0.770","2.94%"
"12/20/2011","0.748","0.748","0.748","0.748","2.47%"
"12/19/2011","0.730","0.730","0.730","0.730","30.36%"
"12/16/2011","0.560","0.560","0.560","0.560","-20.34%"
"12/15/2011","0.703","0.703","0.703","0.703","-14.37%"
"12/14/2011","0.821","0.821","0.821","0.821","1.73%"
"12/13/2011","0.807","0.807","0.807","0.807","-3.24%"
"12/12/2011","0.834","0.834","0.834","0.834","-0.71%"
"12/09/2011","0.840","0.840","0.840","0.840","5.26%"
"12/08/2011","0.798","0.798","0.798","0.798","-13.73%"
"12/07/2011","0.925","0.925","0.925","0.925","9.86%"
"12/06/2011","0.842","0.842","0.842","0.842","-7.98%"
"12/05/2011","0.915","0.915","0.915","0.915","-5.86%"
"12/02/2011","0.972","0.972","0.972","0.972","-2.51%"
"12/01/2011","0.997","0.997","0.997","0.997","-13.38%"
"11/30/2011","1.151","1.151","1.151","1.151","-18.89%"
"11/29/2011","1.419","1.419","1.419","1.419","-7.07%"
"11/28/2011","1.527","1.527","1.527","1.527","-11.22%"
"11/25/2011","1.720","1.720","1.720","1.720","4.75%"
"11/24/2011","1.642","1.642","1.642","1.642","-4.03%"
"11/23/2011","1.711","1.711","1.711","1.711","10.17%"
"11/22/2011","1.553","1.553","1.553","1.553","3.19%"
"11/21/2011","1.505","1.505","1.505","1.505","-3.34%"
"11/18/2011","1.557","1.557","1.557","1.557","-5.58%"
"11/17/2011","1.649","1.649","1.649","1.649","-1.02%"
"11/16/2011","1.666","1.666","1.666","1.666","0.66%"
"11/15/2011","1.655","1.655","1.655","1.655","19.24%"
"11/14/2011","1.388","1.388","1.388","1.388","3.04%"
"11/11/2011","1.347","1.347","1.347","1.347","5.81%"
"11/10/2011","1.273","1.273","1.273","1.273","10.99%"
"11/09/2011","1.147","1.147","1.147","1.147","17.40%"
"11/08/2011","0.977","0.977","0.977","0.977","-1.81%"
"11/07/2011","0.995","0.995","0.995","0.995","1.53%"
"11/04/2011","0.980","0.980","0.980","0.980","5.72%"
