date,DCOILBRENTEU_ITACPIALLMINMEI,DCOILBRENTEU_ITA_FCI,DCOILBRENTEU_ITA_beta0,DCOILBRENTEU_ITA_beta1,DCOILBRENTEU_ITA_beta2,DCOILBRENTEU_NAEXKP01ITQ661S,ITACPIALLMINMEI_ITA_FCI,ITACPIALLMINMEI_ITA_beta0,ITACPIALLMINMEI_ITA_beta1,ITACPIALLMINMEI_ITA_beta2,ITACPIALLMINMEI_NAEXKP01ITQ661S,ITA_FCI_ITA_beta0,ITA_FCI_ITA_beta1,ITA_FCI_ITA_beta2,ITA_FCI_NAEXKP01ITQ661S,ITA_beta0_ITA_beta1,ITA_beta0_ITA_beta2,ITA_beta0_NAEXKP01ITQ661S,ITA_beta1_ITA_beta2,ITA_beta1_NAEXKP01ITQ661S,ITA_beta2_NAEXKP01ITQ661S
2022-12-31,-0.9019360193988871,0.9999999999999167,0.8230515559735574,-0.5318047281279825,0.9999999999999065,0.9859410486305374,-0.9019358521513192,-0.9858662527203812,0.8009312410503037,-0.9019358478481581,-0.9508023876269723,0.8230513474853783,-0.5318044956581911,1.0000000000000029,0.9859409813997183,-0.8842644974271001,0.8230513421000739,0.8861674539727075,-0.5318044895607613,-0.5965547842236009,0.9859409796947737
2023-01-31,-0.9202860802773034,0.9999999999999157,0.8591427949160798,-0.609218057972306,0.9999999999999136,0.9851417353984092,-0.9202859303617459,-0.9898011371827428,0.8278476318656942,-0.9202859265562805,-0.9722477403841532,0.8591426054795983,-0.6092178341106955,0.9999999999999983,0.985141667074834,-0.8915822920416169,0.8591426006594532,0.9298501034679387,-0.6092178283513275,-0.7012414976134166,0.9851416653489022
2023-02-28,-0.9293845154098684,0.9999999999999167,0.8774778648450225,-0.6944188839894606,0.9999999999999167,0.985979301606536,-0.9293843783705598,-0.9919296563156588,0.8809902044035776,-0.929384374921063,-0.9770206033163931,0.8774776910949212,-0.6944186733186443,0.999999999999996,0.9859792378643665,-0.9268469320976516,0.8774776867146039,0.9425889697389048,-0.6944186679696955,-0.7812548860505515,0.9859792362649957
2023-03-31,-0.9365219336624788,0.9999999999999359,0.890395057550188,-0.7696871564985788,0.9999999999999306,0.9869758829648401,-0.936521808093536,-0.9930305184835787,0.9265112918494732,-0.9365218049514933,-0.9800548543244809,0.8903948977050236,-0.7696869639759157,1.0000000000000013,0.9869758239983325,-0.9594658155517556,0.8903948937004296,0.9501279982904307,-0.7696869591295141,-0.8475026270295491,0.986975822526583
2023-04-30,-0.9423663576629648,0.999999999999944,0.9005280839859525,-0.8251068546985361,0.9999999999999336,0.9879049619231894,-0.9423662422070492,-0.9937667217268039,0.9565249767853145,-0.9423662393318947,-0.9823316378820496,0.9005279364174741,-0.8251066815619387,1.000000000000002,0.9879049073636573,-0.9800680744683626,0.900527932738689,0.9555883807364047,-0.8251066772314435,-0.8937409453850742,0.9879049060079356
2023-05-31,-0.9472467172689282,0.9999999999999523,0.9088302931559422,-0.8620169618401964,0.9999999999999426,0.9887374129917684,-0.9472466107258776,-0.994321157033667,0.9735318366868086,-0.9472466080838051,-0.9841347910788726,0.9088301564521613,-0.8620168065269381,1.0000000000000038,0.9887373624067395,-0.9906049933288922,0.9088301530589368,0.9598546944437263,-0.8620168026623869,-0.9226824724027489,0.9887373611547869
2023-06-30,-0.9513831996064692,0.9999999999999393,0.9157871490004288,-0.8861861648433721,0.9999999999999436,0.9894790438411428,-0.9513831009455523,-0.994760146784482,0.9827065302799072,-0.9513830985084044,-0.9856034537902405,0.915787021944584,-0.8861860247654071,0.9999999999999963,0.9894789968270209,-0.9954957189856637,0.9157870188033135,0.9633065848884608,-0.8861860212956332,-0.9403727576757319,0.9894789956677724
2023-07-31,-0.9549333181373395,0.9999999999999516,0.9217048988523235,-0.9026064580504425,0.9999999999999494,0.9901415803433176,-0.9549332264793362,-0.9951164139968882,0.9877882547707781,-0.9549332242234992,-0.9868225774335802,0.9217047803969484,-0.9026063307446135,0.9999999999999966,0.9901415365422097,-0.9977320770405178,0.9217047774792064,0.9661578421089349,-0.9026063276041406,-0.9515833413879007,0.9901415354660323
2023-08-31,-0.9580131239066789,0.9999999999999504,0.9267993689997285,-0.9144296157740652,0.9999999999999527,0.990736407485543,-0.9580130385004618,-0.9954103618994565,0.9908013392996654,-0.9580130364060048,-0.9878494570652849,0.9267992582436464,-0.9144294992544401,1.0000000000000053,0.9907363665843018,-0.9987904020811605,0.92679925552533,0.968548994446475,-0.9144294963910679,-0.9591511198315699,0.9907363655828767
2023-09-30,-0.9607099817823886,0.9999999999999504,0.9312307339755445,-0.9234495206912153,0.999999999999949,0.9912733015493526,-0.9607099019835381,-0.9956563216600615,0.9927400067765164,-0.9607099000335039,-0.9887248578388965,0.9312306301412574,-0.9234494134288713,0.9999999999999994,0.9912732632744097,-0.9993184519047174,0.9312306276017499,0.9705797830465448,-0.9234494108027652,-0.964610808249397,0.9912732623404964
2023-10-31,-0.9630908832836955,0.9999999999999684,0.9351209315119549,-0.9306682503066829,0.9999999999999596,0.9917603835246119,-0.9630908085363747,-0.995864833362474,0.9940870072279299,-0.9630908067161652,-0.9894787899691457,0.9351208339266083,-0.9306681511188116,0.9999999999999989,0.991760347636386,-0.9995936330898726,0.9351208315483618,0.9723237259288162,-0.930668148699137,-0.9687819726209562,0.9917603467637099
2023-11-30,-0.9652080423293377,0.9999999999999658,0.9385642362592617,-0.9366573716989589,0.999999999999959,,-0.9652079721513389,-0.9960437753260235,0.9950837716013762,-0.9652079704483332,,0.9385641443380203,-0.936657279647327,0.9999999999999949,,-0.9997378918049783,0.9385641421058203,,-0.9366572774098151,,
2023-12-31,-0.9671027524405068,0.9999999999999669,0.9416344245304671,-0.94175661912142,0.9999999999999637,,-0.9671026864112009,-0.996199080637516,0.9958571372091324,-0.9671026848144603,,0.9416343377631239,-0.9417565334403857,1.0000000000000022,,-0.9998078789616633,0.9416343356632664,,-0.9417565313651255,,
2024-01-31,-0.9688081001686156,0.9999999999999671,0.944389880041736,-0.9461787280774614,0.9999999999999665,,-0.9688080379192969,-0.9963352470509738,0.9964778111183777,-0.9688080364192272,,0.9443897979797184,-0.9461786481267161,0.999999999999996,,-0.9998319154140565,0.9443897960009111,,-0.9461786461970612,,
2024-02-29,-0.970350909440607,0.9999999999999524,0.9468773112463932,-0.950064616658551,0.9999999999999637,,-0.970350850646353,-0.9964557114310088,0.9969878283825402,-0.9703508492345385,,0.9468772334948402,-0.9500645418911251,0.9999999999999933,,-0.9998254021537244,0.9468772316265665,,-0.9500645400929901,,
2024-03-31,-0.9717531585749933,0.999999999999971,0.9491344861482117,-0.9535128603679678,0.9999999999999698,,-0.9717531029482754,-0.9965631251520389,0.9974138533067107,-0.9717531016172554,,0.9491344123566394,-0.9535127903104436,1.0000000000000004,,-0.9997974741167703,0.9491344105898201,,-0.9535127886317436,,
