date,ESP_real_estate_f1__ESP_real_estate_f2
2013-05-16,-0.8494462292848542
2013-05-17,-0.8500302480094208
2013-05-20,-0.8504867189382453
2013-05-21,-0.8508433375325176
2013-05-22,-0.8511218483336579
2013-05-23,-0.8513392989901719
2013-05-24,-0.8515090397613942
2013-05-27,-0.8516415162552778
2013-05-28,-0.8517448958100663
2013-05-29,-0.8518255609963786
2013-05-30,-0.8518884975586503
2013-05-31,-0.8519375988471731
2013-06-03,-0.8521105351085946
2013-06-04,-0.8521109407267213
2013-06-05,-0.8521112540078873
2013-06-06,-0.8521115001827075
2013-06-07,-0.8521116933054952
2013-06-10,-0.852111844615057
2013-06-11,-0.8521119630467358
2013-06-12,-0.8521120556731512
2013-06-13,-0.8521121280737287
2013-06-14,-0.8521121846386583
2013-06-17,-0.852112228815572
2013-06-18,-0.852112263307797
2013-06-19,-0.8521122902325552
2013-06-20,-0.8521123112465313
2013-06-21,-0.8521123276451341
2013-06-24,-0.8521123404407267
2013-06-25,-0.8521123504241354
2013-06-26,-0.8521123582129235
2013-06-27,-0.8521123642892295
2013-06-28,-0.8521123690293855
2013-07-01,-0.8521123727270946
2013-07-02,-0.85193824103617
2013-07-03,-0.8519557039547976
2013-07-04,-0.8519771744422238
2013-07-05,-0.851998798422344
2013-07-08,-0.8520186416261452
2013-07-09,-0.8520359347190448
2013-07-10,-0.8520505299728516
2013-07-11,-0.8520625885824128
2013-07-12,-0.8520724050405651
2013-07-15,-0.8520803120073223
2013-07-16,-0.8520866317306365
2013-07-17,-0.852091653819607
2013-07-18,-0.8520956274748681
2013-07-19,-0.8520987612666427
2013-07-22,-0.8521012265221204
2013-07-23,-0.8521031621378417
2013-07-24,-0.8521046796556527
2013-07-25,-0.8521058680273468
2013-07-26,-0.8521067978215241
2013-07-29,-0.8521075248035297
2013-07-30,-0.8521080929095667
2013-07-31,-0.8521085366771313
2013-08-01,-0.8519897235296742
2013-08-02,-0.8520146502648903
2013-08-05,-0.8520345776877245
2013-08-06,-0.8520504283325219
2013-08-07,-0.8520629786405142
2013-08-08,-0.8520728814700859
2013-08-09,-0.8520806747542786
2013-08-12,-0.8520867955272802
2013-08-13,-0.852091595282181
2013-08-14,-0.8520953546327321
2013-08-15,-0.8520982963794894
2013-08-16,-0.8521005966920395
2013-08-19,-0.8521023944333525
2013-08-20,-0.8521037987989266
2013-08-21,-0.8521048954979765
2013-08-22,-0.8521057517101739
2013-08-23,-0.8521064200342604
2013-08-26,-0.8521069416180593
2013-08-27,-0.8521073486303581
2013-08-28,-0.8521076662075096
2013-08-29,-0.8521079139830575
2013-08-30,-0.8521081072877019
2013-09-02,-0.852108258089447
2013-09-03,-0.8520403909808392
2013-09-04,-0.8520553637914546
2013-09-05,-0.8520670443403177
2013-09-06,-0.8520761544677953
2013-09-09,-0.8520832599386893
2013-09-10,-0.8520888019437028
2013-09-11,-0.8520931245468358
2013-09-12,-0.8520964960785284
2013-09-13,-0.8520991258124434
2013-09-16,-0.8521011769673382
2013-09-17,-0.8521027768448658
2013-09-18,-0.8521040247348249
2013-09-19,-0.8521049980798966
2013-09-20,-0.8521057572833096
2013-09-23,-0.8521063494583155
2013-09-24,-0.8521068113524691
2013-09-25,-0.8521071716283796
2013-09-26,-0.8521074526425825
2013-09-27,-0.8521076718329876
2013-09-30,-0.8521078428010469
2013-10-01,-0.8514377151962025
2013-10-02,-0.8515559778935742
2013-10-03,-0.8516591647332551
2013-10-04,-0.8517463992200739
2013-10-07,-0.8518185517880226
2013-10-08,-0.8518773329826216
2013-10-09,-0.851924705570838
2013-10-10,-0.8519625833876944
2013-10-11,-0.8519926924072019
2013-10-14,-0.8520165208774831
2013-10-15,-0.8520353160768762
2013-10-16,-0.8520501035042264
2013-10-17,-0.8520617150775311
2013-10-18,-0.8520708191857999
2013-10-21,-0.8520779490350866
2013-10-22,-0.8520835277447726
2013-10-23,-0.8520878897404542
2013-10-24,-0.8520912985467601
2013-10-25,-0.8520939613390579
2013-10-28,-0.852096040703523
2013-10-29,-0.8520976640593175
2013-10-30,-0.8520989311596016
2013-10-31,-0.8520999200346312
2013-11-01,-0.8516614427283861
2013-11-04,-0.8517556554036326
2013-11-05,-0.85183002782639
2013-11-06,-0.8518885832124544
2013-11-07,-0.8519345868601758
2013-11-08,-0.8519706702398885
2013-11-11,-0.8519989370373015
2013-11-12,-0.8520210591009241
2013-11-13,-0.8520383592510802
2013-11-14,-0.85205188068119
2013-11-15,-0.8520624439990808
2013-11-18,-0.852070693480019
2013-11-19,-0.8520771342112677
2013-11-20,-0.8520821617121993
2013-11-21,-0.8520860854309135
2013-11-22,-0.8520891473102249
2013-11-25,-0.8520915364141048
2013-11-26,-0.8520934004244034
2013-11-27,-0.8520948546618475
2013-11-28,-0.8520959891549733
2013-11-29,-0.8520968741736917
2013-12-02,-0.8520975645575058
2013-12-03,-0.851812946077171
2013-12-04,-0.8518757448879261
2013-12-05,-0.8519247279349738
2013-12-06,-0.8519629278195384
2013-12-09,-0.8519927195136042
2013-12-10,-0.8520159544572065
2013-12-11,-0.8520340761368818
2013-12-12,-0.8520482100826673
2013-12-13,-0.8520592339699561
2013-12-16,-0.8520678322401459
2013-12-17,-0.8520745386687241
2013-12-18,-0.8520797695463401
2013-12-19,-0.852083849546574
2013-12-20,-0.8520870318945756
2013-12-23,-0.8520895140935815
2013-12-24,-0.8520914501885378
2013-12-25,-0.8520929603298565
2013-12-26,-0.8520941382320061
2013-12-27,-0.852095056990515
2013-12-30,-0.8520957736188113
2013-12-31,-0.8520963325866964
2014-01-01,-0.8522272345000088
2014-01-02,-0.8521905724890589
2014-01-03,-0.852165646655049
2014-01-06,-0.8521484204238028
2014-01-07,-0.8521363363728016
2014-01-08,-0.8521277356530081
2014-01-09,-0.8521215298965076
2014-01-10,-0.8521169957770928
2014-01-13,-0.8521136457812355
2014-01-14,-0.852111146427991
2014-01-15,-0.8521092661235448
2014-01-16,-0.8521078416059945
2014-01-17,-0.8521067561195927
2014-01-20,-0.8521059250434772
2014-01-21,-0.8521052862998385
2014-01-22,-0.852104793858332
2014-01-23,-0.852104413270284
2014-01-24,-0.8521041185512864
