date,FRA_financial_markets_f1__FRA_financial_markets_f2
1999-07-01,-0.504700454096516
1999-07-02,-0.20647021222129228
1999-07-05,0.025316131059589287
1999-07-06,0.20560613144364648
1999-07-07,0.34592777108332695
1999-07-08,0.4551941323943534
1999-07-09,0.5403099907713319
1999-07-12,0.6066324394716828
1999-07-13,0.6583226968465598
1999-07-14,0.6986160283037686
1999-07-15,0.7300295847800122
1999-07-16,0.7545228875888251
1999-07-19,0.7736220219657148
1999-07-20,0.7885159120587006
1999-07-21,0.8001310542760525
1999-07-22,0.8091895902545158
1999-07-23,0.8162544708244395
1999-07-26,0.8217646031613399
1999-07-27,0.8260622165070918
1999-07-28,0.8294141776150346
1999-07-29,0.8320285986680703
1999-07-30,0.8340677804292013
1999-08-02,0.8356583011918347
1999-08-03,0.4106028077956471
1999-08-04,0.13053393044915584
1999-08-05,-0.08847320249052812
1999-08-06,-0.2596601016530217
1999-08-09,-0.39341754496830783
1999-08-10,-0.49789495112983756
1999-08-11,-0.5794792170676317
1999-08-12,-0.6431721311335257
1999-08-13,-0.6928880020498974
1999-08-16,-0.7316882016730588
1999-08-17,-0.7619657647495354
1999-08-18,-0.7855904810837349
1999-08-19,-0.8040227856266629
1999-08-20,-0.8184030518431311
1999-08-23,-0.8296215304238089
1999-08-24,-0.8383730828828901
1999-08-25,-0.8451999865240019
1999-08-26,-0.8505253920528033
1999-08-27,-0.8546794634816771
1999-08-30,-0.8579197936497065
1999-08-31,-0.8604473445051278
1999-09-01,-0.8355734586402086
1999-09-02,-0.8422889656728918
1999-09-03,-0.8474844918687416
1999-09-06,-0.851510776240781
1999-09-07,-0.8546352039716775
1999-09-08,-0.8570624340416882
1999-09-09,-0.8589496798361089
1999-09-10,-0.8604180781994446
1999-09-13,-0.8615612033570123
1999-09-14,-0.8624514856633049
1999-09-15,-0.8631450806645227
1999-09-16,-0.863685582381752
1999-09-17,-0.8641068678737376
1999-09-20,-0.8644352843524846
1999-09-21,-0.864691335830677
1999-09-22,-0.8648909869423402
1999-09-23,-0.8650466727570486
1999-09-24,-0.8651680820716392
1999-09-27,-0.8652627657214597
1999-09-28,-0.8653366094463107
1999-09-29,-0.865394201741821
1999-09-30,-0.8654391201846178
1999-10-01,-0.8651905958492687
1999-10-04,-0.865279873389834
1999-10-05,-0.8653498046050335
1999-10-06,-0.8654045296444209
1999-10-07,-0.8654473235910076
1999-10-08,-0.8654807686837555
1999-10-11,-0.8655068958255708
1999-10-12,-0.8655272992771744
1999-10-13,-0.8655432287228985
1999-10-14,-0.86555566265612
1999-10-15,-0.8655653665726205
1999-10-18,-0.8655729389386815
1999-10-19,-0.8655788473963004
1999-10-20,-0.8655834572157225
1999-10-21,-0.8655870536174264
1999-10-22,-0.8655898592616393
1999-10-25,-0.8655920479377749
1999-10-26,-0.8655937552711404
1999-10-27,-0.8655950870917554
1999-10-28,-0.865596125972731
1999-10-29,-0.8655969363367056
1999-11-01,-0.8655975684428205
1999-11-02,-0.6495545391218407
1999-11-03,-0.3516936708197361
1999-11-04,-0.11018911375249352
1999-11-05,0.08415318540675615
1999-11-08,0.23957322885726476
1999-11-09,0.36323586331333874
1999-11-10,0.46122597240381763
1999-11-11,0.538616831353661
1999-11-12,0.599577563955155
1999-11-15,0.6474956403287125
1999-11-16,0.6850990571215665
1999-11-17,0.7145694666636633
1999-11-18,0.7376420992607758
1999-11-19,0.7556912308487189
1999-11-22,0.7698016376919735
1999-11-23,0.7808273485764726
1999-11-24,0.7894393578778912
1999-11-25,0.7961640139282472
1999-11-26,0.8014136869312155
1999-11-29,0.8055111367139247
1999-11-30,0.8087087941225206
1999-12-01,-0.3170366613085013
1999-12-02,-0.3470083479657447
1999-12-03,-0.3797947801667081
1999-12-06,-0.41510527883525045
1999-12-07,-0.4524947913223522
1999-12-08,-0.49135873679174796
1999-12-09,-0.5309486183607223
1999-12-10,-0.5704130013776313
1999-12-13,-0.6088625835724142
1999-12-14,-0.6454504035013221
1999-12-15,-0.679451832524877
1999-12-16,-0.7103272912999213
1999-12-17,-0.7377550961252612
1999-12-20,-0.7616306798418484
1999-12-21,-0.7820375892167248
1999-12-22,-0.7992014121223591
1999-12-23,-0.8134387739021063
1999-12-24,-0.825110856673355
1999-12-27,-0.834586725367235
1999-12-28,-0.8422179485074249
1999-12-29,-0.8483234802214416
1999-12-30,-0.853182583659208
1999-12-31,-0.8570333599476514
2000-01-03,-0.8941989488318384
2000-01-04,-0.8902205248257201
2000-01-05,-0.8868773923108694
2000-01-06,-0.8841350669704305
2000-01-07,-0.8819289578787464
2000-01-10,-0.8801804567779501
2000-01-11,-0.8788094127192931
2000-01-12,-0.8777420061657711
2000-01-13,-0.8769145735237062
2000-01-14,-0.8762745788530667
2000-01-17,-0.8757799308195495
2000-01-18,-0.8753975483068464
2000-01-19,-0.8751017377166879
2000-01-20,-0.8748726752970186
2000-01-21,-0.8746951134511345
2000-01-24,-0.8745573337964809
2000-01-25,-0.8744503250896096
2000-01-26,-0.8743671486731788
2000-01-27,-0.8743024530079905
2000-01-28,-0.8742521036333918
2000-01-31,-0.8742129012507124
2000-02-01,-0.8611937454396912
2000-02-02,-0.8637415147161428
2000-02-03,-0.8656648194294007
2000-02-04,-0.8671277540189328
2000-02-07,-0.8682469349753315
2000-02-08,-0.869106909313
2000-02-09,-0.8697699453760017
2000-02-10,-0.870282474892222
2000-02-11,-0.8706794596401067
2000-02-14,-0.8709874271582545
2000-02-15,-0.8712266267420996
2000-02-16,-0.8714125882971557
2000-02-17,-0.8715572662913349
2000-02-18,-0.8716698895389386
2000-02-21,-0.8717575987682696
2000-02-22,-0.8718259288298691
2000-02-23,-0.8718791757645895
2000-02-24,-0.8719206776686224
2000-02-25,-0.8719530304820963
2000-02-28,-0.8719782543183243
2000-02-29,-0.8719979219987318
2000-03-01,-0.8914748728680787
2000-03-02,-0.8883169955843364
2000-03-03,-0.8856399176046525
2000-03-06,-0.8834079306784
2000-03-07,-0.8815723933487274
2000-03-08,-0.8800795956453525
2000-03-09,-0.8788763247483942
2000-03-10,-0.8779132807875483
2000-03-13,-0.8771468082001396
2000-03-14,-0.8765394641663626
2000-03-15,-0.8760598701976373
2000-03-16,-0.8756821765683638
2000-03-17,-0.8753853594204661
2000-03-20,-0.8751524845620239
2000-03-21,-0.8749700119669278
2000-03-22,-0.874827176228182
2000-03-23,-0.8747154548839267
2000-03-24,-0.8746281235211896
2000-03-27,-0.8745598900471925
2000-03-28,-0.874506597877464
2000-03-29,-0.8744649873239864
2000-03-30,-0.8744325051236352
2000-03-31,-0.8744071532044595
2000-04-03,-0.849566963697905
2000-04-04,-0.8542829809754727
2000-04-05,-0.8581515829695232
2000-04-06,-0.8612850422298788
2000-04-07,-0.863799917434708
2000-04-10,-0.8658047267549389
2000-04-11,-0.8673948471047184
2000-04-12,-0.8686512275872086
2000-04-13,-0.8696410138435039
2000-04-14,-0.8704190264029232
2000-04-17,-0.8710295194767386
2000-04-18,-0.8715079232813423
2000-04-19,-0.8718824296559731
2000-04-20,-0.8721753673920114
2000-04-21,-0.8724043596433956
2000-04-24,-0.8725832783955313
2000-04-25,-0.8727230204917233
2000-04-26,-0.8728321321692427
2000-04-27,-0.8729173079228446
2000-04-28,-0.8729837867629502
2000-05-01,-0.8730356656490593
2000-05-02,-0.8026721380493512
2000-05-03,-0.8140517458329507
2000-05-04,-0.8232542354888137
2000-05-05,-0.83064073945572
2000-05-08,-0.8365341286068438
2000-05-09,-0.8412137297767843
2000-05-10,-0.8449153992013396
2000-05-11,-0.8478346839771613
2000-05-12,-0.8501314759125855
2000-05-15,-0.8519351300827299
2000-05-16,-0.853349443869605
2000-05-17,-0.854457181719333
2000-05-18,-0.8553240148669055
2000-05-19,-0.8560018540549452
2000-05-22,-0.8565316119820794
2000-05-23,-0.8569454595200398
2000-05-24,-0.8572686484707875
2000-05-25,-0.8575209721437752
2000-05-26,-0.85771792849382
2000-05-29,-0.857871642028809
2000-05-30,-0.8579915918774941
2000-05-31,-0.8580851851744951
2000-06-01,-0.8554957155384691
2000-06-02,-0.8579755413887883
2000-06-05,-0.8599244048353851
2000-06-06,-0.8614534999095355
2000-06-07,-0.8626517061624497
2000-06-08,-0.8635896833793618
2000-06-09,-0.8643233705951516
2000-06-12,-0.8648969080665508
2000-06-13,-0.8653450371409888
2000-06-14,-0.8656950472905763
2000-06-15,-0.8659683413249776
2000-06-16,-0.8661816849554338
2000-06-19,-0.8663481991022041
2000-06-20,-0.8664781447208221
2000-06-21,-0.8665795415961831
2000-06-22,-0.8666586550557331
2000-06-23,-0.8667203780817445
2000-06-26,-0.866768530869841
2000-06-27,-0.8668060954060507
2000-06-28,-0.8668353989984893
2000-06-29,-0.8668582577741942
2000-06-30,-0.8668760888150087
2000-07-03,-0.7470801215679707
2000-07-04,-0.7576300868211041
2000-07-05,-0.7700079422010658
2000-07-06,-0.7831120376674193
2000-07-07,-0.7960851462682766
2000-07-10,-0.8083154962676911
2000-07-11,-0.819417637070456
2000-07-12,-0.8291966481935307
2000-07-13,-0.8376035613603983
2000-07-14,-0.8446902692105821
2000-07-17,-0.8505699886584632
2000-07-18,-0.8553863157314123
2000-07-19,-0.8592913391469391
2000-07-20,-0.862431688613834
2000-07-21,-0.8649407283436938
2000-07-24,-0.8669350695154847
2000-07-25,-0.8685138587723407
2000-07-26,-0.8697596827193007
2000-07-27,-0.8707402889787389
2000-07-28,-0.8715106132186962
2000-07-31,-0.8721148109216721
2000-08-01,-0.8716112252252646
2000-08-02,-0.8721359342149485
2000-08-03,-0.8725613414353118
2000-08-04,-0.8729030940526323
2000-08-07,-0.8731757630962097
2000-08-08,-0.8733921851300135
2000-08-09,-0.8735632831397345
2000-08-10,-0.8736981384629586
2000-08-11,-0.8738041797172454
2000-08-14,-0.8738874129661449
2000-08-15,-0.8739526525960293
2000-08-16,-0.8740037331096681
2000-08-17,-0.8740436938438583
2000-08-18,-0.8740749350331086
2000-08-21,-0.8740993468824301
2000-08-22,-0.8741184147365583
2000-08-23,-0.8741333038570228
2000-08-24,-0.8741449272240086
2000-08-25,-0.8741539994440216
2000-08-28,-0.87416107942105
2000-08-29,-0.8741666040198172
2000-08-30,-0.8741709145544353
2000-08-31,-0.8741742775904271
2000-09-01,-0.86025840238827
2000-09-04,-0.8619866325969093
2000-09-05,-0.8638316807086466
2000-09-06,-0.8656082645043424
2000-09-07,-0.8672183397871837
2000-09-08,-0.8686207594723279
2000-09-11,-0.8698090297432556
2000-09-12,-0.8707959559827855
2000-09-13,-0.8716036385300828
2000-09-14,-0.872257336453972
2000-09-15,-0.8727819670317774
2000-09-18,-0.8732003082643958
2000-09-19,-0.873532245190627
2000-09-20,-0.8737946186067372
2000-09-21,-0.8740013942205724
2000-09-22,-0.8741639801176193
2000-09-25,-0.8742915926298983
2000-09-26,-0.8743916162939847
2000-09-27,-0.8744699312802732
2000-09-28,-0.8745311978009893
2000-09-29,-0.8745790959011144
2000-10-02,-0.8746165235624153
2000-10-03,-0.8569914875414362
2000-10-04,-0.8608545324283136
2000-10-05,-0.8638089854856177
2000-10-06,-0.8660783812851854
2000-10-09,-0.867827482874014
2000-10-10,-0.8691791397566955
2000-10-11,-0.870225812286385
2000-10-12,-0.8710376150380479
2000-10-13,-0.8716680375756158
2000-10-16,-0.8721580812210563
2000-10-17,-0.8725392931156302
2000-10-18,-0.8728360181814627
2000-10-19,-0.8730670871597253
2000-10-20,-0.8732470921981652
2000-10-23,-0.8733873570946168
2000-10-24,-0.8734966791833049
2000-10-25,-0.8735818990018129
2000-10-26,-0.8736483391829505
2000-10-27,-0.8737001434897628
2000-10-30,-0.8737405392614153
2000-10-31,-0.8737720409064667
2000-11-01,-0.7468423260263587
2000-11-02,-0.7441298078700247
2000-11-03,-0.7438755769517715
2000-11-06,-0.7454380854449851
2000-11-07,-0.7482019644801841
2000-11-08,-0.7516328707922725
2000-11-09,-0.755308016604858
2000-11-10,-0.758923498353554
2000-11-13,-0.7622841446820753
2000-11-14,-0.7652834124517441
2000-11-15,-0.7678801469581639
2000-11-16,-0.7700769310147059
2000-11-17,-0.7719024529850493
2000-11-20,-0.7733985408592084
2000-11-21,-0.7746114442079668
2000-11-22,-0.7755864883549373
2000-11-23,-0.7763651588786186
2000-11-24,-0.7769838034600275
2000-11-27,-0.7774733304567821
2000-11-28,-0.7778594690355726
2000-11-29,-0.7781633059079536
2000-11-30,-0.7784019236540966
2000-12-01,0.2843020717069697
2000-12-04,0.31193575326762146
2000-12-05,0.34252829150977276
2000-12-06,0.3758591239806881
2000-12-07,0.411575704017237
2000-12-08,0.44917577997273056
2000-12-11,0.4880062068384567
2000-12-12,0.5272847731954717
2000-12-13,0.5661478668973592
2000-12-14,0.603720237425622
2000-12-15,0.6391955760998586
2000-12-18,0.6719115045917599
2000-12-19,0.7014028422366183
2000-12-20,0.7274231775353378
2000-12-21,0.7499340912870016
2000-12-22,0.7690696676875334
2000-12-25,0.7850881195641835
2000-12-26,0.7983219637212928
2000-12-27,0.8091348166860111
2000-12-28,0.8178887211688363
2000-12-29,0.824922517219708
2001-01-01,0.8305397266195086
2001-01-02,0.8255912007478192
2001-01-03,0.8313008094344637
2001-01-04,0.8357051835208001
2001-01-05,0.8391111598997334
2001-01-08,0.8417501221235644
2001-01-09,0.8437978419786536
2001-01-10,0.8453886170510567
2001-01-11,0.8466255209358483
2001-01-12,0.8475879427423773
2001-01-15,0.8483371985770926
2001-01-16,0.8489207482986735
2001-01-17,0.8493753888261737
2001-01-18,0.8497296874565161
2001-01-19,0.850005845266182
2001-01-22,0.8502211296984892
2001-01-23,0.8503889793696571
2001-01-24,0.8505198581834233
2001-01-25,0.8506219169142415
2001-01-26,0.8507015064362284
2001-01-29,0.8507635763386514
2001-01-30,0.8508119848117348
2001-01-31,0.8508497397291995
2001-02-01,0.7177798832687962
2001-02-02,0.37568307543405866
2001-02-05,0.10723415117146445
2001-02-06,-0.10327094106640752
2001-02-07,-0.26820848573297834
2001-02-08,-0.3973439227043717
2001-02-09,-0.4983795070902918
2001-02-12,-0.5773832515540102
2001-02-13,-0.6391289743996682
2001-02-14,-0.6873670549954893
2001-02-15,-0.7250400612760162
2001-02-16,-0.7544541699986571
2001-02-19,-0.7774150989108214
2001-02-20,-0.7953356126565748
2001-02-21,-0.809320337705083
2001-02-22,-0.8202325314135213
2001-02-23,-0.8287465490852793
2001-02-26,-0.8353890105311663
2001-02-27,-0.8405710605683641
2001-02-28,-0.844613625343605
2001-03-01,0.04044369065979918
2001-03-02,0.13456255798924774
2001-03-05,0.22241916726709146
2001-03-06,0.3042710338412965
2001-03-07,0.38003175873999484
2001-03-08,0.4494357256823307
2001-03-09,0.5121866365091716
2001-03-12,0.5680793225001833
2001-03-13,0.6170814657928719
2001-03-14,0.6593680117615552
2001-03-15,0.6953115241735509
2001-03-16,0.7254408229275319
2001-03-19,0.7503841878806153
2001-03-20,0.7708118660005536
2001-03-21,0.7873877540711668
2001-03-22,0.8007346620491259
2001-03-23,0.8114133169886826
2001-03-26,0.8199128374289792
2001-03-27,0.8266495406096884
2001-03-28,0.8319710712378922
2001-03-29,0.8361634302629991
2001-03-30,0.8394591782673164
2001-04-02,0.8420457055676356
2001-04-03,0.8369408017465496
2001-04-04,0.8398863206642456
2001-04-05,0.8422778081438225
2001-04-06,0.844200409372652
2001-04-09,0.8457349166062587
2001-04-10,0.8469530858140116
2001-04-11,0.8479162075047453
2001-04-12,0.8486753311510129
2001-04-13,0.8492722522666882
2001-04-16,0.8497407764583709
2001-04-17,0.8501080065679733
2001-04-18,0.8503955303328419
2001-04-19,0.8506204587990858
2001-04-20,0.8507963046073483
2001-04-23,0.8509337087084963
2001-04-24,0.8510410325870634
2001-04-25,0.8511248356618344
2001-04-26,0.8511902570788299
2001-04-27,0.8512413192465603
2001-04-30,0.8512811680862916
2001-05-01,0.7502883474054916
2001-05-02,0.7689841200270834
2001-05-03,0.7839471327974938
2001-05-04,0.7958599218051465
2001-05-07,0.8053040610819269
2001-05-08,0.8127656217964067
2001-05-09,0.8186447733621346
2001-05-10,0.8232671011526562
2001-05-11,0.8268950745349818
2001-05-14,0.8297387607610391
2001-05-15,0.8319653411649921
2001-05-16,0.8337072810529611
2001-05-17,0.8350691776735943
2001-05-18,0.8361334011494973
2001-05-21,0.8369646816295983
2001-05-22,0.8376138036020208
2001-05-23,0.8381205594065243
2001-05-24,0.8385160973104343
2001-05-25,0.8388247802516898
2001-05-28,0.8390656523624074
2001-05-29,0.839253593081362
2001-05-30,0.8394002236112387
2001-05-31,0.8395146177713089
2001-06-01,0.7107159231667538
2001-06-04,0.4387080074542269
2001-06-05,0.21043385496157077
2001-06-06,0.019815383544199157
2001-06-07,-0.13826853764488398
2001-06-08,-0.26836508103190587
2001-06-11,-0.3745999869948528
2001-06-12,-0.4607141832714335
2001-06-13,-0.5300559341900044
2001-06-14,-0.5855683389129765
2001-06-15,-0.6297897585036635
2001-06-18,-0.6648710433260194
2001-06-19,-0.6926065475936695
2001-06-20,-0.7144736038083865
2001-06-21,-0.7316753231638353
2001-06-22,-0.745182814753513
2001-06-25,-0.7557743207973425
2001-06-26,-0.7640699537570068
2001-06-27,-0.7705615787485861
2001-06-28,-0.7756379316154809
2001-06-29,-0.7796053689302451
2001-07-02,-0.7827047855086767
2001-07-03,-0.5422607774162321
2001-07-04,-0.6048187332516938
2001-07-05,-0.6565475027190346
2001-07-06,-0.6990199135846307
2001-07-09,-0.733632782699287
2001-07-10,-0.7616396668667657
2001-07-11,-0.7841555002422461
2001-07-12,-0.8021554596405127
2001-07-13,-0.8164769342461282
2001-07-16,-0.8278266740798051
2001-07-17,-0.8367922230266804
2001-07-18,-0.8438558532106198
2001-07-19,-0.8494093102570375
2001-07-20,-0.8537681232700927
2001-07-23,-0.8571847140202952
2001-07-24,-0.8598599303887262
2001-07-25,-0.8619529011185116
2001-07-26,-0.8635892763132349
2001-07-27,-0.864868007475168
2001-07-30,-0.8658668579737535
2001-07-31,-0.8666468400020759
2001-08-01,-0.7938791158423187
2001-08-02,-0.7406963656298715
2001-08-03,-0.6981017562054856
2001-08-06,-0.6644209814249453
2001-08-07,-0.6381873953765754
2001-08-08,-0.6180933471044306
2001-08-09,-0.6029704139256502
2001-08-10,-0.5917870814586838
2001-08-13,-0.5836535073151911
2001-08-14,-0.5778250000425609
2001-08-15,-0.5736991078038737
2001-08-16,-0.5708049187891311
2001-08-17,-0.5687861260811011
2001-08-20,-0.5673808712668077
2001-08-21,-0.566401403485842
2001-08-22,-0.5657157452099449
2001-08-23,-0.5652324831407727
2001-08-24,-0.5648889197506618
2001-08-27,-0.5646422749545844
2001-08-28,-0.5644633860848887
2001-08-29,-0.564332317282596
2001-08-30,-0.5642353584950915
2001-08-31,-0.5641630008403334
2001-09-03,0.035175766793495544
2001-09-04,0.11997122624276035
2001-09-05,0.20116734496186797
2001-09-06,0.278432756838626
2001-09-07,0.3512823486932981
2001-09-10,0.4191477674570649
2001-09-11,0.4814693655197233
2001-09-12,0.5377913678355645
2001-09-13,0.587839349911862
2001-09-14,0.6315636729943336
2001-09-17,0.6691427892558228
2001-09-18,0.700951683261769
2001-09-19,0.7275084192389933
2001-09-20,0.7494136887974153
2001-09-21,0.7672953816804348
2001-09-24,0.7817651430028348
2001-09-25,0.7933890512810763
2001-09-26,0.8026712343438501
2001-09-27,0.8100476208457899
2001-09-28,0.8158866857739785
2001-10-01,0.8204944315097377
2001-10-02,0.2909114983386121
2001-10-03,0.20335179371638018
2001-10-04,0.11101966023907031
2001-10-05,0.016511420838669123
2001-10-08,-0.07732210042934834
2001-10-09,-0.1677099080219519
2001-10-10,-0.25227581618894407
2001-10-11,-0.3292616470793725
2001-10-12,-0.3976208687001686
2001-10-15,-0.4569877395425358
2001-10-16,-0.5075583866331715
2001-10-17,-0.5499310451153265
2001-10-18,-0.5849459948484232
2001-10-19,-0.6135506417565487
2001-10-22,-0.636700055732261
2001-10-23,-0.6552925034823034
2001-10-24,-0.6701338649236557
2001-10-25,-0.6819231032902546
2001-10-26,-0.6912515241841121
2001-10-29,-0.6986100805276804
2001-10-30,-0.7044006479730915
2001-10-31,-0.7089486251906161
2001-11-01,0.3512726585659135
2001-11-02,0.37036514371729745
2001-11-05,0.393224027467512
2001-11-06,0.4195794645484844
2001-11-07,0.4490302847359807
2001-11-08,0.48102931579002034
2001-11-09,0.5148831558591193
2001-11-12,0.5497732561048696
2001-11-13,0.5848016494832828
2001-11-14,0.6190582860485639
2001-11-15,0.6516994942279076
2001-11-16,0.6820218281524614
2001-11-19,0.7095154792508234
2001-11-20,0.7338871335969764
2001-11-21,0.7550511425539917
2001-11-22,0.7730960685951332
2001-11-23,0.7882379838394531
2001-11-26,0.8007717356255686
2001-11-27,0.8110282353993937
2001-11-28,0.819341793955251
2001-11-29,0.8260281736906384
2001-11-30,0.831371972331884
2001-12-03,0.7733332024073615
2001-12-04,0.40730898035752533
2001-12-05,0.12524598101401713
2001-12-06,-0.09311210120513552
2001-12-07,-0.26262609183640423
2001-12-10,-0.39444877960328345
2001-12-11,-0.4970708582780388
2001-12-12,-0.5770145996727047
2001-12-13,-0.6393183598977762
2001-12-14,-0.6878878570000423
2001-12-17,-0.7257574560634268
2001-12-18,-0.7552878375647684
2001-12-19,-0.7783171876710464
2001-12-20,-0.7962776527926341
2001-12-21,-0.8102854397012254
2001-12-24,-0.8212107231886883
2001-12-25,-0.8297319847164959
2001-12-26,-0.8363782984108008
2001-12-27,-0.841562262479524
2001-12-28,-0.8456056581004626
2001-12-31,-0.8487594483556635
2002-01-01,-0.6556324378162552
2002-01-02,-0.3658210258262229
2002-01-03,-0.13014976677323767
2002-01-04,0.06038388036969327
2002-01-07,0.21355813683633906
2002-01-08,0.3360634897968456
2002-01-09,0.4335956712073496
2002-01-10,0.5109437690136377
2002-01-11,0.5720850682372399
2002-01-14,0.6202856110347975
2002-01-15,0.6582012549340203
2002-01-16,0.6879739538192172
2002-01-17,0.7113195082081761
2002-01-18,0.7296047896085239
2002-01-21,0.7439138790808218
2002-01-22,0.7551035335472285
2002-01-23,0.7638489527523841
2002-01-24,0.7706810716945395
2002-01-25,0.7760166536007228
2002-01-28,0.7801823908523247
2002-01-29,0.7834340942802798
2002-01-30,0.785971902417891
2002-01-31,0.7879522936192545
2002-02-01,-0.09595375593021532
2002-02-04,-0.20287998458952622
2002-02-05,-0.3001937381423975
2002-02-06,-0.387972494765003
2002-02-07,-0.46623346280112155
2002-02-08,-0.5350769728294738
2002-02-11,-0.5947757239554983
2002-02-12,-0.6458065343201863
2002-02-13,-0.6888326660620184
2002-02-14,-0.7246534731540999
2002-02-15,-0.7541405948656074
2002-02-18,-0.7781766492968665
2002-02-19,-0.7976062024912305
2002-02-20,-0.8132026442723862
2002-02-21,-0.8256502047553853
2002-02-22,-0.8355380571307691
2002-02-25,-0.8433628236596191
2002-02-26,-0.8495361520609994
2002-02-27,-0.8543947861732191
2002-02-28,-0.858211358539137
2002-03-01,-0.8207567283061727
2002-03-04,-0.8306673190352282
2002-03-05,-0.8387094641133302
2002-03-06,-0.8451817822566396
2002-03-07,-0.8503564626893548
2002-03-08,-0.8544720085209417
2002-03-11,-0.8577316016218534
2002-03-12,-0.8603047810227239
2002-03-13,-0.8623308295377969
2002-03-14,-0.8639228295230997
2002-03-15,-0.8651717651285483
2002-03-18,-0.866150333220413
2002-03-19,-0.8669163078456876
2002-03-20,-0.8675154129524071
2002-03-21,-0.8679837191639221
2002-03-22,-0.8683496105953731
2002-03-25,-0.8686353793459608
2002-03-26,-0.8688585064939692
2002-03-27,-0.8690326842291604
2002-03-28,-0.869168627211195
2002-03-29,-0.8692747140660939
2002-04-01,-0.8693574930374206
2002-04-02,-0.7416392839227238
2002-04-03,-0.7272852260040181
2002-04-04,-0.7177481979508858
2002-04-05,-0.7121475621522904
2002-04-08,-0.7095920956956556
2002-04-09,-0.7092443767760259
2002-04-10,-0.7103711255406169
2002-04-11,-0.7123736495942227
2002-04-12,-0.714797035415322
2002-04-15,-0.7173213751265107
2002-04-16,-0.7197412328036936
2002-04-17,-0.7219400616074819
