date,France_OAT_Bund_Italy_BTP_Bund,France_OAT_Bund_US_10Y,Italy_BTP_Bund_US_10Y
2018-07-30,1.0000000000015243,1.0000000000015243,1.0000000000015243
2018-07-31,1.0000000000000935,1.0000000000000935,1.0000000000000935
2018-08-01,1.0000000000010596,1.0000000000010596,1.0000000000010596
2018-08-02,1.0000000000011884,1.0000000000011884,1.0000000000011884
2018-08-03,0.9999999999994447,0.9999999999994447,0.9999999999994447
2018-08-04,1.0000000000002978,1.0000000000002978,1.0000000000002978
2018-08-05,0.9999999999997989,0.9999999999997989,0.9999999999997989
2018-08-06,0.9999999999994055,0.9999999999994055,0.9999999999994055
2018-08-07,0.9999999999999939,0.9999999999999939,0.9999999999999939
2018-08-08,1.0000000000003124,1.0000000000003124,1.0000000000003124
2018-08-09,1.0000000000004265,1.0000000000004265,1.0000000000004265
2018-08-10,1.0000000000000882,1.0000000000000882,1.0000000000000882
2018-08-11,1.0000000000001983,1.0000000000001983,1.0000000000001983
2018-08-12,1.000000000000555,1.000000000000555,1.000000000000555
2018-08-13,1.0000000000001328,1.0000000000001328,1.0000000000001328
2018-08-14,0.9999999999997445,0.9999999999997445,0.9999999999997445
2018-08-15,1.0000000000000704,1.0000000000000704,1.0000000000000704
2018-08-16,1.0000000000001503,1.0000000000001503,1.0000000000001503
2018-08-17,0.9999999999997938,0.9999999999997938,0.9999999999997938
2018-08-18,1.0000000000000824,1.0000000000000824,1.0000000000000824
2018-08-19,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-08-20,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-08-21,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-08-22,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-08-23,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-08-24,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-08-25,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-08-26,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-08-27,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-08-28,0.999999999999946,0.999999999999946,0.999999999999946
2018-08-29,0.999999999999946,0.999999999999946,0.999999999999946
2018-08-30,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-08-31,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-01,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-02,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-03,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-04,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-09-05,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-09-06,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-09-07,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-08,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-09,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-10,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-11,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-12,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-13,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-14,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-15,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-09-16,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-09-17,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-09-18,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-19,0.999999999999946,0.999999999999946,0.999999999999946
2018-09-20,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-21,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-22,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-23,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-24,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-25,1.0000000000000482,1.0000000000000482,1.0000000000000482
2018-09-26,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-09-27,0.9999999999997414,0.9999999999997414,0.9999999999997414
2018-09-28,1.0000000000003963,1.0000000000003963,1.0000000000003963
2018-09-29,1.0000000000003313,1.0000000000003313,1.0000000000003313
2018-09-30,1.0000000000001503,1.0000000000001503,1.0000000000001503
2018-10-01,1.0000000000000704,1.0000000000000704,1.0000000000000704
2018-10-02,0.9999999999999823,0.9999999999999823,0.9999999999999823
2018-10-03,1.0000000000001328,1.0000000000001328,1.0000000000001328
2018-10-04,1.0000000000001648,1.0000000000001648,1.0000000000001648
2018-10-05,1.0000000000001983,1.0000000000001983,1.0000000000001983
2018-10-06,1.0000000000000882,1.0000000000000882,1.0000000000000882
2018-10-07,0.9999999999996497,0.9999999999996497,0.9999999999996497
2018-10-08,0.99999999999981,0.99999999999981,0.99999999999981
2018-10-09,1.0000000000007234,1.0000000000007234,1.0000000000007234
2018-10-10,1.0000000000000093,1.0000000000000093,1.0000000000000093
2018-10-11,0.9999999999997989,0.9999999999997989,0.9999999999997989
2018-10-12,1.000000000001073,1.000000000001073,1.000000000001073
2018-10-13,1.0000000000000533,1.0000000000000533,1.0000000000000533
2018-10-14,1.0000000000000668,1.0000000000000668,1.0000000000000668
2018-10-15,0.9999999999986112,0.9999999999986112,0.9999999999986112
2018-10-16,1.0000000000000928,1.0000000000000928,1.0000000000000928
2018-10-17,1.0000000000015232,1.0000000000015232,1.0000000000015232
2019-06-10,0.9999999999999978,0.9999999999999978,0.9999999999999978
2019-06-11,0.9999999999999989,0.9999999999999989,0.9999999999999989
2019-06-12,0.9999999999999997,0.9999999999999997,0.9999999999999997
2019-06-13,1.0,1.0,1.0
2019-06-14,0.9999999999999999,0.9999999999999999,0.9999999999999999
2019-06-15,1.0000000000000013,1.0000000000000013,1.0000000000000013
2019-06-16,1.0,1.0,1.0
2019-06-17,1.0000000000000002,1.0000000000000002,1.0000000000000002
2019-06-18,1.0,1.0,1.0
2019-06-19,0.9999999999999999,0.9999999999999999,0.9999999999999999
2019-06-20,0.9999999999999997,0.9999999999999997,0.9999999999999997
2019-06-21,0.9999999999999991,0.9999999999999991,0.9999999999999991
2019-06-22,1.0,1.0,1.0
2019-06-23,1.0000000000000002,1.0000000000000002,1.0000000000000002
2019-06-24,0.9999999999999998,0.9999999999999998,0.9999999999999998
2019-06-25,0.9999999999999994,0.9999999999999994,0.9999999999999994
2019-06-26,0.9999999999999994,0.9999999999999994,0.9999999999999994
2019-06-27,1.0000000000000002,1.0000000000000002,1.0000000000000002
2019-06-28,0.9999999999999993,0.9999999999999993,0.9999999999999993
2019-06-29,1.0,1.0,1.0
2019-06-30,0.9999999999999996,0.9999999999999996,0.9999999999999996
2019-07-01,1.000000000000001,1.000000000000001,1.000000000000001
2019-07-02,1.0000000000000002,1.0000000000000002,1.0000000000000002
2019-07-03,1.000000000000001,1.000000000000001,1.000000000000001
2019-07-04,1.0000000000000002,1.0000000000000002,1.0000000000000002
2019-07-05,0.9999999999999996,0.9999999999999996,0.9999999999999996
2019-07-06,0.9999999999999996,0.9999999999999996,0.9999999999999996
2019-07-07,0.9999999999999996,0.9999999999999996,0.9999999999999996
2019-07-08,1.0000000000000004,1.0000000000000004,1.0000000000000004
2019-07-09,1.0000000000000002,1.0000000000000002,1.0000000000000002
