date,DEU_banking_system_f1,DEU_banking_system_f2
1999-06-29,-0.9999168194993153,-0.9936566240869532
1999-06-30,-0.8898790428874283,-0.26595108805865014
1999-07-01,-0.9998949797386236,-0.9210431039824706
1999-07-02,-0.999894979739989,-0.9210431039824708
1999-07-05,-0.999894979739989,-0.9210431039824708
1999-07-06,-0.999894979739989,-0.9210431039824708
1999-07-07,-0.999894979739989,-0.9210431039824708
1999-07-08,-0.999894979739989,-0.9210431039824708
1999-07-09,-0.999894979739989,-0.9210431039824708
1999-07-12,-0.999894979739989,-0.9210431039824708
1999-07-13,-0.999894979739989,-0.9210431039824708
1999-07-14,-0.999894979739989,-0.9210431039824708
1999-07-15,-0.999894979739989,-0.9210431039824708
1999-07-16,-0.999894979739989,-0.9210431039824708
1999-07-19,-0.999894979739989,-0.9210431039824708
1999-07-20,-0.999894979739989,-0.9210431039824708
1999-07-21,-0.999894979739989,-0.9210431039824708
1999-07-22,-0.999894979739989,-0.9210431039824708
1999-07-23,-0.999894979739989,-0.9210431039824708
1999-07-26,-0.999894979739989,-0.9210431039824708
1999-07-27,-0.999894979739989,-0.9210431039824708
1999-07-28,-0.999894979739989,-0.9210431039824708
1999-07-29,-0.999894979739989,-0.9210431039824708
1999-07-30,-0.999894979739989,-0.9210431039824708
1999-08-02,-1.0263576186158383,-0.8097059767059807
1999-08-03,-0.9999003246141456,-0.9011746414917386
1999-08-04,-0.9999003246138808,-0.9011746414917386
1999-08-05,-0.9999003246138808,-0.9011746414917386
1999-08-06,-0.9999003246138808,-0.9011746414917386
1999-08-09,-0.9999003246138808,-0.9011746414917386
1999-08-10,-0.9999003246138808,-0.9011746414917386
1999-08-11,-0.9999003246138808,-0.9011746414917386
1999-08-12,-0.9999003246138808,-0.9011746414917386
1999-08-13,-0.9999003246138808,-0.9011746414917386
1999-08-16,-0.9999003246138808,-0.9011746414917386
1999-08-17,-0.9999003246138808,-0.9011746414917386
1999-08-18,-0.9999003246138808,-0.9011746414917386
1999-08-19,-0.9999003246138808,-0.9011746414917386
1999-08-20,-0.9999003246138808,-0.9011746414917386
1999-08-23,-0.9999003246138808,-0.9011746414917386
1999-08-24,-0.9999003246138808,-0.9011746414917386
1999-08-25,-0.9999003246138808,-0.9011746414917386
1999-08-26,-0.9999003246138808,-0.9011746414917386
1999-08-27,-0.9999003246138808,-0.9011746414917386
1999-08-30,-0.9999003246138808,-0.9011746414917386
1999-08-31,-0.9316008118111958,0.6164887175221545
1999-09-01,-0.9998851762406701,0.8180369269800848
1999-09-02,-0.9998851762414606,0.8180369269800848
1999-09-03,-0.9998851762414606,0.8180369269800848
1999-09-06,-0.9998851762414606,0.8180369269800848
1999-09-07,-0.9998851762414606,0.8180369269800848
1999-09-08,-0.9998851762414606,0.8180369269800848
1999-09-09,-0.9998851762414606,0.8180369269800848
1999-09-10,-0.9998851762414606,0.8180369269800848
1999-09-13,-0.9998851762414606,0.8180369269800848
1999-09-14,-0.9998851762414606,0.8180369269800848
1999-09-15,-0.9998851762414606,0.8180369269800848
1999-09-16,-0.9998851762414606,0.8180369269800848
1999-09-17,-0.9998851762414606,0.8180369269800848
1999-09-20,-0.9998851762414606,0.8180369269800848
1999-09-21,-0.9998851762414606,0.8180369269800848
1999-09-22,-0.9998851762414606,0.8180369269800848
1999-09-23,-0.9998851762414606,0.8180369269800848
1999-09-24,-0.9998851762414606,0.8180369269800848
1999-09-27,-0.9998851762414606,0.8180369269800848
1999-09-28,-0.9998851762414606,0.8180369269800848
1999-09-29,-0.9998851762414606,0.8180369269800848
1999-09-30,-1.0002414844337126,1.1694717137467048
1999-10-01,-0.9998852580183532,0.8973452014150708
1999-10-04,-0.9998852580183494,0.8973452014150708
1999-10-05,-0.9998852580183494,0.8973452014150708
1999-10-06,-0.9998852580183494,0.8973452014150708
1999-10-07,-0.9998852580183494,0.8973452014150708
1999-10-08,-0.9998852580183494,0.8973452014150708
1999-10-11,-0.9998852580183494,0.8973452014150708
1999-10-12,-0.9998852580183494,0.8973452014150708
1999-10-13,-0.9998852580183494,0.8973452014150708
1999-10-14,-0.9998852580183494,0.8973452014150708
1999-10-15,-0.9998852580183494,0.8973452014150708
1999-10-18,-0.9998852580183494,0.8973452014150708
1999-10-19,-0.9998852580183494,0.8973452014150708
1999-10-20,-0.9998852580183494,0.8973452014150708
1999-10-21,-0.9998852580183494,0.8973452014150708
1999-10-22,-0.9998852580183494,0.8973452014150708
1999-10-25,-0.9998852580183494,0.8973452014150708
1999-10-26,-0.9998852580183494,0.8973452014150708
1999-10-27,-0.9998852580183494,0.8973452014150708
1999-10-28,-0.9998852580183494,0.8973452014150708
1999-10-29,-0.9998852580183494,0.8973452014150708
1999-11-01,-1.10598979160886,4.259835856501461
1999-11-02,-0.999906214847182,0.9946760881904954
1999-11-03,-0.9999062148462322,0.9946760881904954
1999-11-04,-0.9999062148462322,0.9946760881904954
1999-11-05,-0.9999062148462322,0.9946760881904954
1999-11-08,-0.9999062148462322,0.9946760881904954
1999-11-09,-0.9999062148462322,0.9946760881904954
1999-11-10,-0.9999062148462322,0.9946760881904954
1999-11-11,-0.9999062148462322,0.9946760881904954
1999-11-12,-0.9999062148462322,0.9946760881904954
1999-11-15,-0.9999062148462322,0.9946760881904954
1999-11-16,-0.9999062148462322,0.9946760881904954
1999-11-17,-0.9999062148462322,0.9946760881904954
1999-11-18,-0.9999062148462322,0.9946760881904954
1999-11-19,-0.9999062148462322,0.9946760881904954
1999-11-22,-0.9999062148462322,0.9946760881904954
1999-11-23,-0.9999062148462322,0.9946760881904954
1999-11-24,-0.9999062148462322,0.9946760881904954
1999-11-25,-0.9999062148462322,0.9946760881904954
1999-11-26,-0.9999062148462322,0.9946760881904954
1999-11-29,-0.9999062148462322,0.9946760881904954
1999-11-30,-1.0579456035108523,0.8994482323183424
1999-12-01,-0.9999162215210396,0.99350063675767
1999-12-02,-0.9999162215204848,0.99350063675767
1999-12-03,-0.9999162215204848,0.99350063675767
1999-12-06,-0.9999162215204848,0.99350063675767
1999-12-07,-0.9999162215204848,0.99350063675767
1999-12-08,-0.9999162215204848,0.99350063675767
1999-12-09,-0.9999162215204848,0.99350063675767
1999-12-10,-0.9999162215204848,0.99350063675767
1999-12-13,-0.9999162215204848,0.99350063675767
1999-12-14,-0.9999162215204848,0.99350063675767
1999-12-15,-0.9999162215204848,0.99350063675767
1999-12-16,-0.9999162215204848,0.99350063675767
1999-12-17,-0.9999162215204848,0.99350063675767
1999-12-20,-0.9999162215204848,0.99350063675767
1999-12-21,-0.9999162215204848,0.99350063675767
1999-12-22,-0.9999162215204848,0.99350063675767
1999-12-23,-0.9999162215204848,0.99350063675767
1999-12-24,-0.9999162215204848,0.99350063675767
1999-12-27,-0.9999162215204848,0.99350063675767
1999-12-28,-0.9999162215204848,0.99350063675767
1999-12-29,-0.9999162215204848,0.99350063675767
1999-12-30,-0.9999162215204848,0.99350063675767
1999-12-31,-0.738218722132589,2.435456799265267
2000-01-03,-0.9998463105516887,0.998909600738986
2000-01-04,-0.999846310556028,0.998909600738986
2000-01-05,-0.999846310556028,0.998909600738986
2000-01-06,-0.999846310556028,0.998909600738986
2000-01-07,-0.999846310556028,0.998909600738986
2000-01-10,-0.999846310556028,0.998909600738986
2000-01-11,-0.999846310556028,0.998909600738986
2000-01-12,-0.999846310556028,0.998909600738986
2000-01-13,-0.999846310556028,0.998909600738986
2000-01-14,-0.999846310556028,0.998909600738986
2000-01-17,-0.999846310556028,0.998909600738986
2000-01-18,-0.999846310556028,0.998909600738986
2000-01-19,-0.999846310556028,0.998909600738986
2000-01-20,-0.999846310556028,0.998909600738986
2000-01-21,-0.999846310556028,0.998909600738986
2000-01-24,-0.999846310556028,0.998909600738986
2000-01-25,-0.999846310556028,0.998909600738986
2000-01-26,-0.999846310556028,0.998909600738986
2000-01-27,-0.999846310556028,0.998909600738986
2000-01-28,-0.999846310556028,0.998909600738986
2000-01-31,-1.131486194761484,0.6906508442664586
2000-02-01,-0.9998799854351652,0.9977230873838554
2000-02-02,-0.9998799854340258,0.9977230873838554
2000-02-03,-0.9998799854340258,0.9977230873838554
2000-02-04,-0.9998799854340258,0.9977230873838554
2000-02-07,-0.9998799854340258,0.9977230873838554
2000-02-08,-0.9998799854340258,0.9977230873838554
2000-02-09,-0.9998799854340258,0.9977230873838554
2000-02-10,-0.9998799854340258,0.9977230873838554
2000-02-11,-0.9998799854340258,0.9977230873838554
2000-02-14,-0.9998799854340258,0.9977230873838554
2000-02-15,-0.9998799854340258,0.9977230873838554
2000-02-16,-0.9998799854340258,0.9977230873838554
2000-02-17,-0.9998799854340258,0.9977230873838554
2000-02-18,-0.9998799854340258,0.9977230873838554
2000-02-21,-0.9998799854340258,0.9977230873838554
2000-02-22,-0.9998799854340258,0.9977230873838554
2000-02-23,-0.9998799854340258,0.9977230873838554
2000-02-24,-0.9998799854340258,0.9977230873838554
2000-02-25,-0.9998799854340258,0.9977230873838554
2000-02-28,-0.9998799854340258,0.9977230873838554
2000-02-29,-0.8367309759321101,1.71625518937964
2000-03-01,-0.9998286340386914,0.9992287675568601
2000-03-02,-0.9998286340409163,0.9992287675568601
2000-03-03,-0.9998286340409163,0.9992287675568601
2000-03-06,-0.9998286340409163,0.9992287675568601
2000-03-07,-0.9998286340409163,0.9992287675568601
2000-03-08,-0.9998286340409163,0.9992287675568601
2000-03-09,-0.9998286340409163,0.9992287675568601
2000-03-10,-0.9998286340409163,0.9992287675568601
2000-03-13,-0.9998286340409163,0.9992287675568601
2000-03-14,-0.9998286340409163,0.9992287675568601
2000-03-15,-0.9998286340409163,0.9992287675568601
2000-03-16,-0.9998286340409163,0.9992287675568601
2000-03-17,-0.9998286340409163,0.9992287675568601
2000-03-20,-0.9998286340409163,0.9992287675568601
2000-03-21,-0.9998286340409163,0.9992287675568601
2000-03-22,-0.9998286340409163,0.9992287675568601
2000-03-23,-0.9998286340409163,0.9992287675568601
2000-03-24,-0.9998286340409163,0.9992287675568601
2000-03-27,-0.9998286340409163,0.9992287675568601
2000-03-28,-0.9998286340409163,0.9992287675568601
2000-03-29,-0.9998286340409163,0.9992287675568601
2000-03-30,-0.9998286340409163,0.9992287675568601
2000-03-31,-1.2116059553517229,0.8716828382710721
2000-04-03,-0.9998832952566706,0.998986927682961
2000-04-04,-0.999883295255012,0.998986927682961
2000-04-05,-0.999883295255012,0.998986927682961
2000-04-06,-0.999883295255012,0.998986927682961
2000-04-07,-0.999883295255012,0.998986927682961
2000-04-10,-0.999883295255012,0.998986927682961
2000-04-11,-0.999883295255012,0.998986927682961
2000-04-12,-0.999883295255012,0.998986927682961
2000-04-13,-0.999883295255012,0.998986927682961
2000-04-14,-0.999883295255012,0.998986927682961
2000-04-17,-0.999883295255012,0.998986927682961
2000-04-18,-0.999883295255012,0.998986927682961
2000-04-19,-0.999883295255012,0.998986927682961
2000-04-20,-0.999883295255012,0.998986927682961
2000-04-21,-0.999883295255012,0.998986927682961
2000-04-24,-0.999883295255012,0.998986927682961
2000-04-25,-0.999883295255012,0.998986927682961
2000-04-26,-0.999883295255012,0.998986927682961
2000-04-27,-0.999883295255012,0.998986927682961
2000-04-28,-0.999883295255012,0.998986927682961
2000-05-01,-1.060779623161991,1.010484593166195
2000-05-02,-0.9998963079934545,0.9990098167067043
2000-05-03,-0.9998963079928747,0.9990098167067043
2000-05-04,-0.9998963079928747,0.9990098167067043
2000-05-05,-0.9998963079928747,0.9990098167067043
2000-05-08,-0.9998963079928747,0.9990098167067043
2000-05-09,-0.9998963079928747,0.9990098167067043
2000-05-10,-0.9998963079928747,0.9990098167067043
2000-05-11,-0.9998963079928747,0.9990098167067043
2000-05-12,-0.9998963079928747,0.9990098167067043
2000-05-15,-0.9998963079928747,0.9990098167067043
2000-05-16,-0.9998963079928747,0.9990098167067043
2000-05-17,-0.9998963079928747,0.9990098167067043
2000-05-18,-0.9998963079928747,0.9990098167067043
2000-05-19,-0.9998963079928747,0.9990098167067043
2000-05-22,-0.9998963079928747,0.9990098167067043
2000-05-23,-0.9998963079928747,0.9990098167067043
2000-05-24,-0.9998963079928747,0.9990098167067043
2000-05-25,-0.9998963079928747,0.9990098167067043
2000-05-26,-0.9998963079928747,0.9990098167067043
2000-05-29,-0.9998963079928747,0.9990098167067043
2000-05-30,-0.9998963079928747,0.9990098167067043
2000-05-31,-1.087601977055877,1.2080995127991387
2000-06-01,-0.9999123552945394,0.999322586827087
2000-06-02,-0.9999123552937345,0.999322586827087
2000-06-05,-0.9999123552937345,0.999322586827087
2000-06-06,-0.9999123552937345,0.999322586827087
2000-06-07,-0.9999123552937345,0.999322586827087
2000-06-08,-0.9999123552937345,0.999322586827087
2000-06-09,-0.9999123552937345,0.999322586827087
2000-06-12,-0.9999123552937345,0.999322586827087
2000-06-13,-0.9999123552937345,0.999322586827087
2000-06-14,-0.9999123552937345,0.999322586827087
2000-06-15,-0.9999123552937345,0.999322586827087
2000-06-16,-0.9999123552937345,0.999322586827087
2000-06-19,-0.9999123552937345,0.999322586827087
2000-06-20,-0.9999123552937345,0.999322586827087
2000-06-21,-0.9999123552937345,0.999322586827087
2000-06-22,-0.9999123552937345,0.999322586827087
2000-06-23,-0.9999123552937345,0.999322586827087
2000-06-26,-0.9999123552937345,0.999322586827087
2000-06-27,-0.9999123552937345,0.999322586827087
2000-06-28,-0.9999123552937345,0.999322586827087
2000-06-29,-0.9999123552937345,0.999322586827087
2000-06-30,-1.0409790577662068,1.0271408193745866
2000-07-03,-0.9999191332501658,0.9993587481334776
2000-07-04,-0.9999191332497636,0.9993587481334776
2000-07-05,-0.9999191332497636,0.9993587481334776
2000-07-06,-0.9999191332497636,0.9993587481334776
2000-07-07,-0.9999191332497636,0.9993587481334776
2000-07-10,-0.9999191332497636,0.9993587481334776
2000-07-11,-0.9999191332497636,0.9993587481334776
2000-07-12,-0.9999191332497636,0.9993587481334776
2000-07-13,-0.9999191332497636,0.9993587481334776
2000-07-14,-0.9999191332497636,0.9993587481334776
2000-07-17,-0.9999191332497636,0.9993587481334776
2000-07-18,-0.9999191332497636,0.9993587481334776
2000-07-19,-0.9999191332497636,0.9993587481334776
2000-07-20,-0.9999191332497636,0.9993587481334776
2000-07-21,-0.9999191332497636,0.9993587481334776
2000-07-24,-0.9999191332497636,0.9993587481334776
2000-07-25,-0.9999191332497636,0.9993587481334776
2000-07-26,-0.9999191332497636,0.9993587481334776
2000-07-27,-0.9999191332497636,0.9993587481334776
2000-07-28,-0.9999191332497636,0.9993587481334776
2000-07-31,-0.9579778009324847,1.1480925281190788
2000-08-01,-0.9999118983290779,0.9995140194200347
2000-08-02,-0.9999118983295433,0.9995140194200347
2000-08-03,-0.9999118983295433,0.9995140194200347
2000-08-04,-0.9999118983295433,0.9995140194200347
2000-08-07,-0.9999118983295433,0.9995140194200347
2000-08-08,-0.9999118983295433,0.9995140194200347
2000-08-09,-0.9999118983295433,0.9995140194200347
2000-08-10,-0.9999118983295433,0.9995140194200347
2000-08-11,-0.9999118983295433,0.9995140194200347
2000-08-14,-0.9999118983295433,0.9995140194200347
2000-08-15,-0.9999118983295433,0.9995140194200347
2000-08-16,-0.9999118983295433,0.9995140194200347
2000-08-17,-0.9999118983295433,0.9995140194200347
2000-08-18,-0.9999118983295433,0.9995140194200347
2000-08-21,-0.9999118983295433,0.9995140194200347
2000-08-22,-0.9999118983295433,0.9995140194200347
2000-08-23,-0.9999118983295433,0.9995140194200347
2000-08-24,-0.9999118983295433,0.9995140194200347
2000-08-25,-0.9999118983295433,0.9995140194200347
2000-08-28,-0.9999118983295433,0.9995140194200347
2000-08-29,-0.9999118983295433,0.9995140194200347
2000-08-30,-0.9999118983295433,0.9995140194200347
2000-08-31,-1.1712263368582154,0.8587079598165113
2000-09-01,-0.9999357842571818,0.9993417461364904
2000-09-04,-0.9999357842557717,0.9993417461364904
2000-09-05,-0.9999357842557717,0.9993417461364904
2000-09-06,-0.9999357842557717,0.9993417461364904
2000-09-07,-0.9999357842557717,0.9993417461364904
2000-09-08,-0.9999357842557717,0.9993417461364904
2000-09-11,-0.9999357842557717,0.9993417461364904
2000-09-12,-0.9999357842557717,0.9993417461364904
2000-09-13,-0.9999357842557717,0.9993417461364904
2000-09-14,-0.9999357842557717,0.9993417461364904
2000-09-15,-0.9999357842557717,0.9993417461364904
2000-09-18,-0.9999357842557717,0.9993417461364904
2000-09-19,-0.9999357842557717,0.9993417461364904
2000-09-20,-0.9999357842557717,0.9993417461364904
2000-09-21,-0.9999357842557717,0.9993417461364904
2000-09-22,-0.9999357842557717,0.9993417461364904
2000-09-25,-0.9999357842557717,0.9993417461364904
2000-09-26,-0.9999357842557717,0.9993417461364904
2000-09-27,-0.9999357842557717,0.9993417461364904
2000-09-28,-0.9999357842557717,0.9993417461364904
2000-09-29,-0.9999357842557717,0.9993417461364904
2000-10-02,-1.030445746368653,0.9904607088866092
2000-10-03,-0.9999395302854547,0.9993299005678575
2000-10-04,-0.9999395302851514,0.9993299005678575
2000-10-05,-0.9999395302851514,0.9993299005678575
2000-10-06,-0.9999395302851514,0.9993299005678575
2000-10-09,-0.9999395302851514,0.9993299005678575
2000-10-10,-0.9999395302851514,0.9993299005678575
2000-10-11,-0.9999395302851514,0.9993299005678575
2000-10-12,-0.9999395302851514,0.9993299005678575
2000-10-13,-0.9999395302851514,0.9993299005678575
2000-10-16,-0.9999395302851514,0.9993299005678575
2000-10-17,-0.9999395302851514,0.9993299005678575
2000-10-18,-0.9999395302851514,0.9993299005678575
2000-10-19,-0.9999395302851514,0.9993299005678575
2000-10-20,-0.9999395302851514,0.9993299005678575
2000-10-23,-0.9999395302851514,0.9993299005678575
2000-10-24,-0.9999395302851514,0.9993299005678575
2000-10-25,-0.9999395302851514,0.9993299005678575
2000-10-26,-0.9999395302851514,0.9993299005678575
2000-10-27,-0.9999395302851514,0.9993299005678575
2000-10-30,-0.9999395302851514,0.9993299005678575
2000-10-31,-1.0486194807425144,1.0364647114677006
2000-11-01,-0.9999450138740839,0.9993770134252632
2000-11-02,-0.9999450138736123,0.9993770134252632
2000-11-03,-0.9999450138736123,0.9993770134252632
2000-11-06,-0.9999450138736123,0.9993770134252632
2000-11-07,-0.9999450138736123,0.9993770134252632
2000-11-08,-0.9999450138736123,0.9993770134252632
2000-11-09,-0.9999450138736123,0.9993770134252632
2000-11-10,-0.9999450138736123,0.9993770134252632
2000-11-13,-0.9999450138736123,0.9993770134252632
2000-11-14,-0.9999450138736123,0.9993770134252632
2000-11-15,-0.9999450138736123,0.9993770134252632
2000-11-16,-0.9999450138736123,0.9993770134252632
2000-11-17,-0.9999450138736123,0.9993770134252632
2000-11-20,-0.9999450138736123,0.9993770134252632
2000-11-21,-0.9999450138736123,0.9993770134252632
2000-11-22,-0.9999450138736123,0.9993770134252632
2000-11-23,-0.9999450138736123,0.9993770134252632
2000-11-24,-0.9999450138736123,0.9993770134252632
2000-11-27,-0.9999450138736123,0.9993770134252632
2000-11-28,-0.9999450138736123,0.9993770134252632
2000-11-29,-0.9999450138736123,0.9993770134252632
2000-11-30,-1.1122648489870235,0.7899134793627237
2000-12-01,-0.9999555577742316,0.9990033682649546
2000-12-04,-0.9999555577732344,0.9990033682649546
2000-12-05,-0.9999555577732344,0.9990033682649546
2000-12-06,-0.9999555577732344,0.9990033682649546
2000-12-07,-0.9999555577732344,0.9990033682649546
2000-12-08,-0.9999555577732344,0.9990033682649546
2000-12-11,-0.9999555577732344,0.9990033682649546
2000-12-12,-0.9999555577732344,0.9990033682649546
2000-12-13,-0.9999555577732344,0.9990033682649546
2000-12-14,-0.9999555577732344,0.9990033682649546
2000-12-15,-0.9999555577732344,0.9990033682649546
2000-12-18,-0.9999555577732344,0.9990033682649546
2000-12-19,-0.9999555577732344,0.9990033682649546
2000-12-20,-0.9999555577732344,0.9990033682649546
2000-12-21,-0.9999555577732344,0.9990033682649546
2000-12-22,-0.9999555577732344,0.9990033682649546
2000-12-25,-0.9999555577732344,0.9990033682649546
2000-12-26,-0.9999555577732344,0.9990033682649546
2000-12-27,-0.9999555577732344,0.9990033682649546
2000-12-28,-0.9999555577732344,0.9990033682649546
2000-12-29,-0.9999555577732344,0.9990033682649546
2001-01-01,-0.9060181290369955,1.1521079856244951
2001-01-02,-0.999945865126675,0.9992503762827877
2001-01-03,-0.9999458651278094,0.9992503762827877
2001-01-04,-0.9999458651278094,0.9992503762827877
2001-01-05,-0.9999458651278094,0.9992503762827877
2001-01-08,-0.9999458651278094,0.9992503762827877
2001-01-09,-0.9999458651278094,0.9992503762827877
2001-01-10,-0.9999458651278094,0.9992503762827877
2001-01-11,-0.9999458651278094,0.9992503762827877
2001-01-12,-0.9999458651278094,0.9992503762827877
2001-01-15,-0.9999458651278094,0.9992503762827877
2001-01-16,-0.9999458651278094,0.9992503762827877
2001-01-17,-0.9999458651278094,0.9992503762827877
2001-01-18,-0.9999458651278094,0.9992503762827877
2001-01-19,-0.9999458651278094,0.9992503762827877
2001-01-22,-0.9999458651278094,0.9992503762827877
2001-01-23,-0.9999458651278094,0.9992503762827877
2001-01-24,-0.9999458651278094,0.9992503762827877
2001-01-25,-0.9999458651278094,0.9992503762827877
2001-01-26,-0.9999458651278094,0.9992503762827877
2001-01-29,-0.9999458651278094,0.9992503762827877
2001-01-30,-0.9999458651278094,0.9992503762827877
2001-01-31,-0.8512146052746266,1.1955737615748903
2001-02-01,-0.9999252969095486,0.9994761747693619
2001-02-02,-0.9999252969115245,0.9994761747693619
2001-02-05,-0.9999252969115245,0.9994761747693619
2001-02-06,-0.9999252969115245,0.9994761747693619
2001-02-07,-0.9999252969115245,0.9994761747693619
2001-02-08,-0.9999252969115245,0.9994761747693619
2001-02-09,-0.9999252969115245,0.9994761747693619
2001-02-12,-0.9999252969115245,0.9994761747693619
2001-02-13,-0.9999252969115245,0.9994761747693619
2001-02-14,-0.9999252969115245,0.9994761747693619
2001-02-15,-0.9999252969115245,0.9994761747693619
2001-02-16,-0.9999252969115245,0.9994761747693619
2001-02-19,-0.9999252969115245,0.9994761747693619
2001-02-20,-0.9999252969115245,0.9994761747693619
