date,FRA_banking_system_f1__FRA_banking_system_f2
2014-01-14,-0.9161999641433383
2014-01-15,-0.916221324247024
2014-01-16,-0.9162355111613084
2014-01-17,-0.9162449283587139
2014-01-20,-0.9162511770576123
2014-01-21,-0.9162553222798117
2014-01-22,-0.9162580716510995
2014-01-23,-0.9162598950045004
2014-01-24,-0.9162611041440433
2014-01-27,-0.9162619059344659
2014-01-28,-0.9162624375911711
2014-01-29,-0.9162627901182159
2014-01-30,-0.9162630238659604
2014-01-31,-0.9162631788540531
2014-02-03,-0.9088550506033138
2014-02-04,-0.9095960459994642
2014-02-05,-0.9109963379409962
2014-02-06,-0.9123786035968686
2014-02-07,-0.9135131774784176
2014-02-10,-0.914367367739593
2014-02-11,-0.9149804412660494
2014-02-12,-0.9154080536636353
2014-02-13,-0.915701039565191
2014-02-14,-0.9158995136075876
2014-02-17,-0.9160329777206835
2014-02-18,-0.9161222957393106
2014-02-19,-0.916181881769817
2014-02-20,-0.9162215504758684
2014-02-21,-0.9162479232797908
2014-02-24,-0.9162654407344808
2014-02-25,-0.916277069275823
2014-02-26,-0.9162847855384801
2014-02-27,-0.9162899044131813
2014-02-28,-0.9162932996203209
2014-03-03,-0.9094871612107185
2014-03-04,-0.9113259625437715
2014-03-05,-0.9127985950177313
2014-03-06,-0.9138849057597066
2014-03-07,-0.9146531144560516
2014-03-10,-0.9151834490744924
2014-03-11,-0.9155442815531647
2014-03-12,-0.9157875658662885
2014-03-13,-0.9159506467518801
2014-03-14,-0.9160595553702018
2014-03-17,-0.9161321088382951
2014-03-18,-0.9161803654227925
2014-03-19,-0.9162124278006163
2014-03-20,-0.9162337156493736
2014-03-21,-0.9162478432194995
2014-03-24,-0.9162572160463449
2014-03-25,-0.9162634331188465
2014-03-26,-0.9162675564015972
2014-03-27,-0.9162702907998453
2014-03-28,-0.9162721040381149
2014-03-31,-0.9162733063885246
2014-04-01,-0.9150721684143488
2014-04-02,-0.9152968933904799
2014-04-03,-0.9155488892606463
2014-04-04,-0.9157619245757505
2014-04-07,-0.9159235863900042
2014-04-08,-0.9160398115047149
2014-04-09,-0.9161208654466568
2014-04-10,-0.9161763682366605
2014-04-11,-0.9162139446516999
2014-04-14,-0.916239200952062
2014-04-15,-0.9162560972662457
2014-04-16,-0.9162673663778869
2014-04-17,-0.9162748673746957
2014-04-18,-0.9162798536556003
2014-04-21,-0.9162831654044677
2014-04-22,-0.9162853637138967
2014-04-23,-0.9162868223781921
2014-04-24,-0.9162877900157214
2014-04-25,-0.9162884318127962
2014-04-28,-0.9162888574453524
2014-04-29,-0.9162891396994031
2014-04-30,-0.9162893268643321
2014-05-01,-0.91623340295153
2014-05-02,-0.9162515636024698
2014-05-05,-0.9162641020938684
2014-05-06,-0.9162726340817748
2014-05-07,-0.9162783871426898
2014-05-08,-0.9162822438576285
2014-05-09,-0.9162848195710177
2014-05-12,-0.9162865355333323
2014-05-13,-0.9162876768753951
2014-05-14,-0.9162884352110432
2014-05-15,-0.9162889387138189
2014-05-16,-0.9162892728630486
2014-05-19,-0.9162894945527489
2014-05-20,-0.9162896416017696
2014-05-21,-0.916289739127716
2014-05-22,-0.9162898038031555
2014-05-23,-0.9162898466908672
2014-05-26,-0.9162898751295383
2014-05-27,-0.9162898939866176
2014-05-28,-0.9162899064901303
2014-05-29,-0.9162899147807066
2014-05-30,-0.9162899202778119
2014-06-02,-0.9162899239226753
2014-06-03,-0.9152267030719854
2014-06-04,-0.9153847978786223
2014-06-05,-0.9156026224711147
2014-06-06,-0.9157977293882713
2014-06-09,-0.9159496834102149
