date,FRA_banking_system_f1,FRA_banking_system_f2
1999-03-24,-0.9996273289659293,0.32451945714490776
1999-03-25,-0.9996273289659293,0.32451945714490776
1999-03-26,-0.9996273289659293,0.32451945714490776
1999-03-29,-0.9996273289659293,0.32451945714490776
1999-03-30,-0.9996273289659293,0.32451945714490776
1999-03-31,-0.9460471767683258,1.5898746563156674
1999-04-01,-0.9995839476123339,0.8594056996994539
1999-04-02,-0.9995839476123346,0.8594056996994538
1999-04-05,-0.9995839476123346,0.8594056996994538
1999-04-06,-0.9995839476123346,0.8594056996994538
1999-04-07,-0.9995839476123346,0.8594056996994538
1999-04-08,-0.9995839476123346,0.8594056996994538
1999-04-09,-0.9995839476123346,0.8594056996994538
1999-04-12,-0.9995839476123346,0.8594056996994538
1999-04-13,-0.9995839476123346,0.8594056996994538
1999-04-14,-0.9995839476123346,0.8594056996994538
1999-04-15,-0.9995839476123346,0.8594056996994538
1999-04-16,-0.9995839476123346,0.8594056996994538
1999-04-19,-0.9995839476123346,0.8594056996994538
1999-04-20,-0.9995839476123346,0.8594056996994538
1999-04-21,-0.9995839476123346,0.8594056996994538
1999-04-22,-0.9995839476123346,0.8594056996994538
1999-04-23,-0.9995839476123346,0.8594056996994538
1999-04-26,-0.9995839476123346,0.8594056996994538
1999-04-27,-0.9995839476123346,0.8594056996994538
1999-04-28,-0.9995839476123346,0.8594056996994538
1999-04-29,-0.9995839476123346,0.8594056996994538
1999-04-30,-0.9166918067413387,-1.9165590576721734
1999-05-03,-0.9995053606718964,-0.9662083427396201
1999-05-04,-0.9995053606718977,-0.9662083427396201
1999-05-05,-0.9995053606718977,-0.9662083427396201
1999-05-06,-0.9995053606718977,-0.9662083427396201
1999-05-07,-0.9995053606718977,-0.9662083427396201
1999-05-10,-0.9995053606718977,-0.9662083427396201
1999-05-11,-0.9995053606718977,-0.9662083427396201
1999-05-12,-0.9995053606718977,-0.9662083427396201
1999-05-13,-0.9995053606718977,-0.9662083427396201
1999-05-14,-0.9995053606718977,-0.9662083427396201
1999-05-17,-0.9995053606718977,-0.9662083427396201
1999-05-18,-0.9995053606718977,-0.9662083427396201
1999-05-19,-0.9995053606718977,-0.9662083427396201
1999-05-20,-0.9995053606718977,-0.9662083427396201
1999-05-21,-0.9995053606718977,-0.9662083427396201
1999-05-24,-0.9995053606718977,-0.9662083427396201
1999-05-25,-0.9995053606718977,-0.9662083427396201
1999-05-26,-0.9995053606718977,-0.9662083427396201
1999-05-27,-0.9995053606718977,-0.9662083427396201
1999-05-28,-0.9995053606718977,-0.9662083427396201
1999-05-31,-0.9587211333916057,-1.256903425298801
1999-06-01,-0.9994624160367985,-0.9796125145027066
1999-06-02,-0.9994624160367991,-0.9796125145027066
1999-06-03,-0.9994624160367991,-0.9796125145027066
1999-06-04,-0.9994624160367991,-0.9796125145027066
1999-06-07,-0.9994624160367991,-0.9796125145027066
1999-06-08,-0.9994624160367991,-0.9796125145027066
1999-06-09,-0.9994624160367991,-0.9796125145027066
1999-06-10,-0.9994624160367991,-0.9796125145027066
1999-06-11,-0.9994624160367991,-0.9796125145027066
1999-06-14,-0.9994624160367991,-0.9796125145027066
1999-06-15,-0.9994624160367991,-0.9796125145027066
1999-06-16,-0.9994624160367991,-0.9796125145027066
1999-06-17,-0.9994624160367991,-0.9796125145027066
1999-06-18,-0.9994624160367991,-0.9796125145027066
1999-06-21,-0.9994624160367991,-0.9796125145027066
1999-06-22,-0.9994624160367991,-0.9796125145027066
1999-06-23,-0.9994624160367991,-0.9796125145027066
1999-06-24,-0.9994624160367991,-0.9796125145027066
1999-06-25,-0.9994624160367991,-0.9796125145027066
1999-06-28,-0.9994624160367991,-0.9796125145027066
1999-06-29,-0.9994624160367991,-0.9796125145027066
1999-06-30,-0.9924573054049943,-0.7040262431939021
1999-07-01,-0.9994548065700094,-0.9616155585950787
1999-07-02,-0.9994548065700094,-0.9616155585950787
1999-07-05,-0.9994548065700094,-0.9616155585950787
1999-07-06,-0.9994548065700094,-0.9616155585950787
1999-07-07,-0.9994548065700094,-0.9616155585950787
1999-07-08,-0.9994548065700094,-0.9616155585950787
1999-07-09,-0.9994548065700094,-0.9616155585950787
1999-07-12,-0.9994548065700094,-0.9616155585950787
1999-07-13,-0.9994548065700094,-0.9616155585950787
1999-07-14,-0.9994548065700094,-0.9616155585950787
1999-07-15,-0.9994548065700094,-0.9616155585950787
1999-07-16,-0.9994548065700094,-0.9616155585950787
1999-07-19,-0.9994548065700094,-0.9616155585950787
1999-07-20,-0.9994548065700094,-0.9616155585950787
1999-07-21,-0.9994548065700094,-0.9616155585950787
1999-07-22,-0.9994548065700094,-0.9616155585950787
1999-07-23,-0.9994548065700094,-0.9616155585950787
1999-07-26,-0.9994548065700094,-0.9616155585950787
1999-07-27,-0.9994548065700094,-0.9616155585950787
1999-07-28,-0.9994548065700094,-0.9616155585950787
1999-07-29,-0.9994548065700094,-0.9616155585950787
1999-07-30,-0.9994548065700094,-0.9616155585950787
1999-08-02,-1.055435688975994,-1.0575661305719635
1999-08-03,-0.9995110662052389,-0.9679487481984775
1999-08-04,-0.9995110662052383,-0.9679487481984775
1999-08-05,-0.9995110662052383,-0.9679487481984775
1999-08-06,-0.9995110662052383,-0.9679487481984775
1999-08-09,-0.9995110662052383,-0.9679487481984775
1999-08-10,-0.9995110662052383,-0.9679487481984775
1999-08-11,-0.9995110662052383,-0.9679487481984775
1999-08-12,-0.9995110662052383,-0.9679487481984775
1999-08-13,-0.9995110662052383,-0.9679487481984775
1999-08-16,-0.9995110662052383,-0.9679487481984775
1999-08-17,-0.9995110662052383,-0.9679487481984775
1999-08-18,-0.9995110662052383,-0.9679487481984775
1999-08-19,-0.9995110662052383,-0.9679487481984775
1999-08-20,-0.9995110662052383,-0.9679487481984775
1999-08-23,-0.9995110662052383,-0.9679487481984775
1999-08-24,-0.9995110662052383,-0.9679487481984775
1999-08-25,-0.9995110662052383,-0.9679487481984775
1999-08-26,-0.9995110662052383,-0.9679487481984775
1999-08-27,-0.9995110662052383,-0.9679487481984775
1999-08-30,-0.9995110662052383,-0.9679487481984775
1999-08-31,-1.026059814785561,-1.1226484773282652
1999-09-01,-0.9995360232919128,-0.9758785990664212
1999-09-02,-0.9995360232919126,-0.9758785990664212
1999-09-03,-0.9995360232919126,-0.9758785990664212
1999-09-06,-0.9995360232919126,-0.9758785990664212
1999-09-07,-0.9995360232919126,-0.9758785990664212
1999-09-08,-0.9995360232919126,-0.9758785990664212
1999-09-09,-0.9995360232919126,-0.9758785990664212
1999-09-10,-0.9995360232919126,-0.9758785990664212
1999-09-13,-0.9995360232919126,-0.9758785990664212
1999-09-14,-0.9995360232919126,-0.9758785990664212
1999-09-15,-0.9995360232919126,-0.9758785990664212
1999-09-16,-0.9995360232919126,-0.9758785990664212
1999-09-17,-0.9995360232919126,-0.9758785990664212
1999-09-20,-0.9995360232919126,-0.9758785990664212
1999-09-21,-0.9995360232919126,-0.9758785990664212
1999-09-22,-0.9995360232919126,-0.9758785990664212
1999-09-23,-0.9995360232919126,-0.9758785990664212
1999-09-24,-0.9995360232919126,-0.9758785990664212
1999-09-27,-0.9995360232919126,-0.9758785990664212
1999-09-28,-0.9995360232919126,-0.9758785990664212
1999-09-29,-0.9995360232919126,-0.9758785990664212
1999-09-30,-0.9863827461132834,-0.6991868239893291
1999-10-01,-0.9995235755586653,-0.9545506828573918
1999-10-04,-0.9995235755586656,-0.9545506828573919
1999-10-05,-0.9995235755586656,-0.9545506828573919
1999-10-06,-0.9995235755586656,-0.9545506828573919
1999-10-07,-0.9995235755586656,-0.9545506828573919
1999-10-08,-0.9995235755586656,-0.9545506828573919
1999-10-11,-0.9995235755586656,-0.9545506828573919
1999-10-12,-0.9995235755586656,-0.9545506828573919
1999-10-13,-0.9995235755586656,-0.9545506828573919
1999-10-14,-0.9995235755586656,-0.9545506828573919
1999-10-15,-0.9995235755586656,-0.9545506828573919
1999-10-18,-0.9995235755586656,-0.9545506828573919
1999-10-19,-0.9995235755586656,-0.9545506828573919
1999-10-20,-0.9995235755586656,-0.9545506828573919
1999-10-21,-0.9995235755586656,-0.9545506828573919
1999-10-22,-0.9995235755586656,-0.9545506828573919
1999-10-25,-0.9995235755586656,-0.9545506828573919
1999-10-26,-0.9995235755586656,-0.9545506828573919
1999-10-27,-0.9995235755586656,-0.9545506828573919
1999-10-28,-0.9995235755586656,-0.9545506828573919
1999-10-29,-0.9995235755586656,-0.9545506828573919
1999-11-01,-1.0598986908904604,2.753112785986884
1999-11-02,-0.9995762733750306,0.9941910289251298
1999-11-03,-0.99957627337503,0.9941910289251298
1999-11-04,-0.99957627337503,0.9941910289251298
1999-11-05,-0.99957627337503,0.9941910289251298
1999-11-08,-0.99957627337503,0.9941910289251298
1999-11-09,-0.99957627337503,0.9941910289251298
1999-11-10,-0.99957627337503,0.9941910289251298
1999-11-11,-0.99957627337503,0.9941910289251298
1999-11-12,-0.99957627337503,0.9941910289251298
1999-11-15,-0.99957627337503,0.9941910289251298
1999-11-16,-0.99957627337503,0.9941910289251298
1999-11-17,-0.99957627337503,0.9941910289251298
1999-11-18,-0.99957627337503,0.9941910289251298
1999-11-19,-0.99957627337503,0.9941910289251298
1999-11-22,-0.99957627337503,0.9941910289251298
1999-11-23,-0.99957627337503,0.9941910289251298
1999-11-24,-0.99957627337503,0.9941910289251298
1999-11-25,-0.99957627337503,0.9941910289251298
1999-11-26,-0.99957627337503,0.9941910289251298
1999-11-29,-0.99957627337503,0.9941910289251298
1999-11-30,-0.9639961730466968,1.3865082726397844
1999-12-01,-0.9995444392877444,0.9970006048215552
1999-12-02,-0.999544439287745,0.9970006048215552
1999-12-03,-0.999544439287745,0.9970006048215552
1999-12-06,-0.999544439287745,0.9970006048215552
1999-12-07,-0.999544439287745,0.9970006048215552
1999-12-08,-0.999544439287745,0.9970006048215552
1999-12-09,-0.999544439287745,0.9970006048215552
1999-12-10,-0.999544439287745,0.9970006048215552
1999-12-13,-0.999544439287745,0.9970006048215552
1999-12-14,-0.999544439287745,0.9970006048215552
1999-12-15,-0.999544439287745,0.9970006048215552
1999-12-16,-0.999544439287745,0.9970006048215552
1999-12-17,-0.999544439287745,0.9970006048215552
1999-12-20,-0.999544439287745,0.9970006048215552
1999-12-21,-0.999544439287745,0.9970006048215552
1999-12-22,-0.999544439287745,0.9970006048215552
1999-12-23,-0.999544439287745,0.9970006048215552
1999-12-24,-0.999544439287745,0.9970006048215552
1999-12-27,-0.999544439287745,0.9970006048215552
1999-12-28,-0.999544439287745,0.9970006048215552
1999-12-29,-0.999544439287745,0.9970006048215552
1999-12-30,-0.999544439287745,0.9970006048215552
1999-12-31,-0.9629243198709561,1.0740121571555112
2000-01-03,-0.9995091563582363,0.9974137164616697
2000-01-04,-0.9995091563582367,0.9974137164616694
2000-01-05,-0.9995091563582367,0.9974137164616694
2000-01-06,-0.9995091563582367,0.9974137164616694
2000-01-07,-0.9995091563582367,0.9974137164616694
2000-01-10,-0.9995091563582367,0.9974137164616694
2000-01-11,-0.9995091563582367,0.9974137164616694
2000-01-12,-0.9995091563582367,0.9974137164616694
2000-01-13,-0.9995091563582367,0.9974137164616694
2000-01-14,-0.9995091563582367,0.9974137164616694
2000-01-17,-0.9995091563582367,0.9974137164616694
2000-01-18,-0.9995091563582367,0.9974137164616694
2000-01-19,-0.9995091563582367,0.9974137164616694
2000-01-20,-0.9995091563582367,0.9974137164616694
2000-01-21,-0.9995091563582367,0.9974137164616694
2000-01-24,-0.9995091563582367,0.9974137164616694
2000-01-25,-0.9995091563582367,0.9974137164616694
2000-01-26,-0.9995091563582367,0.9974137164616694
2000-01-27,-0.9995091563582367,0.9974137164616694
2000-01-28,-0.9995091563582367,0.9974137164616694
2000-01-31,-1.3278094460085745,-0.09560427232703839
2000-02-01,-0.9997217829176861,-0.7993138782712094
2000-02-02,-0.9997217829176832,-0.7993138782712119
2000-02-03,-0.9997217829176832,-0.7993138782712119
2000-02-04,-0.9997217829176832,-0.7993138782712119
2000-02-07,-0.9997217829176832,-0.7993138782712119
2000-02-08,-0.9997217829176832,-0.7993138782712119
2000-02-09,-0.9997217829176832,-0.7993138782712119
2000-02-10,-0.9997217829176832,-0.7993138782712119
2000-02-11,-0.9997217829176832,-0.7993138782712119
2000-02-14,-0.9997217829176832,-0.7993138782712119
2000-02-15,-0.9997217829176832,-0.7993138782712119
2000-02-16,-0.9997217829176832,-0.7993138782712119
2000-02-17,-0.9997217829176832,-0.7993138782712119
2000-02-18,-0.9997217829176832,-0.7993138782712119
2000-02-21,-0.9997217829176832,-0.7993138782712119
2000-02-22,-0.9997217829176832,-0.7993138782712119
2000-02-23,-0.9997217829176832,-0.7993138782712119
2000-02-24,-0.9997217829176832,-0.7993138782712119
2000-02-25,-0.9997217829176832,-0.7993138782712119
2000-02-28,-0.9997217829176832,-0.7993138782712119
2000-02-29,-1.0137218771863217,1.4621803613150934
2000-03-01,-0.9997294114379256,0.9249363469268543
2000-03-02,-0.9997294114379255,0.9249363469268542
2000-03-03,-0.9997294114379255,0.9249363469268542
2000-03-06,-0.9997294114379255,0.9249363469268542
2000-03-07,-0.9997294114379255,0.9249363469268542
2000-03-08,-0.9997294114379255,0.9249363469268542
2000-03-09,-0.9997294114379255,0.9249363469268542
2000-03-10,-0.9997294114379255,0.9249363469268542
2000-03-13,-0.9997294114379255,0.9249363469268542
2000-03-14,-0.9997294114379255,0.9249363469268542
2000-03-15,-0.9997294114379255,0.9249363469268542
2000-03-16,-0.9997294114379255,0.9249363469268542
2000-03-17,-0.9997294114379255,0.9249363469268542
2000-03-20,-0.9997294114379255,0.9249363469268542
2000-03-21,-0.9997294114379255,0.9249363469268542
2000-03-22,-0.9997294114379255,0.9249363469268542
2000-03-23,-0.9997294114379255,0.9249363469268542
2000-03-24,-0.9997294114379255,0.9249363469268542
2000-03-27,-0.9997294114379255,0.9249363469268542
2000-03-28,-0.9997294114379255,0.9249363469268542
2000-03-29,-0.9997294114379255,0.9249363469268542
2000-03-30,-0.9997294114379255,0.9249363469268542
2000-03-31,-1.039423334665038,1.9804714685904443
2000-04-03,-0.9997496759058903,0.9820742386716809
2000-04-04,-0.9997496759058897,0.9820742386716809
2000-04-05,-0.9997496759058897,0.9820742386716809
2000-04-06,-0.9997496759058897,0.9820742386716809
2000-04-07,-0.9997496759058897,0.9820742386716809
2000-04-10,-0.9997496759058897,0.9820742386716809
2000-04-11,-0.9997496759058897,0.9820742386716809
2000-04-12,-0.9997496759058897,0.9820742386716809
2000-04-13,-0.9997496759058897,0.9820742386716809
2000-04-14,-0.9997496759058897,0.9820742386716809
2000-04-17,-0.9997496759058897,0.9820742386716809
2000-04-18,-0.9997496759058897,0.9820742386716809
2000-04-19,-0.9997496759058897,0.9820742386716809
2000-04-20,-0.9997496759058897,0.9820742386716809
2000-04-21,-0.9997496759058897,0.9820742386716809
2000-04-24,-0.9997496759058897,0.9820742386716809
2000-04-25,-0.9997496759058897,0.9820742386716809
2000-04-26,-0.9997496759058897,0.9820742386716809
2000-04-27,-0.9997496759058897,0.9820742386716809
2000-04-28,-0.9997496759058897,0.9820742386716809
2000-05-01,-1.0018670984955966,1.7266157208119868
2000-05-02,-0.9997507325007603,0.9940937037176981
2000-05-03,-0.9997507325007603,0.9940937037176981
2000-05-04,-0.9997507325007603,0.9940937037176981
2000-05-05,-0.9997507325007603,0.9940937037176981
2000-05-08,-0.9997507325007603,0.9940937037176981
2000-05-09,-0.9997507325007603,0.9940937037176981
2000-05-10,-0.9997507325007603,0.9940937037176981
2000-05-11,-0.9997507325007603,0.9940937037176981
2000-05-12,-0.9997507325007603,0.9940937037176981
2000-05-15,-0.9997507325007603,0.9940937037176981
2000-05-16,-0.9997507325007603,0.9940937037176981
2000-05-17,-0.9997507325007603,0.9940937037176981
2000-05-18,-0.9997507325007603,0.9940937037176981
2000-05-19,-0.9997507325007603,0.9940937037176981
2000-05-22,-0.9997507325007603,0.9940937037176981
2000-05-23,-0.9997507325007603,0.9940937037176981
2000-05-24,-0.9997507325007603,0.9940937037176981
2000-05-25,-0.9997507325007603,0.9940937037176981
2000-05-26,-0.9997507325007603,0.9940937037176981
2000-05-29,-0.9997507325007603,0.9940937037176981
2000-05-30,-0.9997507325007603,0.9940937037176981
2000-05-31,-1.0321966435782732,1.9001130104265094
2000-06-01,-0.9997661516655,0.9983729122617884
2000-06-02,-0.9997661516654995,0.9983729122617884
2000-06-05,-0.9997661516654995,0.9983729122617884
2000-06-06,-0.9997661516654995,0.9983729122617884
2000-06-07,-0.9997661516654995,0.9983729122617884
2000-06-08,-0.9997661516654995,0.9983729122617884
2000-06-09,-0.9997661516654995,0.9983729122617884
2000-06-12,-0.9997661516654995,0.9983729122617884
2000-06-13,-0.9997661516654995,0.9983729122617884
2000-06-14,-0.9997661516654995,0.9983729122617884
2000-06-15,-0.9997661516654995,0.9983729122617884
2000-06-16,-0.9997661516654995,0.9983729122617884
2000-06-19,-0.9997661516654995,0.9983729122617884
2000-06-20,-0.9997661516654995,0.9983729122617884
2000-06-21,-0.9997661516654995,0.9983729122617884
2000-06-22,-0.9997661516654995,0.9983729122617884
2000-06-23,-0.9997661516654995,0.9983729122617884
2000-06-26,-0.9997661516654995,0.9983729122617884
2000-06-27,-0.9997661516654995,0.9983729122617884
2000-06-28,-0.9997661516654995,0.9983729122617884
2000-06-29,-0.9997661516654995,0.9983729122617884
2000-06-30,-1.0066797514711658,1.1608182122095505
2000-07-03,-0.9997693515406816,0.998795674215207
2000-07-04,-0.9997693515406814,0.998795674215207
2000-07-05,-0.9997693515406814,0.998795674215207
2000-07-06,-0.9997693515406814,0.998795674215207
2000-07-07,-0.9997693515406814,0.998795674215207
2000-07-10,-0.9997693515406814,0.998795674215207
2000-07-11,-0.9997693515406814,0.998795674215207
2000-07-12,-0.9997693515406814,0.998795674215207
2000-07-13,-0.9997693515406814,0.998795674215207
2000-07-14,-0.9997693515406814,0.998795674215207
2000-07-17,-0.9997693515406814,0.998795674215207
2000-07-18,-0.9997693515406814,0.998795674215207
2000-07-19,-0.9997693515406814,0.998795674215207
2000-07-20,-0.9997693515406814,0.998795674215207
2000-07-21,-0.9997693515406814,0.998795674215207
2000-07-24,-0.9997693515406814,0.998795674215207
2000-07-25,-0.9997693515406814,0.998795674215207
2000-07-26,-0.9997693515406814,0.998795674215207
2000-07-27,-0.9997693515406814,0.998795674215207
2000-07-28,-0.9997693515406814,0.998795674215207
2000-07-31,-0.9971447321068402,1.1148533983799178
2000-08-01,-0.9997681361698217,0.9990330220287355
2000-08-02,-0.9997681361698217,0.9990330220287355
2000-08-03,-0.9997681361698217,0.9990330220287355
2000-08-04,-0.9997681361698217,0.9990330220287355
2000-08-07,-0.9997681361698217,0.9990330220287355
2000-08-08,-0.9997681361698217,0.9990330220287355
2000-08-09,-0.9997681361698217,0.9990330220287355
2000-08-10,-0.9997681361698217,0.9990330220287355
2000-08-11,-0.9997681361698217,0.9990330220287355
2000-08-14,-0.9997681361698217,0.9990330220287355
2000-08-15,-0.9997681361698217,0.9990330220287355
2000-08-16,-0.9997681361698217,0.9990330220287355
2000-08-17,-0.9997681361698217,0.9990330220287355
2000-08-18,-0.9997681361698217,0.9990330220287355
2000-08-21,-0.9997681361698217,0.9990330220287355
2000-08-22,-0.9997681361698217,0.9990330220287355
2000-08-23,-0.9997681361698217,0.9990330220287355
2000-08-24,-0.9997681361698217,0.9990330220287355
2000-08-25,-0.9997681361698217,0.9990330220287355
2000-08-28,-0.9997681361698217,0.9990330220287355
2000-08-29,-0.9997681361698217,0.9990330220287355
2000-08-30,-0.9997681361698217,0.9990330220287355
2000-08-31,-1.0430712717846296,1.0881609295410062
2000-09-01,-0.999786982197687,0.9991847534720645
2000-09-04,-0.9997869821976866,0.9991847534720645
2000-09-05,-0.9997869821976866,0.9991847534720645
2000-09-06,-0.9997869821976866,0.9991847534720645
2000-09-07,-0.9997869821976866,0.9991847534720645
2000-09-08,-0.9997869821976866,0.9991847534720645
2000-09-11,-0.9997869821976866,0.9991847534720645
2000-09-12,-0.9997869821976866,0.9991847534720645
2000-09-13,-0.9997869821976866,0.9991847534720645
2000-09-14,-0.9997869821976866,0.9991847534720645
2000-09-15,-0.9997869821976866,0.9991847534720645
2000-09-18,-0.9997869821976866,0.9991847534720645
2000-09-19,-0.9997869821976866,0.9991847534720645
2000-09-20,-0.9997869821976866,0.9991847534720645
2000-09-21,-0.9997869821976866,0.9991847534720645
2000-09-22,-0.9997869821976866,0.9991847534720645
2000-09-25,-0.9997869821976866,0.9991847534720645
2000-09-26,-0.9997869821976866,0.9991847534720645
2000-09-27,-0.9997869821976866,0.9991847534720645
2000-09-28,-0.9997869821976866,0.9991847534720645
2000-09-29,-0.9997869821976866,0.9991847534720645
2000-10-02,-1.025677738452903,1.007657282773888
2000-10-03,-0.9997975974811436,0.9991983888491972
2000-10-04,-0.9997975974811433,0.9991983888491972
2000-10-05,-0.9997975974811433,0.9991983888491972
2000-10-06,-0.9997975974811433,0.9991983888491972
2000-10-09,-0.9997975974811433,0.9991983888491972
2000-10-10,-0.9997975974811433,0.9991983888491972
2000-10-11,-0.9997975974811433,0.9991983888491972
2000-10-12,-0.9997975974811433,0.9991983888491972
2000-10-13,-0.9997975974811433,0.9991983888491972
2000-10-16,-0.9997975974811433,0.9991983888491972
2000-10-17,-0.9997975974811433,0.9991983888491972
2000-10-18,-0.9997975974811433,0.9991983888491972
2000-10-19,-0.9997975974811433,0.9991983888491972
2000-10-20,-0.9997975974811433,0.9991983888491972
2000-10-23,-0.9997975974811433,0.9991983888491972
2000-10-24,-0.9997975974811433,0.9991983888491972
2000-10-25,-0.9997975974811433,0.9991983888491972
2000-10-26,-0.9997975974811433,0.9991983888491972
2000-10-27,-0.9997975974811433,0.9991983888491972
2000-10-30,-0.9997975974811433,0.9991983888491972
2000-10-31,-1.0150403494860993,1.1303642015117645
2000-11-01,-0.9998036289747361,0.9993734661241174
2000-11-02,-0.9998036289747358,0.9993734661241171
2000-11-03,-0.9998036289747358,0.9993734661241171
2000-11-06,-0.9998036289747358,0.9993734661241171
2000-11-07,-0.9998036289747358,0.9993734661241171
2000-11-08,-0.9998036289747358,0.9993734661241171
2000-11-09,-0.9998036289747358,0.9993734661241171
2000-11-10,-0.9998036289747358,0.9993734661241171
2000-11-13,-0.9998036289747358,0.9993734661241171
2000-11-14,-0.9998036289747358,0.9993734661241171
2000-11-15,-0.9998036289747358,0.9993734661241171
2000-11-16,-0.9998036289747358,0.9993734661241171
2000-11-17,-0.9998036289747358,0.9993734661241171
2000-11-20,-0.9998036289747358,0.9993734661241171
2000-11-21,-0.9998036289747358,0.9993734661241171
2000-11-22,-0.9998036289747358,0.9993734661241171
2000-11-23,-0.9998036289747358,0.9993734661241171
2000-11-24,-0.9998036289747358,0.9993734661241171
2000-11-27,-0.9998036289747358,0.9993734661241171
2000-11-28,-0.9998036289747358,0.9993734661241171
2000-11-29,-0.9998036289747358,0.9993734661241171
2000-11-30,-1.0370390501474664,0.9589480959161684
2000-12-01,-0.9998174736262982,0.9993195834692912
2000-12-04,-0.9998174736262978,0.9993195834692912
2000-12-05,-0.9998174736262978,0.9993195834692912
2000-12-06,-0.9998174736262978,0.9993195834692912
2000-12-07,-0.9998174736262978,0.9993195834692912
2000-12-08,-0.9998174736262978,0.9993195834692912
2000-12-11,-0.9998174736262978,0.9993195834692912
2000-12-12,-0.9998174736262978,0.9993195834692912
2000-12-13,-0.9998174736262978,0.9993195834692912
2000-12-14,-0.9998174736262978,0.9993195834692912
2000-12-15,-0.9998174736262978,0.9993195834692912
2000-12-18,-0.9998174736262978,0.9993195834692912
2000-12-19,-0.9998174736262978,0.9993195834692912
2000-12-20,-0.9998174736262978,0.9993195834692912
2000-12-21,-0.9998174736262978,0.9993195834692912
2000-12-22,-0.9998174736262978,0.9993195834692912
2000-12-25,-0.9998174736262978,0.9993195834692912
2000-12-26,-0.9998174736262978,0.9993195834692912
2000-12-27,-0.9998174736262978,0.9993195834692912
2000-12-28,-0.9998174736262978,0.9993195834692912
2000-12-29,-0.9998174736262978,0.9993195834692912
2001-01-01,-0.9582004074595089,0.96760923938404
2001-01-02,-0.9998012789761069,0.999274305019715
2001-01-03,-0.9998012789761076,0.999274305019715
2001-01-04,-0.9998012789761076,0.999274305019715
2001-01-05,-0.9998012789761076,0.999274305019715
2001-01-08,-0.9998012789761076,0.999274305019715
2001-01-09,-0.9998012789761076,0.999274305019715
2001-01-10,-0.9998012789761076,0.999274305019715
2001-01-11,-0.9998012789761076,0.999274305019715
2001-01-12,-0.9998012789761076,0.999274305019715
2001-01-15,-0.9998012789761076,0.999274305019715
2001-01-16,-0.9998012789761076,0.999274305019715
2001-01-17,-0.9998012789761076,0.999274305019715
2001-01-18,-0.9998012789761076,0.999274305019715
2001-01-19,-0.9998012789761076,0.999274305019715
2001-01-22,-0.9998012789761076,0.999274305019715
2001-01-23,-0.9998012789761076,0.999274305019715
2001-01-24,-0.9998012789761076,0.999274305019715
2001-01-25,-0.9998012789761076,0.999274305019715
2001-01-26,-0.9998012789761076,0.999274305019715
2001-01-29,-0.9998012789761076,0.999274305019715
2001-01-30,-0.9998012789761076,0.999274305019715
2001-01-31,-0.9439320516314521,0.972123494302705
2001-02-01,-0.9997770672108004,0.9992332497741871
2001-02-02,-0.9997770672108011,0.9992332497741871
2001-02-05,-0.9997770672108011,0.9992332497741871
2001-02-06,-0.9997770672108011,0.9992332497741871
2001-02-07,-0.9997770672108011,0.9992332497741871
2001-02-08,-0.9997770672108011,0.9992332497741871
2001-02-09,-0.9997770672108011,0.9992332497741871
2001-02-12,-0.9997770672108011,0.9992332497741871
2001-02-13,-0.9997770672108011,0.9992332497741871
2001-02-14,-0.9997770672108011,0.9992332497741871
2001-02-15,-0.9997770672108011,0.9992332497741871
