date,DEU_public_finance_f1__DEU_public_finance_f2
2022-10-14,0.8596277916033114
2022-10-17,0.8564641899461647
2022-10-18,0.8544165850923133
2022-10-19,0.8534495425251112
2022-10-20,0.8534256823638037
2022-10-21,0.8541410879443918
2022-10-24,0.8553669801772413
2022-10-25,0.856886215289134
2022-10-26,0.8585176159088578
2022-10-27,0.8601266630474378
2022-10-28,0.8616251603289703
2022-10-31,0.86296417800015
2022-11-01,0.8780038459020987
2022-11-02,0.8762749184098242
2022-11-03,0.8748548530759068
2022-11-04,0.8737019265011153
2022-11-07,0.8727743886241484
2022-11-08,0.8720334568800356
2022-11-09,0.8714448256867411
2022-11-10,0.8709791573052393
2022-11-11,0.8706119560648805
2022-11-14,0.8703231194307399
2022-11-15,0.8700963569103416
2022-11-16,0.8699185894230931
2022-11-17,0.8697793886359102
2022-11-18,0.8696704827416709
2022-11-21,0.869585336118118
2022-11-22,0.8695188002216389
2022-11-23,0.8694668283725049
2022-11-24,0.8694262454484127
2022-11-25,0.8693945634887378
2022-11-28,0.8693698349796055
2022-11-29,0.8693505366646223
2022-11-30,0.8693354778539012
2022-12-01,0.848912614275068
2022-12-02,0.8538740331284389
2022-12-05,0.8574504260866147
2022-12-06,0.8600791620234468
2022-12-07,0.8620391431622745
2022-12-08,0.8635161180051287
2022-12-09,0.8646380542912717
2022-12-12,0.865495485842587
2022-12-13,0.866153816211261
2022-12-14,0.8666610791586812
2022-12-15,0.8670530125041005
2022-12-16,0.867356478683406
2022-12-19,0.8675918317012011
2022-12-20,0.8677745915792321
2022-12-21,0.8679166510627694
2022-12-22,0.8680271587450982
2022-12-23,0.8681131736321008
2022-12-26,0.868180155351254
2022-12-27,0.8682323343657077
2022-12-28,0.8682729934587111
2022-12-29,0.8683046829118127
2022-12-30,0.8683293857032698
2023-01-02,0.8683486447675708
2023-01-03,0.8784446097446539
2023-01-04,0.8763299637852131
2023-01-05,0.8746708965316256
2023-01-06,0.8733759726686166
2023-01-09,0.8723683841234444
2023-01-10,0.8715856310995751
2023-01-11,0.8709779187230722
2023-01-12,0.8705061069179327
2023-01-13,0.8701396813584568
2023-01-16,0.8698549602798705
2023-01-17,0.869633603880214
2023-01-18,0.8694614184100189
2023-01-19,0.8693274163098734
2023-01-20,0.8692230860962786
2023-01-23,0.8691418285514375
2023-01-24,0.8690785224082993
2023-01-25,0.8690291899207715
2023-01-26,0.8689907391540503
2023-01-27,0.8689607651355696
2023-01-30,0.8689373961923441
2023-01-31,0.8689191750296252
2023-02-01,0.7552617904542964
2023-02-02,0.6923711198735384
2023-02-03,0.6388757795303128
2023-02-06,0.5938120756704509
2023-02-07,0.556247811644442
2023-02-08,0.5252814662808905
2023-02-09,0.50004461482394
2023-02-10,0.47970897703247617
2023-02-13,0.4634976085928594
