date,ITA_financial_markets_f1__ITA_financial_markets_f2
2022-05-31,0.8418048584960164
2022-06-01,0.7225078606886493
2022-06-02,0.47155208019006883
2022-06-03,0.25839951103352665
2022-06-06,0.07794365387157665
2022-06-07,-0.07390271745323938
2022-06-08,-0.20067529050420002
2022-06-09,-0.30560720572821126
2022-06-10,-0.39171604880709043
2022-06-13,-0.4618064791396182
2022-06-14,-0.5184409535874307
2022-06-15,-0.563909715323091
2022-06-16,-0.6002145449497451
2022-06-17,-0.6290696519335982
2022-06-20,-0.6519171114174044
2022-06-21,-0.6699520498076151
2022-06-22,-0.6841527985797642
2022-06-23,-0.6953122419605621
2022-06-24,-0.7040678168038819
2022-06-27,-0.7109287060864081
2022-06-28,-0.716299574420595
2022-06-29,-0.7205007278307783
2022-06-30,-0.7237848950037791
2022-07-01,-0.7873529356138741
2022-07-04,-0.7758728309610545
2022-07-05,-0.7660487632696106
2022-07-06,-0.7585295092348641
2022-07-07,-0.7538178689556254
2022-07-08,-0.7521966309065186
2022-07-11,-0.7536899392088845
2022-07-12,-0.7580630546856291
2022-07-13,-0.7648601796490895
2022-07-14,-0.773472686676047
2022-07-15,-0.7832240777383574
2022-07-18,-0.7934548577546584
2022-07-19,-0.8035916584171893
2022-07-20,-0.8131904112726032
2022-07-21,-0.8219511524374149
2022-07-22,-0.8297090928363458
2022-07-25,-0.8364105752881489
2022-07-26,-0.8420829618688882
2022-07-27,-0.8468054291191295
2022-07-28,-0.8506846999310486
2022-07-29,-0.8538371371303556
2022-08-01,-0.8563769030403715
2022-08-02,-0.6978907023847217
2022-08-03,-0.7305877240707597
2022-08-04,-0.7576517151948793
2022-08-05,-0.7797394990795056
2022-08-08,-0.797619592552456
2022-08-09,-0.8119925213223003
2022-08-10,-0.8234784086393974
2022-08-11,-0.8326126265614732
2022-08-12,-0.8398478948447227
2022-08-15,-0.8455606491759499
2022-08-16,-0.8500596935951548
2022-08-17,-0.8535956394005227
2022-08-18,-0.8563701444118528
2022-08-19,-0.8585443870302161
2022-08-22,-0.8602465113119131
2022-08-23,-0.8615779746309877
2022-08-24,-0.862618843746202
2022-08-25,-0.8634321434562607
2022-08-26,-0.8640673848641643
2022-08-29,-0.86456340222364
2022-08-30,-0.8649506181728457
2022-08-31,-0.8652528429867941
2022-09-01,-0.37371604227194155
2022-09-02,-0.12167223348074016
2022-09-05,0.08175915674358286
2022-09-06,0.2449754022404087
2022-09-07,0.37524869588496035
2022-09-08,0.4787706321987221
2022-09-09,0.560732581210251
2022-09-12,0.6254288961127014
2022-09-13,0.6763713943686528
2022-09-14,0.7164047497745655
2022-09-15,0.7478153926419464
2022-09-16,0.7724295686051572
2022-09-19,0.7916986527100365
2022-09-20,0.8067714997570352
2022-09-21,0.8185546282623247
2022-09-22,0.8277615545995463
2022-09-23,0.8349527816069329
2022-09-26,0.8405679332717014
2022-09-27,0.8449514065215838
2022-09-28,0.8483727427082872
2022-09-29,0.8510427412056402
2022-09-30,0.8531261656093558
2022-10-03,0.008838829253676732
2022-10-04,-0.10223884612096963
2022-10-05,-0.20471905225274356
2022-10-06,-0.2986940575434813
2022-10-07,-0.3840531079306651
2022-10-10,-0.4606508814778703
2022-10-11,-0.5284373163509571
2022-10-12,-0.5875445219546289
2022-10-13,-0.6383221191771389
2022-10-14,-0.6813244844737952
2022-10-17,-0.7172636280540643
2022-10-18,-0.7469457923597542
2022-10-19,-0.7712080483527074
2022-10-20,-0.7908656832853661
2022-10-21,-0.8066750655128523
2022-10-24,-0.8193119656039102
2022-10-25,-0.829362651307372
2022-10-26,-0.8373241580885877
2022-10-27,-0.8436103224359983
2022-10-28,-0.8485608562040279
2022-10-31,-0.8524515388375249
2022-11-01,-0.7949946632179852
2022-11-02,-0.8119651842064625
2022-11-03,-0.8248625656705091
2022-11-04,-0.8345093508382779
2022-11-07,-0.8417969497393772
2022-11-08,-0.8473435421422112
2022-11-09,-0.8515889497234793
2022-11-10,-0.8548524270491852
2022-11-11,-0.857369368405982
2022-11-14,-0.8593154754744262
2022-11-15,-0.8608231588857668
2022-11-16,-0.8619929571705258
2022-11-17,-0.8629016587976353
2022-11-18,-0.8636081830490695
2022-11-21,-0.8641579012264393
2022-11-22,-0.8645858502731177
2022-11-23,-0.8649191461700326
2022-11-24,-0.8651788107060451
2022-11-25,-0.8653811629713131
2022-11-28,-0.8655388846375277
2022-11-29,-0.8656618387643482
2022-11-30,-0.8657577011498974
2022-12-01,0.16797770550656863
2022-12-02,0.1941063040929639
2022-12-05,0.22240648293617052
2022-12-06,0.25303742370678495
2022-12-07,0.28607450590640304
2022-12-08,0.3214919249265512
2022-12-09,0.35913738579767607
2022-12-12,0.3987090890773349
2022-12-13,0.4397416362376707
2022-12-14,0.4816085383713202
2022-12-15,0.523548016302979
2022-12-16,0.5647147244710233
2022-12-19,0.6042531206921871
2022-12-20,0.6413805358689317
2022-12-21,0.6754630589038962
2022-12-22,0.7060680854004248
2022-12-23,0.7329840166621789
2022-12-26,0.7562071808366484
2022-12-27,0.7759042850773868
2022-12-28,0.7923626263884817
2022-12-29,0.8059395882737679
2022-12-30,0.817019368470951
2023-01-02,0.8259806370735704
2023-01-03,0.7134264020823572
2023-01-04,0.3404598868250425
2023-01-05,0.05919275984689594
2023-01-06,-0.153676528748113
2023-01-09,-0.3159196241214685
2023-01-10,-0.44023725167588124
2023-01-11,-0.5358819773883368
2023-01-12,-0.6096959542184363
2023-01-13,-0.6667982861246584
2023-01-16,-0.7110540323422553
2023-01-17,-0.7454022880037539
2023-01-18,-0.7720905024030743
2023-01-19,-0.7928447359386609
2023-01-20,-0.8089951315475342
2023-01-23,-0.821569453548174
2023-01-24,-0.8313634744760947
2023-01-25,-0.8389943391560925
2023-01-26,-0.844941266270196
2023-01-27,-0.8495767405311512
2023-01-30,-0.8531905077726586
2023-01-31,-0.8560080887830099
2023-02-01,0.11874576423612478
2023-02-02,0.15154951526919477
2023-02-03,0.1855430001779933
2023-02-06,0.22108115893126068
2023-02-07,0.25838204164695683
2023-02-08,0.297526897954741
2023-02-09,0.33844541110701665
2023-02-10,0.3808993933976932
2023-02-13,0.42447319198447375
2023-02-14,0.4685794395546133
2023-02-15,0.5124874081662839
2023-02-16,0.555376916487825
2023-02-17,0.5964136371572848
2023-02-20,0.6348338366406273
2023-02-21,0.6700215599420708
2023-02-22,0.701562006888564
2023-02-23,0.7292615572817842
2023-02-24,0.7531345889635199
2023-02-27,0.7733655479721767
2023-02-28,0.7902586721517949
2023-03-01,0.782289564550986
2023-03-02,0.7980443554987755
2023-03-03,0.8106719455229249
2023-03-06,0.8207375037300659
2023-03-07,0.8287252042489756
2023-03-08,0.8350412593203305
2023-03-09,0.8400211570879054
2023-03-10,0.8439385705986532
2023-03-13,0.847014588467579
2023-03-14,0.8494264608809285
2023-03-15,0.8513154440893689
2023-03-16,0.8527935829579474
2023-03-17,0.8539494261126694
2023-03-20,0.8548527525046014
2023-03-21,0.8555584266991944
2023-03-22,0.8561095110227847
2023-03-23,0.8565397581234045
2023-03-24,0.8568755953409767
2023-03-27,0.8571376972327215
2023-03-28,0.85734222731243
2023-03-29,0.8575018158991089
2023-03-30,0.8576263285221285
2023-03-31,0.8577234687491087
2023-04-03,0.7721196661938446
2023-04-04,0.7904560314954193
2023-04-05,0.8050659890634037
2023-04-06,0.8166468178316629
2023-04-07,0.8257950274464074
2023-04-10,0.8330020646314954
2023-04-11,0.8386677157969122
2023-04-12,0.8431141438852814
2023-04-13,0.8465990922521832
2023-04-14,0.8493276179627254
2023-04-17,0.8514621547890162
2023-04-18,0.8531309379963647
2023-04-19,0.8544349371826229
2023-04-20,0.8554534896006534
2023-04-21,0.8562488343588597
2023-04-24,0.856869735826956
2023-04-25,0.8573543633557119
2023-04-26,0.8577325703235689
2023-04-27,0.8580276919512948
