date,FRA_macro_f1,FRA_macro_f2
1999-02-01,4.667296888454974,0.8025815559664817
1999-02-02,4.6598205210254005,0.7851802600714682
1999-02-03,4.6598205210254005,0.7851802600121273
1999-02-04,4.6598205210254005,0.7851802600121273
1999-02-05,4.6598205210254005,0.7851802600121273
1999-02-08,4.6598205210254005,0.7851802600121273
1999-02-09,4.6598205210254005,0.7851802600121273
1999-02-10,4.6598205210254005,0.7851802600121273
1999-02-11,4.6598205210254005,0.7851802600121273
1999-02-12,4.6598205210254005,0.7851802600121273
1999-02-15,4.6598205210254005,0.7851802600121273
1999-02-16,4.6598205210254005,0.7851802600121273
1999-02-17,4.6598205210254005,0.7851802600121273
1999-02-18,4.6598205210254005,0.7851802600121273
1999-02-19,4.6598205210254005,0.7851802600121273
1999-02-22,4.6598205210254005,0.7851802600121273
1999-02-23,4.6598205210254005,0.7851802600121273
1999-02-24,4.6598205210254005,0.7851802600121273
1999-02-25,4.6598205210254005,0.7851802600121273
1999-02-26,4.6598205210254005,0.7851802600121273
1999-03-01,4.6598205210254005,0.7851802600121273
1999-03-02,4.680650518706715,0.846448598971175
1999-03-03,4.680650518706715,0.8464485991703404
1999-03-04,4.680650518706715,0.8464485991703404
1999-03-05,4.680650518706715,0.8464485991703404
1999-03-08,4.680650518706715,0.8464485991703404
1999-03-09,4.680650518706715,0.8464485991703404
1999-03-10,4.680650518706715,0.8464485991703404
1999-03-11,4.680650518706715,0.8464485991703404
1999-03-12,4.680650518706715,0.8464485991703404
1999-03-15,4.680650518706715,0.8464485991703404
1999-03-16,4.680650518706715,0.8464485991703404
1999-03-17,4.680650518706715,0.8464485991703404
1999-03-18,4.680650518706715,0.8464485991703404
1999-03-19,4.680650518706715,0.8464485991703404
1999-03-22,4.680650518706715,0.8464485991703404
1999-03-23,4.680650518706715,0.8464485991703404
1999-03-24,4.680650518706715,0.8464485991703404
1999-03-25,4.680650518706715,0.8464485991703404
1999-03-26,4.680650518706715,0.8464485991703404
1999-03-29,4.680650518706715,0.8464485991703404
1999-03-30,4.680650518706715,0.8464485991703404
1999-03-31,4.680650518706715,0.8464485991703404
1999-04-01,4.714980514929986,0.7879867356428448
1999-04-02,4.714980514929986,0.7879867354383517
1999-04-05,4.714980514929986,0.7879867354383517
1999-04-06,4.714980514929986,0.7879867354383517
1999-04-07,4.714980514929986,0.7879867354383517
1999-04-08,4.714980514929986,0.7879867354383517
1999-04-09,4.714980514929986,0.7879867354383517
1999-04-12,4.714980514929986,0.7879867354383517
1999-04-13,4.714980514929986,0.7879867354383517
1999-04-14,4.714980514929986,0.7879867354383517
1999-04-15,4.714980514929986,0.7879867354383517
1999-04-16,4.714980514929986,0.7879867354383517
1999-04-19,4.714980514929986,0.7879867354383517
1999-04-20,4.714980514929986,0.7879867354383517
1999-04-21,4.714980514929986,0.7879867354383517
1999-04-22,4.714980514929986,0.7879867354383517
1999-04-23,4.714980514929986,0.7879867354383517
1999-04-26,4.714980514929986,0.7879867354383517
1999-04-27,4.714980514929986,0.7879867354383517
1999-04-28,4.714980514929986,0.7879867354383517
1999-04-29,4.714980514929986,0.7879867354383517
1999-04-30,4.714980514929986,0.7879867354383517
1999-05-03,4.64254052296471,1.098345267054281
1999-05-04,4.64254052296471,1.0983452679531573
1999-05-05,4.64254052296471,1.0983452679531573
1999-05-06,4.64254052296471,1.0983452679531573
1999-05-07,4.64254052296471,1.0983452679531573
1999-05-10,4.64254052296471,1.0983452679531573
1999-05-11,4.64254052296471,1.0983452679531573
1999-05-12,4.64254052296471,1.0983452679531573
1999-05-13,4.64254052296471,1.0983452679531573
1999-05-14,4.64254052296471,1.0983452679531573
1999-05-17,4.64254052296471,1.0983452679531573
1999-05-18,4.64254052296471,1.0983452679531573
1999-05-19,4.64254052296471,1.0983452679531573
1999-05-20,4.64254052296471,1.0983452679531573
1999-05-21,4.64254052296471,1.0983452679531573
1999-05-24,4.64254052296471,1.0983452679531573
1999-05-25,4.64254052296471,1.0983452679531573
1999-05-26,4.64254052296471,1.0983452679531573
1999-05-27,4.64254052296471,1.0983452679531573
1999-05-28,4.64254052296471,1.0983452679531573
1999-05-31,4.64254052296471,1.0983452679531573
