date,USA_macro_f1,USA_macro_f2
1999-05-03,-0.9999832929578314,-0.9997620924118578
1999-05-04,-0.99998354967752,-0.9997620924118579
1999-05-05,-0.9999835496839339,-0.9997620924118579
1999-05-06,-0.999983549683934,-0.9997620924118579
1999-05-07,-0.999983549683934,-0.9997620924118579
1999-05-10,-0.999983549683934,-0.9997620924118579
1999-05-11,-0.999983549683934,-0.9997620924118579
1999-05-12,-0.999983549683934,-0.9997620924118579
1999-05-13,-0.999983549683934,-0.9997620924118579
1999-05-14,-0.999983549683934,-0.9997620924118579
1999-05-17,-0.999983549683934,-0.9997620924118579
1999-05-18,-0.999983549683934,-0.9997620924118579
1999-05-19,-0.999983549683934,-0.9997620924118579
1999-05-20,-0.999983549683934,-0.9997620924118579
1999-05-21,-0.999983549683934,-0.9997620924118579
1999-05-24,-0.999983549683934,-0.9997620924118579
1999-05-25,-0.999983549683934,-0.9997620924118579
1999-05-26,-0.999983549683934,-0.9997620924118579
1999-05-27,-0.999983549683934,-0.9997620924118579
1999-05-28,-0.999983549683934,-0.9997620924118579
1999-05-31,-0.9682339160912878,-0.9298141778320427
1999-06-01,-0.999981629726404,-0.9997249667978576
1999-06-02,-0.9999824623424238,-0.9997249667978583
1999-06-03,-0.9999824623632257,-0.9997249667978583
1999-06-04,-0.9999824623632263,-0.9997249667978583
1999-06-07,-0.9999824623632263,-0.9997249667978583
1999-06-08,-0.9999824623632263,-0.9997249667978583
1999-06-09,-0.9999824623632263,-0.9997249667978583
1999-06-10,-0.9999824623632263,-0.9997249667978583
1999-06-11,-0.9999824623632263,-0.9997249667978583
1999-06-14,-0.9999824623632263,-0.9997249667978583
1999-06-15,-0.9999824623632263,-0.9997249667978583
1999-06-16,-0.9999824623632263,-0.9997249667978583
1999-06-17,-0.9999824623632263,-0.9997249667978583
1999-06-18,-0.9999824623632263,-0.9997249667978583
1999-06-21,-0.9999824623632263,-0.9997249667978583
1999-06-22,-0.9999824623632263,-0.9997249667978583
1999-06-23,-0.9999824623632263,-0.9997249667978583
1999-06-24,-0.9999824623632263,-0.9997249667978583
1999-06-25,-0.9999824623632263,-0.9997249667978583
1999-06-28,-0.9999824623632263,-0.9997249667978583
1999-06-29,-0.9999824623632263,-0.9997249667978583
1999-06-30,-1.0350808646809182,-1.099868547067298
1999-07-01,-0.9999844551048269,-0.9997727542607747
1999-07-02,-0.9999836223582452,-0.9997727542607739
1999-07-05,-0.9999836223374401,-0.9997727542607739
1999-07-06,-0.9999836223374394,-0.9997727542607739
1999-07-07,-0.9999836223374394,-0.9997727542607739
1999-07-08,-0.9999836223374394,-0.9997727542607739
1999-07-09,-0.9999836223374394,-0.9997727542607739
1999-07-12,-0.9999836223374394,-0.9997727542607739
1999-07-13,-0.9999836223374394,-0.9997727542607739
1999-07-14,-0.9999836223374394,-0.9997727542607739
1999-07-15,-0.9999836223374394,-0.9997727542607739
1999-07-16,-0.9999836223374394,-0.9997727542607739
1999-07-19,-0.9999836223374394,-0.9997727542607739
1999-07-20,-0.9999836223374394,-0.9997727542607739
1999-07-21,-0.9999836223374394,-0.9997727542607739
1999-07-22,-0.9999836223374394,-0.9997727542607739
1999-07-23,-0.9999836223374394,-0.9997727542607739
1999-07-26,-0.9999836223374394,-0.9997727542607739
1999-07-27,-0.9999836223374394,-0.9997727542607739
1999-07-28,-0.9999836223374394,-0.9997727542607739
1999-07-29,-0.9999836223374394,-0.9997727542607739
1999-07-30,-0.9999836223374394,-0.9997727542607739
1999-08-02,-0.9765420505404095,-0.9856047258827656
1999-08-03,-0.9999822264471651,-0.9997661763114786
1999-08-04,-0.9999828333252667,-0.9997661763114786
1999-08-05,-0.9999828333404287,-0.9997661763114786
1999-08-06,-0.9999828333404291,-0.9997661763114786
1999-08-09,-0.9999828333404291,-0.9997661763114786
1999-08-10,-0.9999828333404291,-0.9997661763114786
1999-08-11,-0.9999828333404291,-0.9997661763114786
1999-08-12,-0.9999828333404291,-0.9997661763114786
1999-08-13,-0.9999828333404291,-0.9997661763114786
1999-08-16,-0.9999828333404291,-0.9997661763114786
1999-08-17,-0.9999828333404291,-0.9997661763114786
1999-08-18,-0.9999828333404291,-0.9997661763114786
1999-08-19,-0.9999828333404291,-0.9997661763114786
1999-08-20,-0.9999828333404291,-0.9997661763114786
1999-08-23,-0.9999828333404291,-0.9997661763114786
1999-08-24,-0.9999828333404291,-0.9997661763114786
1999-08-25,-0.9999828333404291,-0.9997661763114786
1999-08-26,-0.9999828333404291,-0.9997661763114786
1999-08-27,-0.9999828333404291,-0.9997661763114786
1999-08-30,-0.9999828333404291,-0.9997661763114786
1999-08-31,-1.0219828671375975,-1.1646039189459967
1999-09-01,-0.9999840905866255,-0.999827666818568
1999-09-02,-0.9999835585938122,-0.999827666818567
1999-09-03,-0.9999835585805209,-0.999827666818567
1999-09-06,-0.9999835585805207,-0.999827666818567
1999-09-07,-0.9999835585805207,-0.999827666818567
1999-09-08,-0.9999835585805207,-0.999827666818567
1999-09-09,-0.9999835585805207,-0.999827666818567
1999-09-10,-0.9999835585805207,-0.999827666818567
1999-09-13,-0.9999835585805207,-0.999827666818567
1999-09-14,-0.9999835585805207,-0.999827666818567
1999-09-15,-0.9999835585805207,-0.999827666818567
1999-09-16,-0.9999835585805207,-0.999827666818567
1999-09-17,-0.9999835585805207,-0.999827666818567
1999-09-20,-0.9999835585805207,-0.999827666818567
1999-09-21,-0.9999835585805207,-0.999827666818567
1999-09-22,-0.9999835585805207,-0.999827666818567
1999-09-23,-0.9999835585805207,-0.999827666818567
1999-09-24,-0.9999835585805207,-0.999827666818567
1999-09-27,-0.9999835585805207,-0.999827666818567
1999-09-28,-0.9999835585805207,-0.999827666818567
1999-09-29,-0.9999835585805207,-0.999827666818567
1999-09-30,-0.9912301146998074,-0.9863241431018682
1999-10-01,-0.9999830477756685,-0.9998229170334079
1999-10-04,-0.9999832693619336,-0.9998229170334079
1999-10-05,-0.9999832693674698,-0.9998229170334079
1999-10-06,-0.9999832693674698,-0.9998229170334079
1999-10-07,-0.9999832693674698,-0.9998229170334079
1999-10-08,-0.9999832693674698,-0.9998229170334079
1999-10-11,-0.9999832693674698,-0.9998229170334079
1999-10-12,-0.9999832693674698,-0.9998229170334079
1999-10-13,-0.9999832693674698,-0.9998229170334079
1999-10-14,-0.9999832693674698,-0.9998229170334079
1999-10-15,-0.9999832693674698,-0.9998229170334079
1999-10-18,-0.9999832693674698,-0.9998229170334079
1999-10-19,-0.9999832693674698,-0.9998229170334079
1999-10-20,-0.9999832693674698,-0.9998229170334079
1999-10-21,-0.9999832693674698,-0.9998229170334079
1999-10-22,-0.9999832693674698,-0.9998229170334079
1999-10-25,-0.9999832693674698,-0.9998229170334079
1999-10-26,-0.9999832693674698,-0.9998229170334079
1999-10-27,-0.9999832693674698,-0.9998229170334079
1999-10-28,-0.9999832693674698,-0.9998229170334079
1999-10-29,-0.9999832693674698,-0.9998229170334079
1999-11-01,-0.9588233642180666,-0.9780014009504064
1999-11-02,-0.9999807188135257,-0.9998149288119877
1999-11-03,-0.9999818142349881,-0.999814928811988
1999-11-04,-0.9999818142623559,-0.999814928811988
1999-11-05,-0.9999818142623567,-0.999814928811988
1999-11-08,-0.9999818142623567,-0.999814928811988
1999-11-09,-0.9999818142623567,-0.999814928811988
1999-11-10,-0.9999818142623567,-0.999814928811988
1999-11-11,-0.9999818142623567,-0.999814928811988
1999-11-12,-0.9999818142623567,-0.999814928811988
1999-11-15,-0.9999818142623567,-0.999814928811988
1999-11-16,-0.9999818142623567,-0.999814928811988
1999-11-17,-0.9999818142623567,-0.999814928811988
1999-11-18,-0.9999818142623567,-0.999814928811988
1999-11-19,-0.9999818142623567,-0.999814928811988
1999-11-22,-0.9999818142623567,-0.999814928811988
1999-11-23,-0.9999818142623567,-0.999814928811988
1999-11-24,-0.9999818142623567,-0.999814928811988
1999-11-25,-0.9999818142623567,-0.999814928811988
1999-11-26,-0.9999818142623567,-0.999814928811988
1999-11-29,-0.9999818142623567,-0.999814928811988
1999-11-30,-1.0190299978754518,-1.0815084078524557
1999-12-01,-0.9999829452746509,-0.999841825766005
1999-12-02,-0.9999824826668973,-0.9998418257660043
1999-12-03,-0.9999824826553396,-0.9998418257660043
1999-12-06,-0.9999824826553394,-0.9998418257660043
1999-12-07,-0.9999824826553394,-0.9998418257660043
1999-12-08,-0.9999824826553394,-0.9998418257660043
1999-12-09,-0.9999824826553394,-0.9998418257660043
1999-12-10,-0.9999824826553394,-0.9998418257660043
1999-12-13,-0.9999824826553394,-0.9998418257660043
1999-12-14,-0.9999824826553394,-0.9998418257660043
1999-12-15,-0.9999824826553394,-0.9998418257660043
1999-12-16,-0.9999824826553394,-0.9998418257660043
1999-12-17,-0.9999824826553394,-0.9998418257660043
1999-12-20,-0.9999824826553394,-0.9998418257660043
1999-12-21,-0.9999824826553394,-0.9998418257660043
1999-12-22,-0.9999824826553394,-0.9998418257660043
1999-12-23,-0.9999824826553394,-0.9998418257660043
1999-12-24,-0.9999824826553394,-0.9998418257660043
1999-12-27,-0.9999824826553394,-0.9998418257660043
1999-12-28,-0.9999824826553394,-0.9998418257660043
1999-12-29,-0.9999824826553394,-0.9998418257660043
1999-12-30,-0.9999824826553394,-0.9998418257660043
1999-12-31,-0.8898141823758071,-0.6871575036687968
2000-01-03,-0.9999746283816928,-0.9996652113050823
2000-01-04,-0.9999779128048215,-0.999665211305087
2000-01-05,-0.9999779128868792,-0.999665211305087
2000-01-06,-0.9999779128868812,-0.999665211305087
2000-01-07,-0.9999779128868812,-0.999665211305087
2000-01-10,-0.9999779128868812,-0.999665211305087
2000-01-11,-0.9999779128868812,-0.999665211305087
2000-01-12,-0.9999779128868812,-0.999665211305087
2000-01-13,-0.9999779128868812,-0.999665211305087
2000-01-14,-0.9999779128868812,-0.999665211305087
2000-01-17,-0.9999779128868812,-0.999665211305087
2000-01-18,-0.9999779128868812,-0.999665211305087
2000-01-19,-0.9999779128868812,-0.999665211305087
2000-01-20,-0.9999779128868812,-0.999665211305087
2000-01-21,-0.9999779128868812,-0.999665211305087
2000-01-24,-0.9999779128868812,-0.999665211305087
2000-01-25,-0.9999779128868812,-0.999665211305087
2000-01-26,-0.9999779128868812,-0.999665211305087
2000-01-27,-0.9999779128868812,-0.999665211305087
2000-01-28,-0.9999779128868812,-0.999665211305087
2000-01-31,-1.1193327160276605,-1.5722496157657426
2000-02-01,-0.9999848659757543,-0.9998646161909787
2000-02-02,-0.9999823441696041,-0.9998646161909762
2000-02-03,-0.9999823441066001,-0.9998646161909762
2000-02-04,-0.9999823441065986,-0.9998646161909762
2000-02-07,-0.9999823441065986,-0.9998646161909762
2000-02-08,-0.9999823441065986,-0.9998646161909762
2000-02-09,-0.9999823441065986,-0.9998646161909762
2000-02-10,-0.9999823441065986,-0.9998646161909762
2000-02-11,-0.9999823441065986,-0.9998646161909762
2000-02-14,-0.9999823441065986,-0.9998646161909762
2000-02-15,-0.9999823441065986,-0.9998646161909762
2000-02-16,-0.9999823441065986,-0.9998646161909762
2000-02-17,-0.9999823441065986,-0.9998646161909762
2000-02-18,-0.9999823441065986,-0.9998646161909762
2000-02-21,-0.9999823441065986,-0.9998646161909762
2000-02-22,-0.9999823441065986,-0.9998646161909762
2000-02-23,-0.9999823441065986,-0.9998646161909762
2000-02-24,-0.9999823441065986,-0.9998646161909762
2000-02-25,-0.9999823441065986,-0.9998646161909762
2000-02-28,-0.9999823441065986,-0.9998646161909762
2000-02-29,-0.9989120883667431,-0.9667986669237685
2000-03-01,-0.9999822797681643,-0.9998551992126099
2000-03-02,-0.9999823065485456,-0.9998551992126102
2000-03-03,-0.9999823065492148,-0.9998551992126102
2000-03-06,-0.9999823065492148,-0.9998551992126102
2000-03-07,-0.9999823065492148,-0.9998551992126102
2000-03-08,-0.9999823065492148,-0.9998551992126102
2000-03-09,-0.9999823065492148,-0.9998551992126102
2000-03-10,-0.9999823065492148,-0.9998551992126102
2000-03-13,-0.9999823065492148,-0.9998551992126102
2000-03-14,-0.9999823065492148,-0.9998551992126102
2000-03-15,-0.9999823065492148,-0.9998551992126102
2000-03-16,-0.9999823065492148,-0.9998551992126102
2000-03-17,-0.9999823065492148,-0.9998551992126102
2000-03-20,-0.9999823065492148,-0.9998551992126102
2000-03-21,-0.9999823065492148,-0.9998551992126102
2000-03-22,-0.9999823065492148,-0.9998551992126102
2000-03-23,-0.9999823065492148,-0.9998551992126102
2000-03-24,-0.9999823065492148,-0.9998551992126102
2000-03-27,-0.9999823065492148,-0.9998551992126102
2000-03-28,-0.9999823065492148,-0.9998551992126102
2000-03-29,-0.9999823065492148,-0.9998551992126102
2000-03-30,-0.9999823065492148,-0.9998551992126102
2000-03-31,-1.0065724420321638,-1.0932063898878035
2000-04-03,-0.9999826986939003,-0.9998788687516038
2000-04-04,-0.9999825356706398,-0.999878868751603
2000-04-05,-0.9999825356665669,-0.999878868751603
2000-04-06,-0.9999825356665667,-0.999878868751603
2000-04-07,-0.9999825356665667,-0.999878868751603
2000-04-10,-0.9999825356665667,-0.999878868751603
2000-04-11,-0.9999825356665667,-0.999878868751603
2000-04-12,-0.9999825356665667,-0.999878868751603
2000-04-13,-0.9999825356665667,-0.999878868751603
2000-04-14,-0.9999825356665667,-0.999878868751603
2000-04-17,-0.9999825356665667,-0.999878868751603
2000-04-18,-0.9999825356665667,-0.999878868751603
2000-04-19,-0.9999825356665667,-0.999878868751603
2000-04-20,-0.9999825356665667,-0.999878868751603
2000-04-21,-0.9999825356665667,-0.999878868751603
2000-04-24,-0.9999825356665667,-0.999878868751603
2000-04-25,-0.9999825356665667,-0.999878868751603
2000-04-26,-0.9999825356665667,-0.999878868751603
2000-04-27,-0.9999825356665667,-0.999878868751603
2000-04-28,-0.9999825356665667,-0.999878868751603
2000-05-01,-0.959261324757003,-1.0328723761131267
2000-05-02,-0.999979950429809,-0.9998864825597034
2000-05-03,-0.9999810334257522,-0.9998864825597031
2000-05-04,-0.9999810334528096,-0.9998864825597031
2000-05-05,-0.9999810334528104,-0.9998864825597031
2000-05-08,-0.9999810334528104,-0.9998864825597031
2000-05-09,-0.9999810334528104,-0.9998864825597031
2000-05-10,-0.9999810334528104,-0.9998864825597031
2000-05-11,-0.9999810334528104,-0.9998864825597031
2000-05-12,-0.9999810334528104,-0.9998864825597031
2000-05-15,-0.9999810334528104,-0.9998864825597031
2000-05-16,-0.9999810334528104,-0.9998864825597031
2000-05-17,-0.9999810334528104,-0.9998864825597031
2000-05-18,-0.9999810334528104,-0.9998864825597031
2000-05-19,-0.9999810334528104,-0.9998864825597031
2000-05-22,-0.9999810334528104,-0.9998864825597031
2000-05-23,-0.9999810334528104,-0.9998864825597031
2000-05-24,-0.9999810334528104,-0.9998864825597031
2000-05-25,-0.9999810334528104,-0.9998864825597031
2000-05-26,-0.9999810334528104,-0.9998864825597031
2000-05-29,-0.9999810334528104,-0.9998864825597031
2000-05-30,-0.9999810334528104,-0.9998864825597031
2000-05-31,-1.058439337363835,-1.0838515383830998
2000-06-01,-0.9999843975000847,-0.99990338704921
2000-06-02,-0.9999830558351371,-0.9999033870492093
2000-06-05,-0.9999830558016174,-0.9999033870492093
2000-06-06,-0.9999830558016166,-0.9999033870492093
2000-06-07,-0.9999830558016166,-0.9999033870492093
2000-06-08,-0.9999830558016166,-0.9999033870492093
2000-06-09,-0.9999830558016166,-0.9999033870492093
2000-06-12,-0.9999830558016166,-0.9999033870492093
2000-06-13,-0.9999830558016166,-0.9999033870492093
2000-06-14,-0.9999830558016166,-0.9999033870492093
2000-06-15,-0.9999830558016166,-0.9999033870492093
2000-06-16,-0.9999830558016166,-0.9999033870492093
2000-06-19,-0.9999830558016166,-0.9999033870492093
2000-06-20,-0.9999830558016166,-0.9999033870492093
2000-06-21,-0.9999830558016166,-0.9999033870492093
2000-06-22,-0.9999830558016166,-0.9999033870492093
2000-06-23,-0.9999830558016166,-0.9999033870492093
2000-06-26,-0.9999830558016166,-0.9999033870492093
2000-06-27,-0.9999830558016166,-0.9999033870492093
2000-06-28,-0.9999830558016166,-0.9999033870492093
2000-06-29,-0.9999830558016166,-0.9999033870492093
2000-06-30,-0.9944844774881492,-1.0044252758003915
2000-07-03,-0.9999827309344721,-0.9999042548636666
2000-07-04,-0.9999828694428035,-0.9999042548636666
2000-07-05,-0.9999828694462639,-0.9999042548636666
2000-07-06,-0.999982869446264,-0.9999042548636666
2000-07-07,-0.999982869446264,-0.9999042548636666
2000-07-10,-0.999982869446264,-0.9999042548636666
2000-07-11,-0.999982869446264,-0.9999042548636666
2000-07-12,-0.999982869446264,-0.9999042548636666
2000-07-13,-0.999982869446264,-0.9999042548636666
2000-07-14,-0.999982869446264,-0.9999042548636666
2000-07-17,-0.999982869446264,-0.9999042548636666
2000-07-18,-0.999982869446264,-0.9999042548636666
2000-07-19,-0.999982869446264,-0.9999042548636666
2000-07-20,-0.999982869446264,-0.9999042548636666
2000-07-21,-0.999982869446264,-0.9999042548636666
2000-07-24,-0.999982869446264,-0.9999042548636666
2000-07-25,-0.999982869446264,-0.9999042548636666
2000-07-26,-0.999982869446264,-0.9999042548636666
2000-07-27,-0.999982869446264,-0.9999042548636666
2000-07-28,-0.999982869446264,-0.9999042548636666
2000-07-31,-0.9811684289932745,-0.9638215445337857
2000-08-01,-0.9999817278850244,-0.999896952949975
2000-08-02,-0.9999822115172888,-0.9998969529499754
2000-08-03,-0.9999822115293718,-0.9998969529499754
2000-08-04,-0.9999822115293721,-0.9998969529499754
2000-08-07,-0.9999822115293721,-0.9998969529499754
2000-08-08,-0.9999822115293721,-0.9998969529499754
2000-08-09,-0.9999822115293721,-0.9998969529499754
2000-08-10,-0.9999822115293721,-0.9998969529499754
2000-08-11,-0.9999822115293721,-0.9998969529499754
2000-08-14,-0.9999822115293721,-0.9998969529499754
2000-08-15,-0.9999822115293721,-0.9998969529499754
2000-08-16,-0.9999822115293721,-0.9998969529499754
2000-08-17,-0.9999822115293721,-0.9998969529499754
2000-08-18,-0.9999822115293721,-0.9998969529499754
2000-08-21,-0.9999822115293721,-0.9998969529499754
2000-08-22,-0.9999822115293721,-0.9998969529499754
2000-08-23,-0.9999822115293721,-0.9998969529499754
2000-08-24,-0.9999822115293721,-0.9998969529499754
2000-08-25,-0.9999822115293721,-0.9998969529499754
2000-08-28,-0.9999822115293721,-0.9998969529499754
2000-08-29,-0.9999822115293721,-0.9998969529499754
2000-08-30,-0.9999822115293721,-0.9998969529499754
2000-08-31,-1.004029409485508,-0.9766259773548981
2000-09-01,-0.9999824540361657,-0.9998919844483063
2000-09-04,-0.999982353538534,-0.9998919844483065
2000-09-05,-0.9999823535360232,-0.9998919844483065
2000-09-06,-0.9999823535360232,-0.9998919844483065
2000-09-07,-0.9999823535360232,-0.9998919844483065
2000-09-08,-0.9999823535360232,-0.9998919844483065
2000-09-11,-0.9999823535360232,-0.9998919844483065
2000-09-12,-0.9999823535360232,-0.9998919844483065
2000-09-13,-0.9999823535360232,-0.9998919844483065
2000-09-14,-0.9999823535360232,-0.9998919844483065
2000-09-15,-0.9999823535360232,-0.9998919844483065
2000-09-18,-0.9999823535360232,-0.9998919844483065
2000-09-19,-0.9999823535360232,-0.9998919844483065
2000-09-20,-0.9999823535360232,-0.9998919844483065
2000-09-21,-0.9999823535360232,-0.9998919844483065
2000-09-22,-0.9999823535360232,-0.9998919844483065
2000-09-25,-0.9999823535360232,-0.9998919844483065
2000-09-26,-0.9999823535360232,-0.9998919844483065
2000-09-27,-0.9999823535360232,-0.9998919844483065
2000-09-28,-0.9999823535360232,-0.9998919844483065
2000-09-29,-0.9999823535360232,-0.9998919844483065
2000-10-02,-0.9792559359795565,-1.0420507717975824
2000-10-03,-0.9999810702004495,-0.9999005464584382
2000-10-04,-0.9999816045464027,-0.9999005464584378
2000-10-05,-0.9999816045597527,-0.9999005464584378
2000-10-06,-0.999981604559753,-0.9999005464584378
2000-10-09,-0.999981604559753,-0.9999005464584378
2000-10-10,-0.999981604559753,-0.9999005464584378
2000-10-11,-0.999981604559753,-0.9999005464584378
2000-10-12,-0.999981604559753,-0.9999005464584378
2000-10-13,-0.999981604559753,-0.9999005464584378
2000-10-16,-0.999981604559753,-0.9999005464584378
2000-10-17,-0.999981604559753,-0.9999005464584378
2000-10-18,-0.999981604559753,-0.9999005464584378
2000-10-19,-0.999981604559753,-0.9999005464584378
2000-10-20,-0.999981604559753,-0.9999005464584378
2000-10-23,-0.999981604559753,-0.9999005464584378
2000-10-24,-0.999981604559753,-0.9999005464584378
2000-10-25,-0.999981604559753,-0.9999005464584378
2000-10-26,-0.999981604559753,-0.9999005464584378
2000-10-27,-0.999981604559753,-0.9999005464584378
2000-10-30,-0.999981604559753,-0.9999005464584378
2000-10-31,-0.9891241902166771,-0.9977471740212057
2000-11-01,-0.999980925821914,-0.9999001167710788
2000-11-02,-0.9999812015461325,-0.9999001167710788
2000-11-03,-0.9999812015530211,-0.9999001167710788
2000-11-06,-0.9999812015530214,-0.9999001167710788
2000-11-07,-0.9999812015530214,-0.9999001167710788
2000-11-08,-0.9999812015530214,-0.9999001167710788
2000-11-09,-0.9999812015530214,-0.9999001167710788
2000-11-10,-0.9999812015530214,-0.9999001167710788
2000-11-13,-0.9999812015530214,-0.9999001167710788
2000-11-14,-0.9999812015530214,-0.9999001167710788
2000-11-15,-0.9999812015530214,-0.9999001167710788
2000-11-16,-0.9999812015530214,-0.9999001167710788
2000-11-17,-0.9999812015530214,-0.9999001167710788
2000-11-20,-0.9999812015530214,-0.9999001167710788
2000-11-21,-0.9999812015530214,-0.9999001167710788
2000-11-22,-0.9999812015530214,-0.9999001167710788
2000-11-23,-0.9999812015530214,-0.9999001167710788
2000-11-24,-0.9999812015530214,-0.9999001167710788
2000-11-27,-0.9999812015530214,-0.9999001167710788
2000-11-28,-0.9999812015530214,-0.9999001167710788
2000-11-29,-0.9999812015530214,-0.9999001167710788
2000-11-30,-0.9994948969531277,-1.0046897200354092
2000-12-01,-0.9999811712324121,-0.9999010666967447
2000-12-04,-0.999981183390236,-0.9999010666967447
2000-12-05,-0.9999811833905399,-0.9999010666967447
2000-12-06,-0.9999811833905399,-0.9999010666967447
2000-12-07,-0.9999811833905399,-0.9999010666967447
2000-12-08,-0.9999811833905399,-0.9999010666967447
2000-12-11,-0.9999811833905399,-0.9999010666967447
2000-12-12,-0.9999811833905399,-0.9999010666967447
2000-12-13,-0.9999811833905399,-0.9999010666967447
2000-12-14,-0.9999811833905399,-0.9999010666967447
2000-12-15,-0.9999811833905399,-0.9999010666967447
2000-12-18,-0.9999811833905399,-0.9999010666967447
2000-12-19,-0.9999811833905399,-0.9999010666967447
2000-12-20,-0.9999811833905399,-0.9999010666967447
2000-12-21,-0.9999811833905399,-0.9999010666967447
2000-12-22,-0.9999811833905399,-0.9999010666967447
2000-12-25,-0.9999811833905399,-0.9999010666967447
2000-12-26,-0.9999811833905399,-0.9999010666967447
2000-12-27,-0.9999811833905399,-0.9999010666967447
2000-12-28,-0.9999811833905399,-0.9999010666967447
2000-12-29,-0.9999811833905399,-0.9999010666967447
2001-01-01,-0.9178669295462648,-0.7991894308757009
2001-01-02,-0.999975357032837,-0.9998451465790404
2001-01-03,-0.9999776918865056,-0.9998451465790428
2001-01-04,-0.9999776919448391,-0.9998451465790428
2001-01-05,-0.9999776919448407,-0.9998451465790428
2001-01-08,-0.9999776919448407,-0.9998451465790428
2001-01-09,-0.9999776919448407,-0.9998451465790428
2001-01-10,-0.9999776919448407,-0.9998451465790428
2001-01-11,-0.9999776919448407,-0.9998451465790428
2001-01-12,-0.9999776919448407,-0.9998451465790428
2001-01-15,-0.9999776919448407,-0.9998451465790428
2001-01-16,-0.9999776919448407,-0.9998451465790428
2001-01-17,-0.9999776919448407,-0.9998451465790428
2001-01-18,-0.9999776919448407,-0.9998451465790428
2001-01-19,-0.9999776919448407,-0.9998451465790428
2001-01-22,-0.9999776919448407,-0.9998451465790428
2001-01-23,-0.9999776919448407,-0.9998451465790428
2001-01-24,-0.9999776919448407,-0.9998451465790428
2001-01-25,-0.9999776919448407,-0.9998451465790428
2001-01-26,-0.9999776919448407,-0.9998451465790428
2001-01-29,-0.9999776919448407,-0.9998451465790428
2001-01-30,-0.9999776919448407,-0.9998451465790428
