date,ITA_real_estate_f1,ITA_real_estate_f2
2005-06-23,1.8424925458492143,0.9453985801487071
2005-06-24,1.8424925458492143,0.9453985801487071
2005-06-27,1.8424925458492143,0.9453985801487071
2005-06-28,1.8424925458492143,0.9453985801487071
2005-06-29,1.8424925458492143,0.9453985801487071
2005-06-30,1.8424925458492143,0.9453985801487071
2005-07-01,1.8328971682857496,0.9648864674453629
2005-07-04,1.8328971682857496,0.9648864674453629
2005-07-05,1.8328971682857496,0.9648864674453629
2005-07-06,1.8328971682857496,0.9648864674453629
2005-07-07,1.8328971682857496,0.9648864674453629
2005-07-08,1.8328971682857496,0.9648864674453629
2005-07-11,1.8328971682857496,0.9648864674453629
2005-07-12,1.8328971682857496,0.9648864674453629
2005-07-13,1.8328971682857496,0.9648864674453629
2005-07-14,1.8328971682857496,0.9648864674453629
2005-07-15,1.8328971682857496,0.9648864674453629
2005-07-18,1.8328971682857496,0.9648864674453629
2005-07-19,1.8328971682857496,0.9648864674453629
2005-07-20,1.8328971682857496,0.9648864674453629
2005-07-21,1.8328971682857496,0.9648864674453629
2005-07-22,1.8328971682857496,0.9648864674453629
2005-07-25,1.8328971682857496,0.9648864674453629
2005-07-26,1.8328971682857496,0.9648864674453629
2005-07-27,1.8328971682857496,0.9648864674453629
2005-07-28,1.8328971682857496,0.9648864674453629
2005-07-29,1.8328971682857496,0.9648864674453629
2005-08-01,1.8328971682857496,0.9648864674453629
2005-08-02,1.7906481108832968,0.967839450763499
2005-08-03,1.7906481108832968,0.967839450763499
2005-08-04,1.7906481108832968,0.967839450763499
2005-08-05,1.7906481108832968,0.967839450763499
2005-08-08,1.7906481108832968,0.967839450763499
2005-08-09,1.7906481108832968,0.967839450763499
2005-08-10,1.7906481108832968,0.967839450763499
2005-08-11,1.7906481108832968,0.967839450763499
2005-08-12,1.7906481108832968,0.967839450763499
2005-08-15,1.7906481108832968,0.967839450763499
2005-08-16,1.7906481108832968,0.967839450763499
2005-08-17,1.7906481108832968,0.967839450763499
2005-08-18,1.7906481108832968,0.967839450763499
2005-08-19,1.7906481108832968,0.967839450763499
2005-08-22,1.7906481108832968,0.967839450763499
2005-08-23,1.7906481108832968,0.967839450763499
2005-08-24,1.7906481108832968,0.967839450763499
2005-08-25,1.7906481108832968,0.967839450763499
2005-08-26,1.7906481108832968,0.967839450763499
2005-08-29,1.7906481108832968,0.967839450763499
2005-08-30,1.7906481108832968,0.967839450763499
2005-08-31,1.7906481108832968,0.967839450763499
2005-09-01,1.8086590632316304,0.9408456071525186
2005-09-02,1.8086590632316304,0.9408456071525186
2005-09-05,1.8086590632316304,0.9408456071525186
2005-09-06,1.8086590632316304,0.9408456071525186
2005-09-07,1.8086590632316304,0.9408456071525186
2005-09-08,1.8086590632316304,0.9408456071525186
2005-09-09,1.8086590632316304,0.9408456071525186
2005-09-12,1.8086590632316304,0.9408456071525186
2005-09-13,1.8086590632316304,0.9408456071525186
2005-09-14,1.8086590632316304,0.9408456071525186
2005-09-15,1.8086590632316304,0.9408456071525186
2005-09-16,1.8086590632316304,0.9408456071525186
2005-09-19,1.8086590632316304,0.9408456071525186
2005-09-20,1.8086590632316304,0.9408456071525186
2005-09-21,1.8086590632316304,0.9408456071525186
2005-09-22,1.8086590632316304,0.9408456071525186
2005-09-23,1.8086590632316304,0.9408456071525186
2005-09-26,1.8086590632316304,0.9408456071525186
2005-09-27,1.8086590632316304,0.9408456071525186
2005-09-28,1.8086590632316304,0.9408456071525186
2005-09-29,1.8086590632316304,0.9408456071525186
2005-09-30,1.8086590632316304,0.9408456071525186
2005-10-03,1.7846211792730464,0.966655457439822
2005-10-04,1.7846211792730464,0.966655457439822
2005-10-05,1.7846211792730464,0.966655457439822
2005-10-06,1.7846211792730464,0.966655457439822
2005-10-07,1.7846211792730464,0.966655457439822
2005-10-10,1.7846211792730464,0.966655457439822
2005-10-11,1.7846211792730464,0.966655457439822
2005-10-12,1.7846211792730464,0.966655457439822
2005-10-13,1.7846211792730464,0.966655457439822
2005-10-14,1.7846211792730464,0.966655457439822
2005-10-17,1.7846211792730464,0.966655457439822
2005-10-18,1.7846211792730464,0.966655457439822
2005-10-19,1.7846211792730464,0.966655457439822
2005-10-20,1.7846211792730464,0.966655457439822
2005-10-21,1.7846211792730464,0.966655457439822
2005-10-24,1.7846211792730464,0.966655457439822
2005-10-25,1.7846211792730464,0.966655457439822
2005-10-26,1.7846211792730464,0.966655457439822
2005-10-27,1.7846211792730464,0.966655457439822
2005-10-28,1.7846211792730464,0.966655457439822
2005-10-31,1.7846211792730464,0.966655457439822
2005-11-01,1.793736546516773,0.9635794748614104
2005-11-02,1.793736546516773,0.9635794748614104
2005-11-03,1.793736546516773,0.9635794748614104
2005-11-04,1.793736546516773,0.9635794748614104
2005-11-07,1.793736546516773,0.9635794748614104
2005-11-08,1.793736546516773,0.9635794748614104
2005-11-09,1.793736546516773,0.9635794748614104
2005-11-10,1.793736546516773,0.9635794748614104
2005-11-11,1.793736546516773,0.9635794748614104
2005-11-14,1.793736546516773,0.9635794748614104
2005-11-15,1.793736546516773,0.9635794748614104
2005-11-16,1.793736546516773,0.9635794748614104
2005-11-17,1.793736546516773,0.9635794748614104
2005-11-18,1.793736546516773,0.9635794748614104
2005-11-21,1.793736546516773,0.9635794748614104
2005-11-22,1.793736546516773,0.9635794748614104
2005-11-23,1.793736546516773,0.9635794748614104
2005-11-24,1.793736546516773,0.9635794748614104
2005-11-25,1.793736546516773,0.9635794748614104
2005-11-28,1.793736546516773,0.9635794748614104
2005-11-29,1.793736546516773,0.9635794748614104
2005-11-30,1.793736546516773,0.9635794748614104
2005-12-01,1.815355745029034,0.9311866653143136
2005-12-02,1.815355745029034,0.9311866653143136
2005-12-05,1.815355745029034,0.9311866653143136
2005-12-06,1.815355745029034,0.9311866653143136
2005-12-07,1.815355745029034,0.9311866653143136
2005-12-08,1.815355745029034,0.9311866653143136
2005-12-09,1.815355745029034,0.9311866653143136
2005-12-12,1.815355745029034,0.9311866653143136
2005-12-13,1.815355745029034,0.9311866653143136
2005-12-14,1.815355745029034,0.9311866653143136
2005-12-15,1.815355745029034,0.9311866653143136
2005-12-16,1.815355745029034,0.9311866653143136
2005-12-19,1.815355745029034,0.9311866653143136
2005-12-20,1.815355745029034,0.9311866653143136
2005-12-21,1.815355745029034,0.9311866653143136
2005-12-22,1.815355745029034,0.9311866653143136
2005-12-23,1.815355745029034,0.9311866653143136
2005-12-26,1.815355745029034,0.9311866653143136
2005-12-27,1.815355745029034,0.9311866653143136
2005-12-28,1.815355745029034,0.9311866653143136
2005-12-29,1.815355745029034,0.9311866653143136
2005-12-30,1.815355745029034,0.9311866653143136
2006-01-02,1.815355745029034,0.9311866653143136
2006-01-03,1.842182694362836,0.8926929096095652
2006-01-04,1.842182694362836,0.8926929096095652
2006-01-05,1.842182694362836,0.8926929096095652
2006-01-06,1.842182694362836,0.8926929096095652
2006-01-09,1.842182694362836,0.8926929096095652
2006-01-10,1.842182694362836,0.8926929096095652
2006-01-11,1.842182694362836,0.8926929096095652
2006-01-12,1.842182694362836,0.8926929096095652
2006-01-13,1.842182694362836,0.8926929096095652
2006-01-16,1.842182694362836,0.8926929096095652
2006-01-17,1.842182694362836,0.8926929096095652
2006-01-18,1.842182694362836,0.8926929096095652
2006-01-19,1.842182694362836,0.8926929096095652
2006-01-20,1.842182694362836,0.8926929096095652
2006-01-23,1.842182694362836,0.8926929096095652
2006-01-24,1.842182694362836,0.8926929096095652
2006-01-25,1.842182694362836,0.8926929096095652
2006-01-26,1.842182694362836,0.8926929096095652
2006-01-27,1.842182694362836,0.8926929096095652
2006-01-30,1.842182694362836,0.8926929096095652
2006-01-31,1.842182694362836,0.8926929096095652
2006-02-01,1.8781957614449882,0.804113560603968
2006-02-02,1.8781957614449882,0.804113560603968
2006-02-03,1.8781957614449882,0.804113560603968
2006-02-06,1.8781957614449882,0.804113560603968
2006-02-07,1.8781957614449882,0.804113560603968
2006-02-08,1.8781957614449882,0.804113560603968
2006-02-09,1.8781957614449882,0.804113560603968
2006-02-10,1.8781957614449882,0.804113560603968
2006-02-13,1.8781957614449882,0.804113560603968
2006-02-14,1.8781957614449882,0.804113560603968
2006-02-15,1.8781957614449882,0.804113560603968
2006-02-16,1.8781957614449882,0.804113560603968
2006-02-17,1.8781957614449882,0.804113560603968
2006-02-20,1.8781957614449882,0.804113560603968
2006-02-21,1.8781957614449882,0.804113560603968
2006-02-22,1.8781957614449882,0.804113560603968
2006-02-23,1.8781957614449882,0.804113560603968
2006-02-24,1.8781957614449882,0.804113560603968
2006-02-27,1.8781957614449882,0.804113560603968
2006-02-28,1.8781957614449882,0.804113560603968
2006-03-01,1.8998258999997655,0.7717218359766629
2006-03-02,1.8998258999997655,0.7717218359766629
2006-03-03,1.8998258999997655,0.7717218359766629
2006-03-06,1.8998258999997655,0.7717218359766629
2006-03-07,1.8998258999997655,0.7717218359766629
2006-03-08,1.8998258999997655,0.7717218359766629
2006-03-09,1.8998258999997655,0.7717218359766629
2006-03-10,1.8998258999997655,0.7717218359766629
2006-03-13,1.8998258999997655,0.7717218359766629
2006-03-14,1.8998258999997655,0.7717218359766629
2006-03-15,1.8998258999997655,0.7717218359766629
2006-03-16,1.8998258999997655,0.7717218359766629
2006-03-17,1.8998258999997655,0.7717218359766629
2006-03-20,1.8998258999997655,0.7717218359766629
2006-03-21,1.8998258999997655,0.7717218359766629
2006-03-22,1.8998258999997655,0.7717218359766629
2006-03-23,1.8998258999997655,0.7717218359766629
2006-03-24,1.8998258999997655,0.7717218359766629
2006-03-27,1.8998258999997655,0.7717218359766629
2006-03-28,1.8998258999997655,0.7717218359766629
2006-03-29,1.8998258999997655,0.7717218359766629
2006-03-30,1.8998258999997655,0.7717218359766629
2006-03-31,1.8998258999997655,0.7717218359766629
2006-04-03,1.9053034382769374,0.6826537278988457
2006-04-04,1.9053034382769374,0.6826537278988457
2006-04-05,1.9053034382769374,0.6826537278988457
2006-04-06,1.9053034382769374,0.6826537278988457
2006-04-07,1.9053034382769374,0.6826537278988457
2006-04-10,1.9053034382769374,0.6826537278988457
2006-04-11,1.9053034382769374,0.6826537278988457
2006-04-12,1.9053034382769374,0.6826537278988457
2006-04-13,1.9053034382769374,0.6826537278988457
2006-04-14,1.9053034382769374,0.6826537278988457
2006-04-17,1.9053034382769374,0.6826537278988457
2006-04-18,1.9053034382769374,0.6826537278988457
2006-04-19,1.9053034382769374,0.6826537278988457
2006-04-20,1.9053034382769374,0.6826537278988457
2006-04-21,1.9053034382769374,0.6826537278988457
2006-04-24,1.9053034382769374,0.6826537278988457
2006-04-25,1.9053034382769374,0.6826537278988457
2006-04-26,1.9053034382769374,0.6826537278988457
2006-04-27,1.9053034382769374,0.6826537278988457
2006-04-28,1.9053034382769374,0.6826537278988457
2006-05-01,1.9053034382769374,0.6826537278988457
2006-05-02,1.9594298531485934,0.6224504753489962
2006-05-03,1.9594298531485934,0.6224504753489962
2006-05-04,1.9594298531485934,0.6224504753489962
2006-05-05,1.9594298531485934,0.6224504753489962
2006-05-08,1.9594298531485934,0.6224504753489962
2006-05-09,1.9594298531485934,0.6224504753489962
2006-05-10,1.9594298531485934,0.6224504753489962
2006-05-11,1.9594298531485934,0.6224504753489962
2006-05-12,1.9594298531485934,0.6224504753489962
2006-05-15,1.9594298531485934,0.6224504753489962
2006-05-16,1.9594298531485934,0.6224504753489962
2006-05-17,1.9594298531485934,0.6224504753489962
2006-05-18,1.9594298531485934,0.6224504753489962
2006-05-19,1.9594298531485934,0.6224504753489962
2006-05-22,1.9594298531485934,0.6224504753489962
2006-05-23,1.9594298531485934,0.6224504753489962
2006-05-24,1.9594298531485934,0.6224504753489962
2006-05-25,1.9594298531485934,0.6224504753489962
