date,ITA_real_estate_f1,ITA_real_estate_f2
1999-02-01,,
1999-02-02,,
1999-02-03,,
1999-02-04,,
1999-02-05,,
1999-02-08,,
1999-02-09,,
1999-02-10,,
1999-02-11,,
1999-02-12,,
1999-02-15,,
1999-02-16,,
1999-02-17,,
1999-02-18,,
1999-02-19,,
1999-02-22,,
1999-02-23,,
1999-02-24,,
1999-02-25,,
1999-02-26,,
1999-03-01,,
1999-03-02,,
1999-03-03,,
1999-03-04,,
1999-03-05,,
1999-03-08,,
1999-03-09,,
1999-03-10,,
1999-03-11,,
1999-03-12,,
1999-03-15,,
1999-03-16,,
1999-03-17,,
1999-03-18,,
1999-03-19,,
1999-03-22,,
1999-03-23,,
1999-03-24,,
1999-03-25,,
1999-03-26,,
1999-03-29,,
1999-03-30,,
1999-03-31,,
1999-04-01,,
1999-04-02,,
1999-04-05,,
1999-04-06,,
1999-04-07,,
1999-04-08,,
1999-04-09,,
1999-04-12,,
1999-04-13,,
1999-04-14,,
1999-04-15,,
1999-04-16,,
1999-04-19,,
1999-04-20,,
1999-04-21,,
1999-04-22,,
1999-04-23,,
1999-04-26,,
1999-04-27,,
1999-04-28,,
1999-04-29,,
1999-04-30,,
1999-05-03,,
1999-05-04,,
1999-05-05,,
1999-05-06,,
1999-05-07,,
1999-05-10,,
1999-05-11,,
1999-05-12,,
1999-05-13,,
1999-05-14,,
1999-05-17,,
1999-05-18,,
1999-05-19,,
1999-05-20,,
1999-05-21,,
1999-05-24,,
1999-05-25,,
1999-05-26,,
1999-05-27,,
1999-05-28,,
1999-05-31,,
1999-06-01,,
1999-06-02,,
1999-06-03,,
1999-06-04,,
1999-06-07,,
1999-06-08,,
1999-06-09,,
1999-06-10,,
1999-06-11,,
1999-06-14,,
1999-06-15,,
1999-06-16,,
1999-06-17,,
1999-06-18,,
1999-06-21,,
1999-06-22,,
1999-06-23,,
1999-06-24,,
1999-06-25,,
1999-06-28,,
1999-06-29,,
1999-06-30,,
1999-07-01,,
1999-07-02,,
1999-07-05,,
1999-07-06,,
1999-07-07,,
1999-07-08,,
1999-07-09,,
1999-07-12,,
1999-07-13,,
1999-07-14,,
1999-07-15,,
1999-07-16,,
1999-07-19,,
1999-07-20,,
1999-07-21,,
1999-07-22,,
1999-07-23,,
1999-07-26,,
1999-07-27,,
1999-07-28,,
1999-07-29,,
1999-07-30,,
1999-08-02,,
1999-08-03,,
1999-08-04,,
1999-08-05,,
1999-08-06,,
1999-08-09,,
1999-08-10,,
1999-08-11,,
1999-08-12,,
1999-08-13,,
1999-08-16,,
1999-08-17,,
1999-08-18,,
1999-08-19,,
1999-08-20,,
1999-08-23,,
1999-08-24,,
1999-08-25,,
1999-08-26,,
1999-08-27,,
1999-08-30,,
1999-08-31,,
1999-09-01,,
1999-09-02,,
1999-09-03,,
1999-09-06,,
1999-09-07,,
1999-09-08,,
1999-09-09,,
1999-09-10,,
1999-09-13,,
1999-09-14,,
1999-09-15,,
1999-09-16,,
1999-09-17,,
1999-09-20,,
1999-09-21,,
1999-09-22,,
1999-09-23,,
1999-09-24,,
1999-09-27,,
1999-09-28,,
1999-09-29,,
1999-09-30,,
1999-10-01,,
1999-10-04,,
1999-10-05,,
1999-10-06,,
1999-10-07,,
1999-10-08,,
1999-10-11,,
1999-10-12,,
1999-10-13,,
1999-10-14,,
1999-10-15,,
1999-10-18,,
1999-10-19,,
1999-10-20,,
1999-10-21,,
1999-10-22,,
1999-10-25,,
1999-10-26,,
1999-10-27,,
1999-10-28,,
1999-10-29,,
1999-11-01,,
1999-11-02,,
1999-11-03,,
1999-11-04,,
1999-11-05,,
1999-11-08,,
1999-11-09,,
1999-11-10,,
1999-11-11,,
1999-11-12,,
1999-11-15,,
1999-11-16,,
1999-11-17,,
1999-11-18,,
1999-11-19,,
1999-11-22,,
1999-11-23,,
1999-11-24,,
1999-11-25,,
1999-11-26,,
1999-11-29,,
1999-11-30,,
1999-12-01,,
1999-12-02,,
1999-12-03,,
1999-12-06,,
1999-12-07,,
1999-12-08,,
1999-12-09,,
1999-12-10,,
1999-12-13,,
1999-12-14,,
1999-12-15,,
1999-12-16,,
1999-12-17,,
1999-12-20,,
1999-12-21,,
1999-12-22,,
1999-12-23,,
1999-12-24,,
1999-12-27,,
1999-12-28,,
1999-12-29,,
1999-12-30,,
1999-12-31,,
2000-01-03,,
2000-01-04,,
2000-01-05,,
2000-01-06,,
2000-01-07,,
2000-01-10,,
2000-01-11,,
2000-01-12,,
2000-01-13,,
2000-01-14,,
2000-01-17,,
2000-01-18,,
2000-01-19,,
2000-01-20,,
2000-01-21,,
2000-01-24,,
2000-01-25,,
2000-01-26,,
2000-01-27,,
2000-01-28,,
2000-01-31,2.335420250879914,0.7469483994390778
2000-02-01,2.310043857810912,0.7059554728183579
2000-02-02,2.310043857810912,0.7059554728183579
2000-02-03,2.310043857810912,0.7059554728183579
2000-02-04,2.310043857810912,0.7059554728183579
2000-02-07,2.310043857810912,0.7059554728183579
2000-02-08,2.310043857810912,0.7059554728183579
2000-02-09,2.310043857810912,0.7059554728183579
2000-02-10,2.310043857810912,0.7059554728183579
2000-02-11,2.310043857810912,0.7059554728183579
2000-02-14,2.310043857810912,0.7059554728183579
2000-02-15,2.310043857810912,0.7059554728183579
2000-02-16,2.310043857810912,0.7059554728183579
2000-02-17,2.310043857810912,0.7059554728183579
2000-02-18,2.310043857810912,0.7059554728183579
2000-02-21,2.310043857810912,0.7059554728183579
2000-02-22,2.310043857810912,0.7059554728183579
2000-02-23,2.310043857810912,0.7059554728183579
2000-02-24,2.310043857810912,0.7059554728183579
2000-02-25,2.310043857810912,0.7059554728183579
2000-02-28,2.310043857810912,0.7059554728183579
2000-02-29,2.310043857810912,0.7059554728183579
2000-03-01,2.403756409416295,0.8463232333967864
2000-03-02,2.403756409416295,0.8463232333967864
2000-03-03,2.403756409416295,0.8463232333967864
2000-03-06,2.403756409416295,0.8463232333967864
2000-03-07,2.403756409416295,0.8463232333967864
2000-03-08,2.403756409416295,0.8463232333967864
2000-03-09,2.403756409416295,0.8463232333967864
2000-03-10,2.403756409416295,0.8463232333967864
2000-03-13,2.403756409416295,0.8463232333967864
2000-03-14,2.403756409416295,0.8463232333967864
2000-03-15,2.403756409416295,0.8463232333967864
2000-03-16,2.403756409416295,0.8463232333967864
2000-03-17,2.403756409416295,0.8463232333967864
2000-03-20,2.403756409416295,0.8463232333967864
2000-03-21,2.403756409416295,0.8463232333967864
2000-03-22,2.403756409416295,0.8463232333967864
2000-03-23,2.403756409416295,0.8463232333967864
2000-03-24,2.403756409416295,0.8463232333967864
2000-03-27,2.403756409416295,0.8463232333967864
2000-03-28,2.403756409416295,0.8463232333967864
2000-03-29,2.403756409416295,0.8463232333967864
2000-03-30,2.403756409416295,0.8463232333967864
2000-03-31,2.403756409416295,0.8463232333967864
2000-04-03,2.4095847728415616,0.8641601047341814
2000-04-04,2.4095847728415616,0.8641601047341814
2000-04-05,2.4095847728415616,0.8641601047341814
2000-04-06,2.4095847728415616,0.8641601047341814
2000-04-07,2.4095847728415616,0.8641601047341814
2000-04-10,2.4095847728415616,0.8641601047341814
2000-04-11,2.4095847728415616,0.8641601047341814
2000-04-12,2.4095847728415616,0.8641601047341814
2000-04-13,2.4095847728415616,0.8641601047341814
2000-04-14,2.4095847728415616,0.8641601047341814
2000-04-17,2.4095847728415616,0.8641601047341814
2000-04-18,2.4095847728415616,0.8641601047341814
2000-04-19,2.4095847728415616,0.8641601047341814
2000-04-20,2.4095847728415616,0.8641601047341814
2000-04-21,2.4095847728415616,0.8641601047341814
2000-04-24,2.4095847728415616,0.8641601047341814
2000-04-25,2.4095847728415616,0.8641601047341814
2000-04-26,2.4095847728415616,0.8641601047341814
2000-04-27,2.4095847728415616,0.8641601047341814
2000-04-28,2.4095847728415616,0.8641601047341814
2000-05-01,2.4095847728415616,0.8641601047341814
2000-05-02,2.3837220960107577,0.8612191255814
2000-05-03,2.3837220960107577,0.8612191255814
2000-05-04,2.3837220960107577,0.8612191255814
2000-05-05,2.3837220960107577,0.8612191255814
2000-05-08,2.3837220960107577,0.8612191255814
2000-05-09,2.3837220960107577,0.8612191255814
2000-05-10,2.3837220960107577,0.8612191255814
2000-05-11,2.3837220960107577,0.8612191255814
2000-05-12,2.3837220960107577,0.8612191255814
2000-05-15,2.3837220960107577,0.8612191255814
2000-05-16,2.3837220960107577,0.8612191255814
2000-05-17,2.3837220960107577,0.8612191255814
2000-05-18,2.3837220960107577,0.8612191255814
2000-05-19,2.3837220960107577,0.8612191255814
2000-05-22,2.3837220960107577,0.8612191255814
2000-05-23,2.3837220960107577,0.8612191255814
2000-05-24,2.3837220960107577,0.8612191255814
2000-05-25,2.3837220960107577,0.8612191255814
2000-05-26,2.3837220960107577,0.8612191255814
2000-05-29,2.3837220960107577,0.8612191255814
2000-05-30,2.3837220960107577,0.8612191255814
2000-05-31,2.3837220960107577,0.8612191255814
2000-06-01,2.4341779535420005,0.936801631357563
