date,DEU_real_estate_f1__DEU_real_estate_f2
2016-07-20,0.883443991696459
2016-07-21,0.8834704380381022
2016-07-22,0.8834910714738196
2016-07-25,0.8835071687610516
2016-07-26,0.8835197265900266
2016-07-27,0.8835295228757791
2016-07-28,0.8835371646932396
2016-07-29,0.8835431257436009
2016-08-01,0.8835477756246914
2016-08-02,0.8835135160557841
2016-08-03,0.8835221055985578
2016-08-04,0.8835351976446711
2016-08-05,0.8835464677857412
2016-08-08,0.8835558386223924
2016-08-09,0.8835634995069088
2016-08-10,0.8835696889441657
2016-08-11,0.8835746468913506
2016-08-12,0.8835785933050576
2016-08-15,0.8835817197063345
2016-08-16,0.8835841876250727
2016-08-17,0.8835861304440594
2016-08-18,0.8835876566982682
2016-08-19,0.8835888537808839
2016-08-22,0.883589791523249
2016-08-23,0.8835905254066425
2016-08-24,0.8835910993226918
2016-08-25,0.8835915478817846
2016-08-26,0.8835918983081252
2016-08-29,0.883592171975366
2016-08-30,0.8835923856393814
2016-08-31,0.8835925524211171
2016-09-01,0.8840367488500546
2016-09-02,0.8839487812712913
2016-09-05,0.8838754260775167
2016-09-06,0.8838180094501983
2016-09-07,0.8837731606797523
2016-09-08,0.8837381410198847
2016-09-09,0.883710802800015
2016-09-12,0.8836894650561936
2016-09-13,0.8836728131369145
2016-09-14,0.8836598194813712
2016-09-15,0.8836496812928317
2016-09-16,0.8836417715985527
2016-09-19,0.883635600878048
2016-09-20,0.8836307870121348
2016-09-21,0.8836270317694452
2016-09-22,0.8836241024209878
2016-09-23,0.8836218173721518
2016-09-26,0.8836200349390168
2016-09-27,0.88361864458374
2016-09-28,0.8836175600719899
2016-09-29,0.8836167141319943
2016-09-30,0.8836160542863122
2016-10-03,0.8796942457407843
2016-10-04,0.8804669327943596
2016-10-05,0.8810823254592298
2016-10-06,0.8815713202934509
2016-10-07,0.8819581313168344
2016-10-10,0.8822630752129013
2016-10-11,0.882502873201202
2016-10-12,0.8826910856518272
2016-10-13,0.882838597862641
2016-10-14,0.8829540846948388
2016-10-17,0.8830444231965544
2016-10-18,0.8831150440898291
2016-10-19,0.8831702235431697
2016-10-20,0.883213321273534
2016-10-21,0.883246972574
2016-10-24,0.8832732418900505
2016-10-25,0.8832937448974447
2016-10-26,0.8833097451056022
2016-10-27,0.8833222300449025
2016-10-28,0.8833319711996513
2016-10-31,0.8833395710631496
2016-11-01,0.8834845195986042
2016-11-02,0.8834623257099217
2016-11-03,0.8834452016196984
2016-11-04,0.8834318996789964
2016-11-07,0.8834215556990204
2016-11-08,0.8834135065610902
2016-11-09,0.8834072399048865
2016-11-10,0.8834023590198563
2016-11-11,0.883398556256565
2016-11-14,0.8833955927356357
2016-11-15,0.8833932827932479
2016-11-16,0.8833914820147641
2016-11-17,0.883390078002207
2016-11-18,0.8833889832345669
2016-11-21,0.8833881295364104
2016-11-22,0.8833874637862642
2016-11-23,0.8833869445830824
2016-11-24,0.8833865396545663
2016-11-25,0.8833862238408138
2016-11-28,0.8833859775247084
2016-11-29,0.8833857854095299
2016-11-30,0.8833856355666599
2016-12-01,0.8833855186934942
2016-12-02,0.8833854275350513
2016-12-05,0.8833853564330837
2016-12-06,0.8833853009745491
2016-12-07,0.8833852577175128
2016-12-08,0.8833852239774119
2016-12-09,0.8833851976603765
2016-12-12,0.8833851771332426
2016-12-13,0.8833851611221762
2016-12-14,0.8833851486336077
2016-12-15,0.8833851388925658
2016-12-16,0.8833851312945802
2016-12-19,0.8833851253681695
2016-12-20,0.883385120745582
2016-12-21,0.8833851171399721
2016-12-22,0.8833851143276026
2016-12-23,0.8833851121339588
2016-12-26,0.8833851104229196
2016-12-27,0.883385109088311
2016-12-28,0.883385108047318
2016-12-29,0.8833851072353449
2016-12-30,0.8833851066020071
2017-01-02,0.8833851061080041
2017-01-03,0.8723848506024706
2017-01-04,0.8745583604755021
2017-01-05,0.8762776748723913
2017-01-06,0.8776331288276764
2017-01-09,0.8786988132035485
2017-01-10,0.8795350159701542
2017-01-11,0.8801902032721227
2017-01-12,0.8807030092893283
2017-01-13,0.8811040526768853
