date,USA_real_estate_f1__USA_real_estate_f2
2023-02-07,-0.8238060826916601
2023-02-08,-0.8238849234545754
2023-02-09,-0.8239491724841833
2023-02-10,-0.8240009648365555
2023-02-13,-0.8240423852932958
2023-02-14,-0.8240753159885931
2023-02-15,-0.8241013811368179
2023-02-16,-0.8241219428177641
2023-02-17,-0.8241381214605459
2023-02-20,-0.8241508263351015
2023-02-21,-0.8241607881908246
2023-02-22,-0.8241685901142195
2023-02-23,-0.8241746948886813
2023-02-24,-0.8241794683400055
2023-02-27,-0.8241831987669587
2023-02-28,-0.8241861128406477
2023-03-01,-0.8227083566256453
2023-03-02,-0.8230253420682668
2023-03-03,-0.8232764591200441
2023-03-06,-0.8234746877650335
2023-03-07,-0.8236307283854268
2023-03-08,-0.8237532997672773
2023-03-09,-0.8238494258341098
2023-03-10,-0.8239247195142603
2023-03-13,-0.8239836398440216
2023-03-14,-0.8240297137764474
2023-03-15,-0.8240657219250415
2023-03-16,-0.8240938510936042
2023-03-17,-0.8241158178581289
2023-03-20,-0.8241329677431299
2023-03-21,-0.8241463542619074
2023-03-22,-0.824156801586945
2023-03-23,-0.8241649540505099
2023-03-24,-0.8241713151298441
2023-03-27,-0.8241762780830892
2023-03-28,-0.8241801499834549
2023-03-29,-0.8241831705498028
2023-03-30,-0.8241855268855109
2023-03-31,-0.8241873650057905
2023-04-03,-0.8245418208604215
2023-04-04,-0.8244537651536613
2023-04-05,-0.8243897623456999
2023-04-06,-0.8243426527412409
2023-04-07,-0.8243076266302064
2023-04-10,-0.8242813562732311
2023-04-11,-0.8242615061051926
2023-04-12,-0.8242464136829584
2023-04-13,-0.8242348797310503
2023-04-14,-0.8242260283368992
2023-04-17,-0.8242192126195239
2023-04-18,-0.8242139501714828
2023-04-19,-0.8242098782236762
2023-04-20,-0.8242067220476433
2023-04-21,-0.8242042723692675
2023-04-24,-0.8242023690082045
2023-04-25,-0.8242008888829034
2023-04-26,-0.8241997371215074
2023-04-27,-0.8241988404128482
2023-04-28,-0.8241981419934885
2023-05-01,-0.8241975978431099
2023-05-02,-0.8240856100531717
2023-05-03,-0.8241071629161887
2023-05-04,-0.8241249270219779
2023-05-05,-0.8241394098657907
2023-05-08,-0.8241510877821965
2023-05-09,-0.824160428499445
2023-05-10,-0.8241678553536314
2023-05-11,-0.8241737341324649
2023-05-12,-0.8241783717956166
2023-05-15,-0.8241820209382564
2023-05-16,-0.8241848865940765
2023-05-17,-0.824187133561772
2023-05-18,-0.8241888933484355
2023-05-19,-0.8241902703328282
2023-05-22,-0.8241913470273968
2023-05-23,-0.8241921884592321
2023-05-24,-0.8241928457554768
2023-05-25,-0.8241933590423055
2023-05-26,-0.8241937597684009
2023-05-29,-0.8241940725551515
2023-05-30,-0.8241943166628521
2023-05-31,-0.8241945071483638
2023-06-01,-0.8241350982475738
2023-06-02,-0.8241407888747672
2023-06-05,-0.8241480243297965
2023-06-06,-0.8241554659700672
2023-06-07,-0.8241623654998166
2023-06-08,-0.8241684139075528
2023-06-09,-0.8241735375927731
2023-06-12,-0.8241777811581279
2023-06-13,-0.8241812415284541
2023-06-14,-0.8241840321421701
2023-06-15,-0.8241862645177029
2023-06-16,-0.8241880396626412
2023-06-19,-0.8241894448983528
2023-06-20,-0.8241905535302403
2023-06-21,-0.8241914258978299
2023-06-22,-0.8241921109896848
2023-06-23,-0.8241926481874665
2023-06-26,-0.8241930689211364
2023-06-27,-0.8241933981394435
2023-06-28,-0.824193655566096
2023-06-29,-0.8241938567460179
2023-06-30,-0.8241940139018573
2023-07-03,-0.8240638618401323
2023-07-04,-0.824082409268097
2023-07-05,-0.8241006875364781
2023-07-06,-0.8241173745342179
2023-07-07,-0.8241318703620489
2023-07-10,-0.824144078277377
2023-07-11,-0.8241541490863091
2023-07-12,-0.8241623382804562
2023-07-13,-0.8241689291175925
2023-07-14,-0.8241741936763227
2023-07-17,-0.8241783753128834
2023-07-18,-0.8241816827985565
2023-07-19,-0.8241842905114058
2023-07-20,-0.8241863414875755
2023-07-21,-0.8241879515681543
2023-07-24,-0.8241892137093666
2023-07-25,-0.8241902019992658
2023-07-26,-0.8241909751892572
2023-07-27,-0.824191579691209
2023-07-28,-0.824192052062781
2023-07-31,-0.8241924210357915
2023-08-01,-0.8242691159675466
2023-08-02,-0.8242438125202892
2023-08-03,-0.8242273148509457
2023-08-04,-0.8242165352452111
2023-08-07,-0.8242094006753182
2023-08-08,-0.8242046118675301
2023-08-09,-0.8242013494548545
2023-08-10,-0.8241990927667513
