date,France_OAT_Bund_Italy_BTP_Bund,France_OAT_Bund_US_10Y,Italy_BTP_Bund_US_10Y
2018-03-01,0.9555334434268671,-0.32683976068470155,-0.41177037858389215
2018-03-02,0.9528988319620046,-0.30840776471395737,-0.4304252858143242
2018-03-03,0.9516062330869349,-0.26332100062349195,-0.41294078325565486
2018-03-04,0.9524712006164148,-0.15271532105253843,-0.31304170603895526
2018-03-05,0.9545927550284727,0.12639089167402004,-0.028523481547771814
2018-03-06,0.9571661456416988,0.6437591116296868,0.5414274238809514
2018-03-07,0.9597704364378248,0.9309996879317386,0.9076255229003857
2018-03-08,0.9622307930067975,0.9711168057450034,0.985034100261314
2018-03-09,0.9644922077305006,0.9709690607340694,0.9975304735569968
2018-03-10,0.9665508410157506,0.9694934234268783,0.9994449559326147
2018-03-11,0.9684221032941174,0.9698286868066086,0.9996678537163164
2018-03-12,0.9701269656018782,0.9712410424517055,0.9996571715096122
2018-03-13,0.9716864875514002,0.9730601765470203,0.9996309012222481
2018-03-14,0.973119863202993,0.9749340928025858,0.9996077550749694
2018-03-15,0.9744439095680496,0.9767033097615322,0.9995831363105265
2018-03-16,0.9756731115502437,0.9783019332150135,0.999554568934912
2018-03-17,0.9768198549288878,0.9797058438934886,0.9995229474179477
2018-03-18,0.977894699635034,0.9809085704024654,0.9994912805664586
2018-03-19,0.9789066380786745,0.9819107180550721,0.9994638961609535
2018-03-20,0.9798633212523026,0.9827155912641646,0.9994461170679229
2018-03-21,0.9807712503193409,0.9833275408517103,0.9994441684462803
2018-03-22,0.9816359367946659,0.9837514687651034,0.9994651706484582
2018-03-23,0.982462035929483,0.9839928005143693,0.9995171503668158
2018-03-24,0.9832534578960485,0.98405762384255,0.9996090427133641
2018-03-25,0.9840134608415881,0.9839528663434594,0.9997506728037779
