DATE,VALUE
2005-10-01,145.89
2006-01-01,72.96
2006-04-01,77.87
2006-07-01,80.54499999999999
2006-10-01,59.21
2007-01-01,56.303333333333335
2007-04-01,58.45333333333334
2007-07-01,58.123333333333335
2007-10-01,54.76333333333333
2008-01-01,51.45666666666667
2008-04-01,50.74
2008-07-01,49.526666666666664
2008-10-01,47.546666666666674
2009-01-01,44.72666666666667
2009-04-01,47.54
2009-07-01,47.61000000000001
2009-10-01,47.86000000000001
2010-01-01,44.56333333333333
2010-04-01,47.473333333333336
2010-07-01,45.22333333333333
2010-10-01,45.74666666666667
2011-01-01,39.73666666666667
2011-04-01,40.62333333333333
2011-07-01,38.32
2011-10-01,34.06333333333334
2012-01-01,29.27
2012-04-01,29.49
2012-07-01,27.823333333333334
2012-10-01,28.820000000000004
2013-01-01,24.44333333333333
2013-04-01,28.189999999999998
2013-07-01,30.703333333333333
2013-10-01,29.83666666666667
2014-01-01,29.756666666666664
2014-04-01,33.11333333333333
2014-07-01,33.15333333333333
2014-10-01,33.43
2015-01-01,31.680000000000003
2015-04-01,36.21666666666666
2015-07-01,36.19
2015-10-01,35.51333333333333
2016-01-01,36.03333333333334
2016-04-01,36.906666666666666
2016-07-01,37.15333333333333
2016-10-01,36.160000000000004
2017-01-01,35.68666666666667
2017-04-01,38.65
2017-07-01,40.083333333333336
2017-10-01,39.373333333333335
2018-01-01,38.45333333333333
2018-04-01,40.87666666666667
2018-07-01,41.88666666666666
2018-10-01,40.68333333333333
2019-01-01,40.60333333333333
2019-04-01,41.61666666666667
2019-07-01,42.919999999999995
2019-10-01,40.75
2020-01-01,40.089999999999996
2020-04-01,41.876666666666665
2020-07-01,43.13666666666666
2020-10-01,41.57666666666667
2021-01-01,39.25333333333333
2021-04-01,43.076666666666675
2021-07-01,43.92333333333334
2021-10-01,41.440000000000005
2022-01-01,41.4
2022-04-01,42.63666666666666
2022-07-01,42.336666666666666
2022-10-01,41.03666666666667
2023-01-01,38.666666666666664
2023-04-01,40.85666666666667
2023-07-01,43.06666666666667
2023-10-01,40.61
2024-01-01,41.95666666666666
2024-04-01,44.82333333333333
2024-07-01,48.099999999999994
2024-10-01,48.169999999999995
2025-01-01,48.24
2025-04-01,51.38
