DATE,VALUE
2005-10-01,123.7
2006-01-01,66.0
2006-04-01,69.045
2006-07-01,70.73
2006-10-01,52.98
2007-01-01,53.54666666666666
2007-04-01,54.596666666666664
2007-07-01,53.73333333333334
2007-10-01,51.60666666666666
2008-01-01,50.55666666666667
2008-04-01,49.42666666666667
2008-07-01,47.336666666666666
2008-10-01,44.56333333333333
2009-01-01,42.699999999999996
2009-04-01,43.193333333333335
2009-07-01,42.843333333333334
2009-10-01,43.66
2010-01-01,43.26
2010-04-01,45.62
2010-07-01,43.53666666666666
2010-10-01,44.120000000000005
2011-01-01,40.77
2011-04-01,40.12
2011-07-01,37.166666666666664
2011-10-01,32.96666666666667
2012-01-01,30.59
2012-04-01,29.39
2012-07-01,27.853333333333335
2012-10-01,29.27
2013-01-01,26.28333333333333
2013-04-01,28.19333333333333
2013-07-01,30.373333333333335
2013-10-01,29.3
2014-01-01,31.099999999999998
2014-04-01,33.093333333333334
2014-07-01,32.49666666666666
2014-10-01,33.06
2015-01-01,32.556666666666665
2015-04-01,36.25666666666667
2015-07-01,35.513333333333335
2015-10-01,35.17
2016-01-01,36.81333333333333
2016-04-01,36.75
2016-07-01,36.736666666666665
2016-10-01,36.86
2017-01-01,38.6
2017-04-01,39.33
2017-07-01,40.31
2017-10-01,40.49666666666666
2018-01-01,40.85333333333333
2018-04-01,42.43333333333334
2018-07-01,43.29333333333333
2018-10-01,42.69
2019-01-01,43.79333333333333
2019-04-01,43.589999999999996
2019-07-01,44.22
2019-10-01,42.846666666666664
2020-01-01,43.80666666666667
2020-04-01,43.06
2020-07-01,43.85333333333333
2020-10-01,42.81666666666666
2021-01-01,43.14000000000001
2021-04-01,45.61666666666667
2021-07-01,46.74
2021-10-01,47.693333333333335
2022-01-01,50.050000000000004
2022-04-01,50.57
2022-07-01,51.150000000000006
2022-10-01,49.23
2023-01-01,49.393333333333324
2023-04-01,50.92333333333334
2023-07-01,52.56
2023-10-01,50.81
2024-01-01,54.093333333333334
2024-04-01,56.71
2024-07-01,58.07333333333333
2024-10-01,59.75666666666666
2025-01-01,62.63333333333333
2025-04-01,65.23
