DATE,VALUE
2005-01-01,83.79333333333334
2006-01-01,65.50888888888889
2007-01-01,67.75777777777779
2008-01-01,66.77666666666667
2009-01-01,62.01555555555555
2010-01-01,67.47555555555556
2011-01-01,71.5788888888889
2012-01-01,69.18222222222222
2013-01-01,67.85777777777778
2014-01-01,67.25444444444445
2015-01-01,67.11666666666666
2016-01-01,68.50222222222222
2017-01-01,71.52888888888889
2018-01-01,73.31888888888889
2019-01-01,75.98111111111112
2020-01-01,79.80666666666667
2021-01-01,84.78
2022-01-01,90.00555555555555
2023-01-01,88.07555555555557
2024-01-01,84.64888888888889
