DATE,VALUE
2010-01-01,92.50555555555555
2010-04-01,62.14074074074074
2010-07-01,62.451851851851856
2010-10-01,62.38148148148148
2011-01-01,48.519444444444446
2011-04-01,48.96944444444445
2011-07-01,49.18888888888889
2011-10-01,49.605555555555554
2012-01-01,51.05
2012-04-01,50.86944444444444
2012-07-01,51.14166666666667
2012-10-01,51.35277777777778
2013-01-01,51.888888888888886
2013-04-01,52.125
2013-07-01,52.208333333333336
2013-10-01,52.11666666666667
2014-01-01,53.075
2014-04-01,53.224999999999994
2014-07-01,53.55277777777778
2014-10-01,53.59166666666667
2015-01-01,54.71944444444445
2015-04-01,54.81388888888889
2015-07-01,55.13611111111111
2015-10-01,55.51111111111111
2016-01-01,56.375
2016-04-01,56.916666666666664
2016-07-01,57.19166666666667
2016-10-01,57.583333333333336
2017-01-01,59.5
2017-04-01,58.300000000000004
2017-07-01,59.113157894736844
2017-10-01,59.48947368421052
2018-01-01,59.22820512820513
2018-04-01,59.64358974358974
2018-07-01,60.72307692307692
2018-10-01,60.76153846153846
2019-01-01,62.11025641025641
2019-04-01,62.64102564102564
2019-07-01,62.97435897435897
2019-10-01,63.85128205128205
2020-01-01,64.80512820512821
2020-04-01,65.37179487179488
2020-07-01,64.22051282051282
2020-10-01,65.34615384615384
2021-01-01,67.75384615384615
2021-04-01,70.22307692307692
2021-07-01,72.9948717948718
2021-10-01,74.75384615384615
2022-01-01,77.61282051282052
2022-04-01,81.05641025641025
2022-07-01,81.50512820512822
2022-10-01,81.57435897435897
2023-01-01,84.41282051282052
2023-04-01,83.12564102564103
2023-07-01,82.75641025641026
2023-10-01,82.1025641025641
2024-01-01,83.24871794871794
2024-04-01,83.98205128205129
2024-07-01,85.17948717948718
2024-10-01,85.67435897435898
2025-01-01,87.03333333333333
2025-04-01,87.68205128205128
