DATE,VALUE
1994-01-01,27.933333333333334
1994-02-01,28.066666666666666
1994-03-01,28.033333333333335
1994-04-01,28.166666666666668
1994-05-01,28.23333333333333
1994-06-01,28.13333333333333
1994-07-01,28.0
1994-08-01,28.066666666666666
1994-09-01,28.299999999999997
1994-10-01,28.26666666666667
1994-11-01,28.166666666666668
1994-12-01,28.166666666666668
1995-01-01,16.400000000000002
1995-02-01,20.700000000000003
1995-03-01,20.7
1995-04-01,20.733333333333334
1995-05-01,20.7
1995-06-01,20.666666666666668
1995-07-01,20.53333333333333
1995-08-01,21.033333333333335
1995-09-01,21.099999999999998
1995-10-01,21.033333333333335
1995-11-01,21.066666666666666
1995-12-01,21.133333333333333
1996-01-01,25.399999999999995
1996-02-01,25.633333333333336
1996-03-01,26.0
1996-04-01,25.866666666666664
1996-05-01,26.033333333333335
1996-06-01,25.833333333333332
1996-07-01,25.733333333333334
1996-08-01,25.466666666666665
1996-09-01,25.666666666666668
1996-10-01,25.766666666666666
1996-11-01,25.566666666666666
1996-12-01,25.733333333333334
1997-01-01,25.833333333333332
1997-02-01,25.86666666666667
1997-03-01,25.633333333333336
1997-04-01,25.599999999999998
1997-05-01,25.633333333333336
1997-06-01,25.599999999999998
1997-07-01,25.566666666666666
1997-08-01,25.96666666666667
1997-09-01,25.899999999999995
1997-10-01,25.666666666666668
1997-11-01,25.933333333333334
1997-12-01,25.8
1998-01-01,25.36666666666667
1998-02-01,25.766666666666666
1998-03-01,25.8
1998-04-01,25.900000000000002
1998-05-01,25.833333333333332
1998-06-01,25.96666666666667
1998-07-01,25.566666666666666
1998-08-01,25.8
1998-09-01,25.7
1998-10-01,25.600000000000005
1998-11-01,25.5
1998-12-01,25.600000000000005
1999-01-01,25.400000000000002
1999-02-01,25.700000000000003
1999-03-01,25.8
1999-04-01,25.900000000000002
1999-05-01,25.76666666666667
1999-06-01,25.733333333333334
1999-07-01,25.599999999999998
1999-08-01,25.833333333333332
1999-09-01,25.933333333333334
1999-10-01,25.96666666666667
1999-11-01,26.03333333333333
1999-12-01,26.400000000000002
2000-01-01,26.36666666666667
2000-02-01,26.333333333333332
2000-03-01,26.666666666666668
2000-04-01,26.400000000000002
2000-05-01,26.599999999999998
2000-06-01,26.799999999999997
2000-07-01,26.633333333333336
2000-08-01,26.833333333333332
2000-09-01,27.166666666666668
2000-10-01,26.900000000000002
2000-11-01,27.099999999999998
2000-12-01,26.866666666666664
2001-01-01,26.46666666666667
2001-02-01,26.833333333333332
2001-03-01,27.03333333333333
2001-04-01,27.333333333333332
2001-05-01,27.666666666666668
2001-06-01,27.433333333333334
2001-07-01,27.3
2001-08-01,27.3
2001-09-01,27.266666666666666
2001-10-01,27.333333333333332
2001-11-01,26.96666666666667
2001-12-01,27.2
2002-01-01,27.76666666666667
2002-02-01,27.599999999999998
2002-03-01,27.799999999999997
2002-04-01,27.866666666666664
2002-05-01,27.633333333333336
2002-06-01,27.533333333333335
2002-07-01,27.53333333333333
2002-08-01,27.766666666666666
2002-09-01,27.833333333333332
2002-10-01,27.899999999999995
2002-11-01,27.866666666666664
2002-12-01,28.033333333333335
2003-01-01,28.0
2003-02-01,28.633333333333336
2003-03-01,28.566666666666666
2003-04-01,28.166666666666668
2003-05-01,28.133333333333336
2003-06-01,28.333333333333332
2003-07-01,28.200000000000003
2003-08-01,28.400000000000002
2003-09-01,28.63333333333333
2003-10-01,28.666666666666668
2003-11-01,28.73333333333333
2003-12-01,28.733333333333334
2004-01-01,28.633333333333336
2004-02-01,28.833333333333332
2004-03-01,28.933333333333337
2004-04-01,29.133333333333336
2004-05-01,29.400000000000002
2004-06-01,29.233333333333334
2004-07-01,29.100000000000005
2004-08-01,29.299999999999997
2004-09-01,29.166666666666668
2004-10-01,29.333333333333332
2004-11-01,29.200000000000003
2004-12-01,29.266666666666666
2005-01-01,28.7
2005-02-01,29.399999999999995
2005-03-01,29.666666666666668
2005-04-01,29.533333333333335
2005-05-01,29.400000000000002
2005-06-01,29.46666666666667
2005-07-01,29.333333333333332
2005-08-01,29.733333333333334
2005-09-01,29.933333333333334
2005-10-01,29.7
2005-11-01,29.5
2005-12-01,29.633333333333336
2006-01-01,29.7
2006-02-01,29.900000000000002
2006-03-01,29.933333333333334
2006-04-01,30.166666666666668
2006-05-01,30.400000000000002
2006-06-01,30.233333333333334
2006-07-01,30.099999999999998
2006-08-01,30.333333333333332
2006-09-01,29.900000000000002
2006-10-01,29.733333333333334
2006-11-01,30.0
2006-12-01,30.133333333333336
2007-01-01,29.733333333333334
2007-02-01,29.933333333333337
2007-03-01,30.166666666666668
2007-04-01,30.333333333333332
2007-05-01,30.333333333333332
2007-06-01,30.333333333333332
2007-07-01,30.066666666666666
2007-08-01,30.46666666666667
2007-09-01,30.5
2007-10-01,30.833333333333332
2007-11-01,31.266666666666666
2007-12-01,31.400000000000002
2008-01-01,31.400000000000002
2008-02-01,31.533333333333335
2008-03-01,32.06666666666667
2008-04-01,32.03333333333333
2008-05-01,32.36666666666667
2008-06-01,32.53333333333334
2008-07-01,32.2
2008-08-01,32.1
2008-09-01,32.06666666666667
2008-10-01,31.900000000000002
2008-11-01,31.233333333333334
2008-12-01,31.0
2009-01-01,30.700000000000003
2009-02-01,31.166666666666668
2009-03-01,30.933333333333334
2009-04-01,30.900000000000002
2009-05-01,30.766666666666666
2009-06-01,30.733333333333334
2009-07-01,30.3
2009-08-01,31.033333333333335
2009-09-01,30.633333333333336
2009-10-01,30.833333333333332
2009-11-01,31.133333333333336
2009-12-01,31.433333333333334
2010-01-01,31.266666666666666
2010-02-01,31.8
2010-03-01,32.0
2010-04-01,32.1
2010-05-01,32.1
2010-06-01,32.0
2010-07-01,31.866666666666664
2010-08-01,32.03333333333334
2010-09-01,32.0
2010-10-01,32.06666666666667
2010-11-01,32.1
2010-12-01,32.46666666666667
2011-01-01,32.1
2011-02-01,32.46666666666666
2011-03-01,33.0
2011-04-01,32.93333333333333
2011-05-01,32.86666666666667
2011-06-01,32.93333333333334
2011-07-01,32.5
2011-08-01,33.166666666666664
2011-09-01,32.93333333333334
2011-10-01,33.166666666666664
2011-11-01,33.333333333333336
2011-12-01,33.5
2012-01-01,33.06666666666667
2012-02-01,33.5
2012-03-01,33.96666666666667
2012-04-01,33.73333333333333
2012-05-01,33.56666666666667
2012-06-01,33.666666666666664
2012-07-01,33.233333333333334
2012-08-01,33.96666666666666
2012-09-01,33.46666666666667
2012-10-01,33.666666666666664
2012-11-01,33.300000000000004
2012-12-01,33.6
2013-01-01,33.03333333333333
2013-02-01,33.4
2013-03-01,33.800000000000004
2013-04-01,33.333333333333336
2013-05-01,33.43333333333334
2013-06-01,33.6
2013-07-01,33.333333333333336
2013-08-01,33.733333333333334
2013-09-01,33.43333333333333
2013-10-01,33.333333333333336
2013-11-01,33.36666666666667
2013-12-01,33.63333333333333
2014-01-01,33.1
2014-02-01,33.800000000000004
2014-03-01,33.833333333333336
2014-04-01,33.666666666666664
2014-05-01,33.666666666666664
2014-06-01,33.6
2014-07-01,33.333333333333336
2014-08-01,33.766666666666666
2014-09-01,33.300000000000004
2014-10-01,33.46666666666667
2014-11-01,33.333333333333336
2014-12-01,33.333333333333336
2015-01-01,32.4
2015-02-01,33.26666666666667
2015-03-01,33.666666666666664
2015-04-01,33.5
2015-05-01,33.73333333333333
2015-06-01,33.56666666666667
2015-07-01,33.233333333333334
2015-08-01,33.63333333333333
2015-09-01,33.233333333333334
2015-10-01,33.46666666666666
2015-11-01,33.26666666666667
2015-12-01,33.53333333333333
2016-01-01,32.733333333333334
2016-02-01,33.166666666666664
2016-03-01,33.6
2016-04-01,33.4
2016-05-01,33.766666666666666
2016-06-01,33.733333333333334
2016-07-01,33.46666666666667
2016-08-01,33.800000000000004
2016-09-01,33.6
2016-10-01,33.666666666666664
2016-11-01,33.733333333333334
2016-12-01,34.0
2017-01-01,33.96666666666666
2017-02-01,34.1
2017-03-01,34.53333333333333
2017-04-01,34.36666666666667
2017-05-01,34.166666666666664
2017-06-01,34.13333333333333
2017-07-01,33.86666666666667
2017-08-01,34.43333333333333
2017-09-01,34.166666666666664
2017-10-01,34.333333333333336
2017-11-01,34.36666666666667
2017-12-01,34.6
2018-01-01,34.5
2018-02-01,34.43333333333333
2018-03-01,35.333333333333336
2018-04-01,35.13333333333333
2018-05-01,35.56666666666667
2018-06-01,35.4
2018-07-01,35.43333333333333
2018-08-01,35.8
2018-09-01,35.46666666666666
2018-10-01,35.6
2018-11-01,35.333333333333336
2018-12-01,35.36666666666667
2019-01-01,34.766666666666666
2019-02-01,35.1
2019-03-01,35.56666666666667
2019-04-01,35.6
2019-05-01,35.43333333333333
2019-06-01,35.666666666666664
2019-07-01,35.4
2019-08-01,35.833333333333336
2019-09-01,35.333333333333336
2019-10-01,35.333333333333336
2019-11-01,35.53333333333333
2019-12-01,35.96666666666666
2020-01-01,35.46666666666667
2020-02-01,35.63333333333333
2020-03-01,35.4
2020-04-01,35.233333333333334
2020-05-01,35.36666666666667
2020-06-01,35.3
2020-07-01,35.766666666666666
2020-08-01,35.333333333333336
2020-09-01,34.9
2020-10-01,35.13333333333333
2020-11-01,35.300000000000004
2020-12-01,35.333333333333336
2021-01-01,35.699999999999996
2021-02-01,35.63333333333333
2021-03-01,36.3
2021-04-01,36.266666666666666
2021-05-01,36.5
2021-06-01,36.56666666666666
2021-07-01,36.4
2021-08-01,37.166666666666664
2021-09-01,36.9
2021-10-01,37.4
2021-11-01,37.63333333333333
2021-12-01,37.63333333333333
2022-01-01,37.666666666666664
2022-02-01,38.53333333333333
2022-03-01,39.666666666666664
2022-04-01,39.56666666666667
2022-05-01,40.06666666666666
2022-06-01,40.666666666666664
2022-07-01,40.666666666666664
2022-08-01,40.86666666666667
2022-09-01,40.2
2022-10-01,41.53333333333333
2022-11-01,41.43333333333333
2022-12-01,41.1
2023-01-01,41.53333333333334
2023-02-01,42.300000000000004
2023-03-01,42.5
2023-04-01,42.699999999999996
2023-05-01,42.13333333333333
2023-06-01,42.06666666666667
2023-07-01,41.96666666666666
2023-08-01,42.96666666666667
2023-09-01,42.166666666666664
2023-10-01,42.1
2023-11-01,41.666666666666664
2023-12-01,41.9
2024-01-01,41.46666666666667
2024-02-01,42.13333333333333
2024-03-01,41.766666666666666
2024-04-01,42.13333333333333
2024-05-01,42.1
2024-06-01,42.166666666666664
2024-07-01,42.300000000000004
2024-08-01,42.53333333333333
2024-09-01,41.1
2024-10-01,41.800000000000004
2024-11-01,41.666666666666664
2024-12-01,41.86666666666667
2025-01-01,41.666666666666664
2025-02-01,41.5
2025-03-01,41.6
2025-04-01,42.03333333333333
2025-05-01,41.56666666666667
2025-06-01,42.03333333333333
2025-07-01,42.13333333333333
2025-08-01,42.36666666666667
2025-09-01,41.5
2025-10-01,41.833333333333336
