DATE,VALUE
2010-01-01,126.98
2010-04-01,62.805
2010-07-01,64.035
2010-10-01,62.824999999999996
2011-01-01,41.39333333333334
2011-04-01,41.54333333333334
2011-07-01,41.413333333333334
2011-10-01,39.05
2012-01-01,39.913333333333334
2012-04-01,37.20333333333333
2012-07-01,36.79
2012-10-01,34.9
2013-01-01,33.833333333333336
2013-04-01,33.553333333333335
2013-07-01,33.580000000000005
2013-10-01,32.906666666666666
2014-01-01,33.79666666666667
2014-04-01,32.196666666666665
2014-07-01,33.01333333333333
2014-10-01,31.496666666666666
2015-01-01,31.549999999999997
2015-04-01,30.886666666666667
2015-07-01,33.23
2015-10-01,31.599999999999998
2016-01-01,33.76666666666667
2016-04-01,33.01
2016-07-01,33.593333333333334
2016-10-01,32.10333333333333
2017-01-01,31.87666666666667
2017-04-01,31.22
2017-07-01,31.813333333333333
2017-10-01,30.916666666666668
2018-01-01,31.88
2018-04-01,30.98
2018-07-01,30.830000000000002
2018-10-01,30.596666666666664
2019-01-01,30.933333333333334
2019-04-01,31.126666666666665
2019-07-01,31.736666666666668
2019-10-01,30.889999999999997
2020-01-01,32.776666666666664
2020-04-01,34.01
2020-07-01,31.84
2020-10-01,32.25333333333334
2021-01-01,33.29666666666667
2021-04-01,32.43
2021-07-01,33.76
2021-10-01,31.956666666666667
2022-01-01,32.736666666666665
2022-04-01,31.513333333333335
2022-07-01,29.673333333333332
2022-10-01,26.273333333333337
2023-01-01,28.536666666666665
2023-04-01,28.80333333333333
2023-07-01,29.296666666666667
2023-10-01,30.289999999999996
2024-01-01,30.44666666666667
2024-04-01,31.896666666666665
2024-07-01,32.01333333333333
2024-10-01,32.223333333333336
2025-01-01,31.973333333333333
2025-04-01,32.13333333333333
