DATE,VALUE
2005-01-01,79.325
2005-04-01,56.31444444444444
2005-07-01,58.51444444444444
2005-10-01,59.07
2006-01-01,48.4075
2006-04-01,49.78916666666667
2006-07-01,50.36666666666667
2006-10-01,50.163333333333334
2007-01-01,50.244166666666665
2007-04-01,50.9475
2007-07-01,51.830000000000005
2007-10-01,51.517500000000005
2008-01-01,50.68666666666667
2008-04-01,51.24416666666667
2008-07-01,50.34916666666667
2008-10-01,47.453333333333326
2009-01-01,45.72333333333333
2009-04-01,45.479166666666664
2009-07-01,46.79333333333333
2009-10-01,47.642500000000005
2010-01-01,48.666666666666664
2010-04-01,50.635
2010-07-01,51.99916666666667
2010-10-01,52.583333333333336
2011-01-01,53.165
2011-04-01,54.14333333333334
2011-07-01,54.8425
2011-10-01,53.52916666666667
2012-01-01,52.137499999999996
2012-04-01,52.15
2012-07-01,51.884166666666665
2012-10-01,50.865833333333335
2013-01-01,50.35166666666667
2013-04-01,50.650000000000006
2013-07-01,51.66833333333333
2013-10-01,50.708333333333336
2014-01-01,50.2225
2014-04-01,50.45916666666667
2014-07-01,51.06333333333333
2014-10-01,49.5975
2015-01-01,49.729166666666664
2015-04-01,50.19583333333333
2015-07-01,50.99
2015-10-01,50.514166666666675
2016-01-01,50.409166666666664
2016-04-01,51.0725
2016-07-01,52.52916666666667
2016-10-01,52.017500000000005
2017-01-01,53.08083333333334
2017-04-01,53.64166666666667
2017-07-01,54.51583333333334
2017-10-01,54.21
2018-01-01,54.285
2018-04-01,54.830000000000005
2018-07-01,55.76666666666667
2018-10-01,55.85333333333333
2019-01-01,55.612500000000004
2019-04-01,56.9325
2019-07-01,58.171666666666674
2019-10-01,58.17666666666667
2020-01-01,59.02166666666667
2020-04-01,59.50583333333333
2020-07-01,60.705000000000005
2020-10-01,61.3825
2021-01-01,61.87083333333333
2021-04-01,63.11000000000001
2021-07-01,65.23416666666667
2021-10-01,65.6925
2022-01-01,66.0775
2022-04-01,67.84
2022-07-01,69.315
2022-10-01,68.015
2023-01-01,67.1075
2023-04-01,66.4725
2023-07-01,66.17583333333333
2023-10-01,63.78333333333333
2024-01-01,62.557500000000005
2024-04-01,62.919999999999995
2024-07-01,64.39833333333333
2024-10-01,63.76833333333334
2025-01-01,64.85083333333334
2025-04-01,64.72833333333334
