date,ESP_banking_system_f1__ESP_banking_system_f2
1999-02-01,-0.12503894076775274
1999-02-02,-0.40290747729488385
1999-02-03,-0.5663474112265253
1999-02-04,-0.6750164340552264
1999-02-05,-0.7468931903313747
1999-02-08,-0.7942659195034543
1999-02-09,-0.8254144119029929
1999-02-10,-0.8458629010343565
1999-02-11,-0.8592730423832241
1999-02-12,-0.8680614023592386
1999-02-15,-0.8738182766306929
1999-02-16,-0.8775882416436649
1999-02-17,-0.8800565747074398
1999-02-18,-0.8816724769198172
1999-02-19,-0.8827302445792026
1999-02-22,-0.8834226203336477
1999-02-23,-0.8838758078515703
1999-02-24,-0.8841724302179234
1999-02-25,-0.8843665738803633
1999-02-26,-0.8844936424670811
1999-03-01,-0.8845768093337257
1999-03-02,-0.8007209060953127
1999-03-03,-0.8301572257333378
1999-03-04,-0.8492124355680073
1999-03-05,-0.8615725654363672
1999-03-08,-0.8696127787027021
1999-03-09,-0.8748535893916141
1999-03-10,-0.8782744222590799
1999-03-11,-0.8805093665126305
1999-03-12,-0.8819704221284315
1999-03-15,-0.8829259454399997
1999-03-16,-0.8835510179129679
1999-03-17,-0.8839599908497233
1999-03-18,-0.8842276043271533
1999-03-19,-0.8844027315363974
1999-03-22,-0.8845173409735072
1999-03-23,-0.8845923478275665
1999-03-24,-0.884641437549002
1999-03-25,-0.8846735657276427
1999-03-26,-0.8846945931249153
1999-03-29,-0.8847083553124231
1999-03-30,-0.8847173625388837
1999-03-31,-0.8847232577013698
1999-04-01,0.13881738247171838
1999-04-02,0.30248260917856895
1999-04-05,0.4410463068405812
1999-04-06,0.5534562961457423
1999-04-07,0.6406606292974466
1999-04-08,0.7055597596982555
1999-04-09,0.7521936927169609
1999-04-12,0.7847924129224078
1999-04-13,0.8071182792778078
1999-04-14,0.8221867307523254
1999-04-15,0.8322542679638764
1999-04-16,0.8389343045669415
1999-04-19,0.8433461441633174
1999-04-20,0.8462509628059304
1999-04-21,0.8481596302019261
1999-04-22,0.849412067199233
1999-04-23,0.8502331677952633
1999-04-26,0.8507711698735924
1999-04-27,0.8511235453475898
1999-04-28,0.851354283113963
1999-04-29,0.8515053469405962
1999-04-30,0.8516042376842323
1999-05-03,0.7955544628964486
1999-05-04,0.7935419498853548
1999-05-05,0.8003157950098749
1999-05-06,0.8104518815804757
1999-05-07,0.8206616951183734
1999-05-10,0.8293745251779014
1999-05-11,0.8361416792729036
1999-05-12,0.841096005705842
1999-05-13,0.8445864646753498
1999-05-14,0.8469843125010087
1999-05-17,0.8486044228085295
1999-05-18,0.8496871489169684
1999-05-19,0.8504055570296398
1999-05-20,0.8508799897490171
1999-05-21,0.8511923343348567
1999-05-24,0.8513975508857646
1999-05-25,0.8515322031473219
1999-05-26,0.8516204779886904
1999-05-27,0.8516783159201452
1999-05-28,0.8517161973648892
1999-05-31,0.8517410020804861
1999-06-01,0.8551222404149824
1999-06-02,0.8524853395506905
1999-06-03,0.8515121477439267
1999-06-04,0.8512625591109333
1999-06-07,0.8512864907150143
1999-06-08,0.8513892083765382
