date,ESP_banking_system_f1,ESP_banking_system_f2
1999-02-01,1.219942737285527,0.07840489064252391
1999-02-02,1.21212802082638,0.0858977870542759
1999-02-03,1.2121280208261216,0.0858999181165649
1999-02-04,1.2121280208261216,0.0858999187503031
1999-02-05,1.2121280208261216,0.08589991875049158
1999-02-08,1.2121280208261216,0.08589991875049163
1999-02-09,1.2121280208261216,0.08589991875049163
1999-02-10,1.2121280208261216,0.08589991875049163
1999-02-11,1.2121280208261216,0.08589991875049163
1999-02-12,1.2121280208261216,0.08589991875049163
1999-02-15,1.2121280208261216,0.08589991875049163
1999-02-16,1.2121280208261216,0.08589991875049163
1999-02-17,1.2121280208261216,0.08589991875049163
1999-02-18,1.2121280208261216,0.08589991875049163
1999-02-19,1.2121280208261216,0.08589991875049163
1999-02-22,1.2121280208261216,0.08589991875049163
1999-02-23,1.2121280208261216,0.08589991875049163
1999-02-24,1.2121280208261216,0.08589991875049163
1999-02-25,1.2121280208261216,0.08589991875049163
1999-02-26,1.2121280208261216,0.08589991875049163
1999-03-01,1.2121280208261216,0.08589991875049163
1999-03-02,1.231295249227595,0.029797074469502277
1999-03-03,1.2312952492282216,0.029764665986367275
1999-03-04,1.2312952492282216,0.0297646563433204
1999-03-05,1.2312952492282216,0.029764656340452698
1999-03-08,1.2312952492282216,0.029764656340451848
1999-03-09,1.2312952492282216,0.029764656340451848
1999-03-10,1.2312952492282216,0.029764656340451848
1999-03-11,1.2312952492282216,0.029764656340451848
1999-03-12,1.2312952492282216,0.029764656340451848
1999-03-15,1.2312952492282216,0.029764656340451848
1999-03-16,1.2312952492282216,0.029764656340451848
1999-03-17,1.2312952492282216,0.029764656340451848
1999-03-18,1.2312952492282216,0.029764656340451848
1999-03-19,1.2312952492282216,0.029764656340451848
1999-03-22,1.2312952492282216,0.029764656340451848
1999-03-23,1.2312952492282216,0.029764656340451848
1999-03-24,1.2312952492282216,0.029764656340451848
1999-03-25,1.2312952492282216,0.029764656340451848
1999-03-26,1.2312952492282216,0.029764656340451848
1999-03-29,1.2312952492282216,0.029764656340451848
1999-03-30,1.2312952492282216,0.029764656340451848
1999-03-31,1.2312952492282216,0.029764656340451848
1999-04-01,1.2832481532299465,0.07786894150362647
1999-04-02,1.2832481532316236,0.07787882769288883
1999-04-05,1.2832481532316236,0.07787883063270705
1999-04-06,1.2832481532316236,0.07787883063358131
1999-04-07,1.2832481532316236,0.07787883063358156
1999-04-08,1.2832481532316236,0.07787883063358156
