date,ITA_banking_system_f1__ITA_banking_system_f2
2021-05-26,0.45629402027326516
2021-05-27,0.45697298994348284
2021-05-28,0.45759817086103827
2021-05-31,0.4581737856893985
2021-06-01,0.47139254901214545
2021-06-02,0.4711749758766993
2021-06-03,0.47097820450709565
2021-06-04,0.4708001098667438
2021-06-07,0.4706387947271631
2021-06-08,0.4704925657962126
2021-06-09,0.4703599113371027
2021-06-10,0.47023948113497527
2021-06-11,0.47013006860626627
2021-06-14,0.470030594853461
2021-06-15,0.4699400944777355
2021-06-16,0.4698577029735037
2021-06-17,0.4697826455413656
2021-06-18,0.469714227168843
2021-06-21,0.46965182384119236
2021-06-22,0.46959487475716477
2021-06-23,0.4695428754366481
2021-06-24,0.46949537161850896
2021-06-25,0.46945195385757066
2021-06-28,0.46941225273945125
2021-06-29,0.4693759346409717
2021-06-30,0.46934269797197825
2021-07-01,0.46263308593884234
2021-07-02,0.4630217351722318
2021-07-05,0.46337931646634806
2021-07-06,0.4637083105099898
2021-07-07,0.4640110013295092
2021-07-08,0.46428949068204384
2021-07-09,0.46454571256766497
2021-07-12,0.4647814465911727
2021-07-13,0.46499833026394477
2021-07-14,0.465197870329259
2021-07-15,0.46538145318804647
2021-07-16,0.4655503544960522
2021-07-19,0.465705747997855
2021-07-20,0.4658487136580888
2021-07-21,0.4659802451454883
2021-07-22,0.46610125672102365
2021-07-23,0.4662125895773677
2021-07-26,0.4663150176732222
2021-07-27,0.46640925310260717
2021-07-28,0.466495951036052
2021-07-29,0.4665757142677179
2021-07-30,0.4666490973997851
2021-08-02,0.46671661069296927
2021-08-03,0.4711473185971485
2021-08-04,0.4709292971562129
2021-08-05,0.4707285729184496
2021-08-06,0.4705437844705516
2021-08-09,0.4703736755750668
2021-08-10,0.47021708766258336
2021-08-11,0.4700729524465536
2021-08-12,0.4699402850645879
2021-08-13,0.4698181777136672
2021-08-16,0.4697057937479327
2021-08-17,0.46960236220901297
2021-08-18,0.46950717276022336
2021-08-19,0.4694195709973862
2021-08-20,0.46933895411045323
2021-08-23,0.46926476687152907
2021-08-24,0.4691964979263018
2021-08-25,0.4691336763672638
2021-08-26,0.46907586856842914
2021-08-27,0.4690226752625468
2021-08-30,0.46897372884303373
2021-08-31,0.46892869087403594
2021-09-01,0.4720374279243212
2021-09-02,0.47179202653767516
2021-09-03,0.47156612430427103
2021-09-06,0.4713581818402128
2021-09-07,0.471166779502182
2021-09-08,0.47099060861396846
2021-09-09,0.47082846298297837
2021-09-10,0.47067923103626863
2021-09-13,0.4705418885353334
2021-09-14,0.470415491830856
2021-09-15,0.4702991716206242
2021-09-16,0.4701921271758225
2021-09-17,0.4700936210028751
2021-09-20,0.4700029739099611
2021-09-21,0.46991956044919453
2021-09-22,0.46984280470728823
2021-09-23,0.4697721764192567
2021-09-24,0.46970718738139283
2021-09-27,0.46964738814133444
2021-09-28,0.46959236494455175
2021-09-29,0.4695417369180134
2021-09-30,0.4694951534731352
2021-10-01,0.4628598112076516
2021-10-04,0.4632324998804396
2021-10-05,0.46357514423002877
2021-10-06,0.46389018228616163
2021-10-07,0.4641798527094849
2021-10-08,0.46444621038116285
2021-10-11,0.46469114183728416
2021-10-12,0.4649163793533434
2021-10-13,0.4651235138050942
2021-10-14,0.46531400641902076
2021-10-15,0.46548919951414697
2021-10-18,0.4656503263267001
2021-10-19,0.4657985200001034
2021-10-20,0.46593482181471946
2021-10-21,0.46606018872460525
2021-10-22,0.4661755002621356
2021-10-25,0.46628156486562866
2021-10-26,0.4663791256799801
2021-10-27,0.4664688658757049
2021-10-28,0.4665514135276448
2021-10-29,0.4666273460908743
2021-11-01,0.4666971945079712
2021-11-02,0.47527411159397537
2021-11-03,0.47479673304393116
2021-11-04,0.4743574187644792
2021-11-05,0.4739531454473607
2021-11-08,0.47358112725215795
2021-11-09,0.4732387982286903
2021-11-10,0.47292379524407047
2021-11-11,0.4726339421838649
2021-11-12,0.4723672353418388
2021-11-15,0.4721218299166634
2021-11-16,0.47189602753808385
2021-11-17,0.47168826474925163
2021-11-18,0.47149710237616516
2021-11-19,0.47132121571933816
2021-11-22,0.4711593855069189
2021-11-23,0.47101048955243974
2021-11-24,0.4708734950641872
2021-11-25,0.4707474515568265
2021-11-26,0.4706314843193642
2021-11-29,0.4705247883968049
2021-11-30,0.4704266230459414
2021-12-01,0.4566009871363347
2021-12-02,0.45727163524631187
2021-12-03,0.4578882938626706
2021-12-06,0.45845533042416325
2021-12-07,0.45897675938453475
2021-12-08,0.4594562671229354
2021-12-09,0.45989723926456894
2021-12-10,0.4603027856479346
2021-12-13,0.4606757631532999
2021-12-14,0.4610187965856929
2021-12-15,0.46133429778671864
2021-12-16,0.46162448313262056
2021-12-17,0.46189138956093095
2021-12-20,0.4621368892545832
2021-12-21,0.4623627031003008
2021-12-22,0.46257041302725516
2021-12-23,0.4627614733222631
2021-12-24,0.46293722100904966
2021-12-27,0.46309888537121663
2021-12-28,0.46324759669144433
2021-12-29,0.4633843942730255
2021-12-30,0.4635102338040128
2021-12-31,0.46362599411899497
