,M1SL,lme_proxy_equal,MYAGM2EZM196N,EUR3MTD156N,GOLDAMGBD228NLBM,IRLTLT01USM156N,USD3MTD156N,ECBESTRVOLWGTTRMDMNRT,IRLTLT01FRM156N,MYAGM1EZM196N,MORTGAGE30US,CSUSHPISA,IRLTLT01DEM156N,IRLTLT01ESM156N,IRLTLT01ITM156N,IBEX_35
1990-02-02,,,,,,,1.0066759126486036,,,,,,,,,
1990-02-05,-0.36778386068703733,-0.029828066052782078,-0.20210178746621835,,,0.004625261819047282,1.0001270952226486,,0.007351727572944839,-0.16056382495206634,0.0033587630271351213,-0.15004150948945066,0.007270976568905699,0.01592866242348898,,
1990-02-06,-0.3022136896033937,-0.03694678804288594,-0.17084339110037325,,,0.0034426077274598258,0.9999253925589159,,0.005443551393703975,-0.14985592176255633,0.0033587630271351213,-0.11265301856571601,0.0053768528007934885,0.013703386243469331,,
1990-02-07,-0.26753311283169756,-0.04553550479235932,-0.15621821457633442,,,0.002931489943771984,0.9999191191194025,,0.004627191319823149,-0.14226311966315255,0.0033587630271351213,-0.096216522516788,0.0045685235410142504,0.012958831537511734,,
1990-02-08,-0.24587920938481522,-0.05570800006917059,-0.1481060061995181,,,0.0026393120742730976,0.9999189239413135,,0.00416234654155276,-0.1366429485226372,0.0033587630271351213,-0.08675757517573662,0.0041086918345385436,0.012658071743240679,,
1990-02-09,-0.2310964144056839,-0.06743833638653995,-0.14321483681241706,,,0.002449491479104313,0.9959863096466844,,0.003860977758977785,-0.13235571586273154,0.324353161866579,-0.08059024846664542,0.0038107246499322583,0.012528026825193963,,
1990-02-12,-0.22042844741561618,-0.08046985161462508,-0.14012346440814785,,,0.0023167578461236672,0.9938737702952889,,0.0036505141851837573,-0.12901236632487356,0.0033587630271351213,-0.0762681029781774,0.00360270179277301,0.012470186553533148,,
1990-02-13,-0.21243564528006753,-0.09424854416693225,-0.13811284040316488,,,0.002219434296253675,0.969945865928514,,0.0034963306117834396,-0.12636130400403636,0.0033587630271351213,-0.0730942538337419,0.0034503383287357494,0.01244414128421696,,
1990-02-14,-0.20628466781755633,-0.10795018227401029,-0.13678114131620323,,,0.002145693885885791,1.0050719895903086,,0.003379580158864018,-0.12423194206931511,0.0033587630271351213,-0.07068691868941318,0.0033349833394590383,0.012432348303625928,,
1990-02-15,-0.20145619997325867,-0.12065021130284868,-0.13588860009525125,,,0.0020884765335494144,1.020418751474785,,0.0032890312271907523,-0.12250420056592301,0.0033587630271351213,-0.06881752370429459,0.003245526577062158,0.01242699527411236,,
1990-02-16,-0.19760810970511938,-0.13158659310691595,-0.13528567428370433,,,0.002043280462447864,0.9965460249396575,,0.003217531217779056,-0.12109095166245289,-0.8793758337813249,-0.06733999980983839,0.0031748949059851126,0.012424562701704995,,
1990-02-19,-0.19450500811128352,-0.14036634135177603,-0.13487623545341793,,,0.002007086755054515,0.999810608104236,,0.0031602882933158896,-0.11992738596008772,0.0033587630271351213,-0.06615622406338292,0.0031183508613362465,0.012423456703378877,,
1990-02-20,-0.19197923985035983,-0.14699708740517203,-0.13459719859804226,,,0.0019777889196998456,1.017928159113581,,0.0031139615148468897,-0.11896429176458799,0.0033587630271351213,-0.06519763607682089,0.0030725920446205797,0.012422953730788427,,
1990-02-21,-0.18990798297295133,-0.15176478484447967,-0.1344065712298358,,,0.001953869411603379,0.9945627551601154,,0.003076145563459002,-0.11816365219147522,0.0033587630271351213,-0.06441478911466166,0.0030352412530041616,0.012422724970748507,,
1990-02-22,-0.18819914879223656,-0.15506836181624853,-0.13427612682767798,,,0.0019342060462413247,0.9957947575304392,,0.0030450627042921748,-0.11749567048436557,0.0033587630271351213,-0.0637710851575912,0.0030045417559717066,0.01242262092198421,,
1990-02-23,-0.18678234701125473,-0.15729756122131355,-0.1341867643500121,,,0.0019179508812470648,0.989860416254561,,0.0030193702366098983,-0.1169367057235559,1.6885793569341834,-0.06323884906852419,0.0029791668577659664,0.012422573595613186,,
1990-02-26,-0.18560289687541476,-0.15877451028292097,-0.13412549828489087,,,0.0019044515500065513,1.005613470737507,,0.002998035528030636,-0.11646780623385065,0.0033587630271351213,-0.06279677535635603,0.0029580963255021846,0.012422552069094085,,
1990-02-27,-0.18461773963631026,-0.15974108206967483,-0.1340834726477351,,,0.0018931985066986648,1.004080611350853,,0.0029802522657156262,-0.1160736457395564,0.0033587630271351213,-0.062428213967292805,0.0029405335877392092,0.01242254227765826,,
1990-02-28,-0.1837925766274907,-0.1603685140789704,-0.1340546345907117,,,0.0018837886535222413,1.0079903769862415,,0.002965382747551394,-0.11574173725793087,0.0033587630271351213,-0.06211998721182751,0.002925848686423712,0.012422537823969635,,
1990-03-01,1.4834888682574472,44.0766868750092,-1.762100783076142,,,0.47751216922561973,1.0021374787901616,,0.0450896428325837,-2.9138413758797865,0.0033587630271351213,0.6984256166092568,0.32189159973011383,2.434766796131714,,
1990-03-02,-0.16555942857028536,-0.013253494716793589,-0.11990285332300275,,,0.0018484633220511686,0.9960548410492317,,0.002942148393478952,-0.08484750710285693,-0.6386300346517384,-0.060214487223078615,0.002888376647235799,0.01082383829567194,,
1990-03-05,-0.1674226252625896,-0.016542286347403002,-0.12382928648460048,,,0.0018461179275271176,1.0037450543654889,,0.002933379956949481,-0.08783090693701051,0.0033587630271351213,-0.06025047665109141,0.0028819922746323866,0.011612945082628645,,
1990-03-06,-0.16905679581049315,-0.020625426130740903,-0.12676053495775333,,,0.0018441313460778423,1.0000372981282202,,0.002925988106005742,-0.09063049861563519,0.0033587630271351213,-0.060281118455732904,0.002876598715901547,0.012033912273097408,,
1990-03-07,-0.17048411880323852,-0.025674579353362866,-0.12889849627021135,,,0.0018424477847448525,0.9999226001068269,,0.0029197487757804774,-0.09323310019604919,0.0033587630271351213,-0.0603072007802733,0.0028720379222003743,0.012241162934141027,,
