source,series_id,country,frequency,last_fetch,status,filepath,notes
WorldBank,GC.DOD.TOTL.GD.ZS,FRA,annual,2025-11-20T15:41:02.041611,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_FRA.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,DEU,annual,2025-11-20T15:41:02.181726,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_DEU.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ITA,annual,2025-11-20T15:41:02.373186,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_ITA.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ESP,annual,2025-11-20T15:41:02.529217,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_ESP.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,USA,annual,2025-11-20T15:41:02.688870,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_USA.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,GBR,annual,2025-11-20T15:41:02.815970,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_GBR.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,CHE,annual,2025-11-20T15:41:03.020530,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_CHE.json,general government gross debt % GDP
ECB,BSI:M.U2.N.A.A20.A.1.U2.3000.Z01.E,,monthly,2025-11-20T15:41:13.655415,FAIL,<urlopen error [Errno -2] Name or service not known>,"ECB BSI - Loans to NFCs (Euro area), SDMX guideline syntax (last error: <urlopen error [Errno -2] Name or service not known>)"
ECB,BSI:M.U2.N.A.A20.A.1.U2.1000.Z01.E,,monthly,2025-11-20T15:41:23.878900,FAIL,<urlopen error [Errno -2] Name or service not known>,ECB BSI - Loans to households (Euro area) (last error: <urlopen error [Errno -2] Name or service not known>)
IMF,IFS:USA.NGDP_R,USA,annual,2025-11-20T15:41:59.151668,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (guideline CompactData syntax)
IMF,IFS:ITA.NGDP_R,ITA,annual,2025-11-20T15:42:34.431089,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (Italy)
BIS/CDIS,BIS:LBS_D_PUB,,quarterly,2025-11-20T15:42:47.082187,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/structural/bis_lbs_d_pub.csv,BIS Locational Banking Statistics (public CSV)
BIS/CDIS,CDIS:CDIS_D_PUB,,annual,2025-11-20T15:43:00.808814,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/structural/bis_cdis_d_pub.csv,IMF/BIS Coordinated Direct Investment Survey (public CSV)
WorldBank,GC.DOD.TOTL.GD.ZS,FRA,annual,2025-11-21T03:10:17.242845,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_FRA.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,DEU,annual,2025-11-21T03:10:17.410753,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_DEU.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ITA,annual,2025-11-21T03:10:17.625908,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_ITA.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ESP,annual,2025-11-21T03:10:17.795705,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_ESP.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,USA,annual,2025-11-21T03:10:17.947527,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_USA.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,GBR,annual,2025-11-21T03:10:18.151048,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_GBR.json,general government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,CHE,annual,2025-11-21T03:10:18.343267,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/macro/wb_GC.DOD.TOTL.GD.ZS_CHE.json,general government gross debt % GDP
ECB,BSI:M.U2.N.A.A20.A.1.U2.3000.Z01.E,,monthly,2025-11-21T03:10:29.006088,FAIL,<urlopen error [Errno -2] Name or service not known>,"ECB BSI - Loans to NFCs (Euro area), SDMX guideline syntax (last error: <urlopen error [Errno -2] Name or service not known>)"
ECB,BSI:M.U2.N.A.A20.A.1.U2.1000.Z01.E,,monthly,2025-11-21T03:10:39.511749,FAIL,<urlopen error [Errno -2] Name or service not known>,ECB BSI - Loans to households (Euro area) (last error: <urlopen error [Errno -2] Name or service not known>)
IMF,IFS:USA.NGDP_R,USA,annual,2025-11-21T03:11:14.683568,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (guideline CompactData syntax)
IMF,IFS:ITA.NGDP_R,ITA,annual,2025-11-21T03:11:49.962169,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (Italy)
BIS/CDIS,BIS:LBS_D_PUB,,quarterly,2025-11-21T03:12:04.706933,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/structural/bis_lbs_d_pub.csv,BIS Locational Banking Statistics (public CSV)
BIS/CDIS,CDIS:CDIS_D_PUB,,annual,2025-11-21T03:12:18.531945,OK,/home/runner/work/FRM-project/FRM-project/data_repository/raw/structural/bis_cdis_d_pub.csv,IMF/BIS Coordinated Direct Investment Survey (public CSV)
WorldBank,GC.DOD.TOTL.GD.ZS,FRA,annual,2025-11-24T11:32:24.771265,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_FRA.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,DEU,annual,2025-11-24T11:32:25.243647,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_DEU.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ITA,annual,2025-11-24T11:32:27.738626,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_ITA.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ESP,annual,2025-11-24T11:32:28.157577,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_ESP.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,USA,annual,2025-11-24T11:32:28.636456,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_USA.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,GBR,annual,2025-11-24T11:32:29.050991,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_GBR.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,CHE,annual,2025-11-24T11:32:32.652566,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_CHE.json,General government gross debt % GDP
WorldBank,NY.GDP.MKTP.CD,FRA,annual,2025-11-24T11:32:35.417288,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_FRA.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,DEU,annual,2025-11-24T11:32:39.555827,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_DEU.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,ITA,annual,2025-11-24T11:32:43.586817,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_ITA.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,ESP,annual,2025-11-24T11:32:45.532658,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_ESP.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,USA,annual,2025-11-24T11:32:47.484926,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_USA.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,GBR,annual,2025-11-24T11:32:49.268168,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_GBR.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,CHE,annual,2025-11-24T11:32:50.885032,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_CHE.json,Nominal GDP (current US$)
ECB,BSI:M.U2.N.A.A20.A.1.U2.2240.Z01.E,,monthly,2025-11-24T11:32:51.352067,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_2240_Z01_E.json,ECB BSI - Loans to non-financial corporations (Euro area)
ECB,BSI:M.U2.N.A.A20.A.1.U2.1000.Z01.E,,monthly,2025-11-24T11:32:51.813144,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_1000_Z01_E.json,ECB BSI - Loans to households (Euro area)
IMF,IFS:USA.NGDP_R,USA,annual,2025-11-24T11:33:27.230831,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (guideline CompactData syntax)
IMF,IFS:ITA.NGDP_R,ITA,annual,2025-11-24T11:34:02.642262,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (Italy)
BIS/CDIS,BIS:LBS_D_PUB,,quarterly,2025-11-24T11:35:11.613848,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\bis_lbs_d_pub.csv,BIS Locational Banking Statistics (public CSV) (bulk zip fallback: extracted WS_LBS_D_PUB_csv_col.csv from bulk_payload.zip)
BIS/CDIS,CDIS:CDIS_D_PUB,,annual,2025-11-24T11:35:41.535459,FAIL,HTTP Error 404: Not Found,"IMF/BIS Coordinated Direct Investment Survey (public CSV) (HTTP 404 on https://stats.bis.org/api/views/CDIS_D_PUB/CSV?downloadfilename=CDIS_D_PUB.csv; tried: https://stats.bis.org/api/views/CDIS_D_PUB/CSV?downloadfilename=CDIS_D_PUB.csv, https://stats.bis.org/api/views/CDIS_D_PUB/CSV, https://stats.bis.org/views/CDIS_D_PUB/CSV/csv, https://stats.bis.org/api/views/CDIS_D_PUB/CSV/CSV, https://stats.bis.org/api/views/CDIS_D_PUB/CSV/csv; check BIS view identifier or the public download URL)"
LOCAL_ATTACH,bis_cdis_d_pub.csv,,unknown,2025-11-24T11:43:33.526506,FAIL_HTML,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\bis_cdis_d_pub.csv,Attached file appears to be HTML (portal page) not raw data; check original download URL and retry attach from an internet host
LOCAL_ATTACH,bis_lbs_d_pub.csv,,unknown,2025-11-24T11:43:33.556925,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\bis_lbs_d_pub.csv,attached by user
LOCAL_ATTACH,bis_lbs_d_pub_html_snapshot.csv,,unknown,2025-11-24T11:43:33.654700,FAIL_HTML,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\bis_lbs_d_pub_html_snapshot.csv,Attached file appears to be HTML (portal page) not raw data; check original download URL and retry attach from an internet host
LOCAL_ATTACH,ecb_M_U2_N_A_A20_A_1_U2_1000_Z01_E.json,,unknown,2025-11-24T11:43:33.687940,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_1000_Z01_E.json,attached by user
LOCAL_ATTACH,ecb_M_U2_N_A_A20_A_1_U2_2240_Z01_E.json,,unknown,2025-11-24T11:43:33.705403,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_2240_Z01_E.json,attached by user
LOCAL_ATTACH,ecb_test_bsi_full.xml,,unknown,2025-11-24T11:43:34.816027,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_bsi_full.xml,attached by user
LOCAL_ATTACH,ecb_test_bsi_serieskey.json,,unknown,2025-11-24T11:43:34.841048,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_bsi_serieskey.json,attached by user
LOCAL_ATTACH,ecb_test_exr.json,,unknown,2025-11-24T11:43:34.879371,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_exr.json,attached by user
LOCAL_ATTACH,ecb_test_loans_households.json,,unknown,2025-11-24T11:43:34.918635,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_loans_households.json,attached by user
LOCAL_ATTACH,ecb_test_loans_nfc.json,,unknown,2025-11-24T11:43:34.946772,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_loans_nfc.json,attached by user
LOCAL_ATTACH,structural_metadata.csv,,unknown,2025-11-24T11:43:34.972066,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\structural_metadata.csv,attached by user
WorldBank,GC.DOD.TOTL.GD.ZS,FRA,annual,2025-11-24T11:43:35.457199,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_FRA.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,DEU,annual,2025-11-24T11:43:35.858275,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_DEU.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ITA,annual,2025-11-24T11:43:36.287695,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_ITA.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ESP,annual,2025-11-24T11:43:36.827461,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_ESP.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,USA,annual,2025-11-24T11:43:37.202959,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_USA.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,GBR,annual,2025-11-24T11:43:37.619325,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_GBR.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,CHE,annual,2025-11-24T11:43:37.984194,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_CHE.json,General government gross debt % GDP
WorldBank,NY.GDP.MKTP.CD,FRA,annual,2025-11-24T11:43:38.499799,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_FRA.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,DEU,annual,2025-11-24T11:43:38.900550,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_DEU.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,ITA,annual,2025-11-24T11:43:39.315171,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_ITA.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,ESP,annual,2025-11-24T11:43:39.738369,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_ESP.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,USA,annual,2025-11-24T11:43:40.157520,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_USA.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,GBR,annual,2025-11-24T11:43:40.671426,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_GBR.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,CHE,annual,2025-11-24T11:43:41.422249,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_CHE.json,Nominal GDP (current US$)
ECB,BSI:M.U2.N.A.A20.A.1.U2.2240.Z01.E,,monthly,2025-11-24T11:43:41.803183,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_2240_Z01_E.json,ECB BSI - Loans to non-financial corporations (Euro area)
ECB,BSI:M.U2.N.A.A20.A.1.U2.1000.Z01.E,,monthly,2025-11-24T11:43:42.152750,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_1000_Z01_E.json,ECB BSI - Loans to households (Euro area)
IMF,IFS:USA.NGDP_R,USA,annual,2025-11-24T11:44:17.574936,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (guideline CompactData syntax)
IMF,IFS:ITA.NGDP_R,ITA,annual,2025-11-24T11:44:53.077266,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (Italy)
LOCAL_ATTACH,bis_cdis_d_pub.csv,,unknown,2025-11-24T11:51:52.358568,FAIL_HTML,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\bis_cdis_d_pub.csv,Attached file appears to be HTML (portal page) not raw data; check original download URL and retry attach from an internet host
LOCAL_ATTACH,bis_lbs_d_pub.csv,,unknown,2025-11-24T11:51:52.358568,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\bis_lbs_d_pub.csv,attached by user
LOCAL_ATTACH,bis_lbs_d_pub_html_snapshot.csv,,unknown,2025-11-24T11:51:52.368057,FAIL_HTML,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\bis_lbs_d_pub_html_snapshot.csv,Attached file appears to be HTML (portal page) not raw data; check original download URL and retry attach from an internet host
LOCAL_ATTACH,ecb_M_U2_N_A_A20_A_1_U2_1000_Z01_E.json,,unknown,2025-11-24T11:51:52.399811,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_1000_Z01_E.json,attached by user
LOCAL_ATTACH,ecb_M_U2_N_A_A20_A_1_U2_2240_Z01_E.json,,unknown,2025-11-24T11:51:52.442494,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_2240_Z01_E.json,attached by user
LOCAL_ATTACH,ecb_test_bsi_full.xml,,unknown,2025-11-24T11:51:52.474329,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_bsi_full.xml,attached by user
LOCAL_ATTACH,ecb_test_bsi_serieskey.json,,unknown,2025-11-24T11:51:52.511718,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_bsi_serieskey.json,attached by user
LOCAL_ATTACH,ecb_test_exr.json,,unknown,2025-11-24T11:51:52.538061,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_exr.json,attached by user
LOCAL_ATTACH,ecb_test_loans_households.json,,unknown,2025-11-24T11:51:52.569750,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_loans_households.json,attached by user
LOCAL_ATTACH,ecb_test_loans_nfc.json,,unknown,2025-11-24T11:51:52.585974,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_test_loans_nfc.json,attached by user
LOCAL_ATTACH,structural_metadata.csv,,unknown,2025-11-24T11:51:52.634171,OK,C:\Users\frank\Documents\FRM project\data_repository\raw\structural\structural_metadata.csv,attached by user
IMF,IFS:USA.NGDP_R,USA,annual,2025-11-24T11:52:28.099896,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (guideline CompactData syntax)
IMF,IFS:ITA.NGDP_R,ITA,annual,2025-11-24T11:53:03.509060,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (Italy)
Derived,cleaned_monthly_panel,,monthly,2025-11-24T14:19:03Z,OK,C:\Users\frank\Documents\FRM project\data\cleaned_monthly_panel.parquet,Cleaned monthly panel from STRESS TESTING/clean_panel.py; QC summary at outputs/panel_qc_summary.json (39 series; EUR_USD omitted)
Derived,volatility_metrics_US_10Y,USA,daily,2025-11-24T14:20:42Z,OK,C:\Users\frank\Documents\FRM project\Volatility_MeanReversion\outputs\garch\garch_metrics_US_10Y.json,Volatility_MeanReversion run produces HAR/GARCH/FIGARCH forecasts/metrics for the US 10Y volatility proxy
BIS/CDIS,BIS:LBS_D_PUB,,quarterly,2025-12-03T20:40:19.234767,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\structural\bis_lbs_d_pub.csv,BIS Locational Banking Statistics (public CSV) (bulk zip fallback: extracted WS_LBS_D_PUB_csv_col.csv from bulk_payload.zip)
BIS/CDIS,CDIS:CDIS_D_PUB,,annual,2025-12-03T20:40:51.470092,FAIL,HTTP Error 404: Not Found,"IMF/BIS Coordinated Direct Investment Survey (public CSV) (HTTP 404 on https://stats.bis.org/api/views/CDIS_D_PUB/CSV?downloadfilename=CDIS_D_PUB.csv; tried: https://stats.bis.org/api/views/CDIS_D_PUB/CSV?downloadfilename=CDIS_D_PUB.csv, https://stats.bis.org/api/views/CDIS_D_PUB/CSV, https://stats.bis.org/views/CDIS_D_PUB/CSV/csv, https://stats.bis.org/api/views/CDIS_D_PUB/CSV/CSV, https://stats.bis.org/api/views/CDIS_D_PUB/CSV/csv; check BIS view identifier or the public download URL)"
BIS/CDIS,BIS:LBS_D_PUB,,quarterly,2025-12-03T20:41:15.226391,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\structural\bis_lbs_d_pub.csv,BIS Locational Banking Statistics (public CSV) (bulk zip fallback: extracted WS_LBS_D_PUB_csv_col.csv from bulk_payload.zip)
BIS/CDIS,CDIS:CDIS_D_PUB,,annual,2025-12-03T20:41:42.237519,FAIL,HTTP Error 404: Not Found,"IMF/BIS Coordinated Direct Investment Survey (public CSV) (HTTP 404 on https://stats.bis.org/api/views/CDIS_D_PUB/CSV?downloadfilename=CDIS_D_PUB.csv; tried: https://stats.bis.org/api/views/CDIS_D_PUB/CSV?downloadfilename=CDIS_D_PUB.csv, https://stats.bis.org/api/views/CDIS_D_PUB/CSV, https://stats.bis.org/views/CDIS_D_PUB/CSV/csv, https://stats.bis.org/api/views/CDIS_D_PUB/CSV/CSV, https://stats.bis.org/api/views/CDIS_D_PUB/CSV/csv; check BIS view identifier or the public download URL)"
BIS/CDIS,BIS:LBS_D_PUB,,quarterly,2025-12-03T20:44:17.535125,OK,data_repository/raw/structural/bis_lbs_d_pub.csv,Manual bulk download from data.bis.org static zip (helper API returned 404/timeout)
WorldBank,GC.DOD.TOTL.GD.ZS,FRA,annual,2025-12-06T12:46:07.311185,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_FRA.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,DEU,annual,2025-12-06T12:46:08.177157,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_DEU.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ITA,annual,2025-12-06T12:46:13.297305,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_ITA.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,ESP,annual,2025-12-06T12:46:15.029525,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_ESP.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,USA,annual,2025-12-06T12:46:15.664214,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_USA.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,GBR,annual,2025-12-06T12:46:16.331630,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_GBR.json,General government gross debt % GDP
WorldBank,GC.DOD.TOTL.GD.ZS,CHE,annual,2025-12-06T12:46:20.382233,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_GC.DOD.TOTL.GD.ZS_CHE.json,General government gross debt % GDP
WorldBank,NY.GDP.MKTP.CD,FRA,annual,2025-12-06T12:46:21.274212,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_FRA.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,DEU,annual,2025-12-06T12:46:22.115711,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_DEU.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,ITA,annual,2025-12-06T12:46:22.650912,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_ITA.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,ESP,annual,2025-12-06T12:46:26.914913,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_ESP.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,USA,annual,2025-12-06T12:46:27.738801,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_USA.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,GBR,annual,2025-12-06T12:46:42.803362,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_GBR.json,Nominal GDP (current US$)
WorldBank,NY.GDP.MKTP.CD,CHE,annual,2025-12-06T12:46:43.574574,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\macro\wb_NY.GDP.MKTP.CD_CHE.json,Nominal GDP (current US$)
ECB,BSI:M.U2.N.A.A20.A.1.U2.2240.Z01.E,,monthly,2025-12-06T12:46:44.368072,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_2240_Z01_E.json,ECB BSI - Loans to non-financial corporations (Euro area)
ECB,BSI:M.U2.N.A.A20.A.1.U2.1000.Z01.E,,monthly,2025-12-06T12:46:45.057046,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_1000_Z01_E.json,ECB BSI - Loans to households (Euro area)
IMF,IFS:USA.NGDP_R,USA,annual,2025-12-06T12:47:20.226385,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (guideline CompactData syntax)
IMF,IFS:ITA.NGDP_R,ITA,annual,2025-12-06T12:47:55.380563,FAIL,<urlopen error timed out>,IMF IFS nominal GDP (Italy)
ECB,BSI:M.U2.N.A.A20.A.1.U2.2240.Z01.E,,monthly,2025-12-06T12:48:09.735941,OK,c:\Users\frank\Documents\FRM project\data_repository\raw\structural\ecb_M_U2_N_A_A20_A_1_U2_2240_Z01_E.json,ECB BSI - Loans to non-financial corporations (Euro area)
