date,ITA_macro_f1__ITA_macro_f2
2020-09-02,0.9218352236313411
2020-09-03,0.9219597479160845
2020-09-04,0.9220579150400051
2020-09-07,0.9221351176237186
2020-09-08,0.9221957205644913
2020-09-09,0.9222432251742715
2020-09-10,0.9222804213839848
2020-09-11,0.9223095212172695
2020-09-14,0.9223322718984539
2020-09-15,0.92235004956198
2020-09-16,0.9223639356879868
2020-09-17,0.922374778757895
2020-09-18,0.9223832435854924
2020-09-21,0.9223898505499812
2020-09-22,0.9223950066572228
2020-09-23,0.9223990300471693
2020-09-24,0.9224021692798559
2020-09-25,0.9224046184820496
2020-09-28,0.9224065292246562
2020-09-29,0.9224080198254458
2020-09-30,0.9224091826285066
2020-10-01,0.8775608703932228
2020-10-02,0.8855242417975157
2020-10-05,0.892444173386357
2020-10-06,0.8982899860174306
2020-10-07,0.9031319886303125
2020-10-08,0.9070855614978106
2020-10-09,0.9102795470388224
2020-10-12,0.9128392319205232
2020-10-13,0.9148780505404793
2020-10-14,0.9164943704004438
2020-10-15,0.9177711035722058
2020-10-16,0.9187767697663562
2020-10-19,0.9195671978793879
2020-10-20,0.9201874053195055
2020-10-21,0.920673410643029
2020-10-22,0.9210538638027129
2020-10-23,0.9213514520704503
2020-10-26,0.9215840796917412
2020-10-27,0.9217658391703122
2020-10-28,0.9219078002994407
2020-10-29,0.9220186448757164
2020-10-30,0.9221051735700503
2020-11-02,0.9221727084965342
2020-11-03,0.9224714962052565
2020-11-04,0.9224576187710303
2020-11-05,0.9224471510847789
2020-11-06,0.9224392046694972
2020-11-09,0.9224331399759403
2020-11-10,0.9224284910520757
2020-11-11,0.9224249146463758
2020-11-12,0.9224221553914227
2020-11-13,0.9224200216661351
2020-11-16,0.9224183686281591
2020-11-17,0.9224170861217054
2020-11-18,0.9224160899460743
2020-11-19,0.9224153154737489
2020-11-20,0.9224147129344905
2020-11-23,0.9224142438968953
2020-11-24,0.9224138786215974
2020-11-25,0.9224135940562737
2020-11-26,0.922413372308008
2020-11-27,0.9224131994738304
2020-11-30,0.9224130647419913
2020-12-01,0.9215337966496867
2020-12-02,0.9217129514666089
2020-12-03,0.9218582806616102
2020-12-04,0.9219750031465982
2020-12-07,0.9220680783276141
2020-12-08,0.922141905474121
2020-12-09,0.9222002345129765
2020-12-10,0.9222461820473546
2020-12-11,0.9222822946428817
2020-12-14,0.9223106284949373
2020-12-15,0.9223328297276138
2020-12-16,0.9223502079441084
2020-12-17,0.9223638001768152
2020-12-18,0.9223744247433205
2020-12-21,0.9223827256588207
2020-12-22,0.9223892087344264
2020-12-23,0.922394270617005
2020-12-24,0.922398221976133
2020-12-25,0.9224013059152587
2020-12-28,0.9224037125300202
2020-12-29,0.9224055903838051
2020-12-30,0.9224070555316598
2020-12-31,0.9224081986033035
2021-01-01,0.9209052766692034
2021-01-04,0.9211786239776877
2021-01-05,0.9214146008087851
2021-01-06,0.9216125046578488
2021-01-07,0.9217752880850353
2021-01-08,0.9219073799408849
2021-01-11,0.9220135267574449
2021-01-12,0.9220982164441524
2021-01-13,0.9221654273880776
2021-01-14,0.9222185533883066
2021-01-15,0.9222604184302454
2021-01-18,0.9222933327975957
2021-01-19,0.922319163959637
2021-01-20,0.9223394083608841
2021-01-21,0.9223552574535896
2021-01-22,0.9223676553092444
2021-01-25,0.9223773472705463
2021-01-26,0.9223849201601646
2021-01-27,0.9223908350187138
2021-01-28,0.9223954534770155
2021-01-29,0.9223990588354771
2021-02-01,0.9224018728156892
2021-02-02,0.9214388173504418
2021-02-03,0.9216110055657373
2021-02-04,0.9217616556901354
2021-02-05,0.9218891196524
2021-02-08,0.9219946063684734
2021-02-09,0.9220805794242375
2021-02-10,0.9221498872578495
2021-02-11,0.9222053164355037
2021-02-12,0.9222493845521829
2021-02-15,0.9222842648962232
2021-02-16,0.9223117802450168
2021-02-17,0.9223334300597961
2021-02-18,0.922350431216649
2021-02-19,0.922363761666812
2021-02-22,0.9223742017328558
2021-02-23,0.9223823707287458
2021-02-24,0.9223887582076425
2021-02-25,0.9223937499690384
2021-02-26,0.9223976493387505
2021-03-01,0.9224006943725027
2021-03-02,0.9222893984892777
2021-03-03,0.9223146749813699
2021-03-04,0.9223350045763549
2021-03-05,0.9223512345742274
2021-03-08,0.922364120567218
2021-03-09,0.9223743093653131
2021-03-10,0.922382340353155
2021-03-11,0.9223886554302573
2021-03-12,0.9223936121462313
2021-03-15,0.922397497210285
