date,ITA_external_fx_f1__ITA_external_fx_f2
2015-03-19,0.6917119559825143
2015-03-20,0.7004808189136877
2015-03-23,0.7086050708132223
2015-03-24,0.7161178503618189
2015-03-25,0.7230528392117576
2015-03-26,0.729443835601248
2015-03-27,0.7353243811383007
2015-03-30,0.7407274420849528
2015-03-31,0.7456851443190967
2015-04-01,0.7564231969750254
2015-04-02,0.7598137375530223
2015-04-03,0.7629495549825063
2015-04-06,0.7658442178715779
2015-04-07,0.7685115355016795
2015-04-08,0.7709653480836024
2015-04-09,0.7732193518711598
2015-04-10,0.7752869566805265
2015-04-13,0.7771811728844895
2015-04-14,0.7789145246975683
2015-04-15,0.7804989864938437
2015-04-16,0.7819459389613107
2015-04-17,0.7832661420562103
2015-04-20,0.7844697219455116
2015-04-21,0.7855661693889405
2015-04-22,0.78656434729275
2015-04-23,0.7874725054502189
2015-04-24,0.7882983007572878
2015-04-27,0.7890488214483462
2015-04-28,0.7897306141322356
2015-04-29,0.7903497126197316
2015-04-30,0.790911667720345
2015-05-01,0.7878146176179726
2015-05-04,0.7886254065451653
2015-05-05,0.7893590776991245
2015-05-06,0.790022930179264
2015-05-07,0.7906235786546979
2015-05-08,0.7911670164020171
2015-05-11,0.7916586727384535
2015-05-12,0.7921034653133344
2015-05-13,0.7925058476888149
2015-05-14,0.7928698526098958
2015-05-15,0.7931991313340815
2015-05-18,0.7934969893627803
2015-05-19,0.793766418889835
2015-05-20,0.7940101282573859
2015-05-21,0.7942305686856608
2015-05-22,0.7944299585212277
2015-05-25,0.7946103052276937
2015-05-26,0.7947734253237837
2015-05-27,0.79492096245606
2015-05-28,0.7950544037772512
2015-05-29,0.7951750947861229
2015-06-01,0.7952842527710074
2015-06-02,0.7966517645569521
2015-06-03,0.7966213404684043
2015-06-04,0.7965937884917457
2015-06-05,0.7965688407274103
2015-06-08,0.7965462536774501
2015-06-09,0.7965258061299699
2015-06-10,0.7965072972071625
2015-06-11,0.7964905445681155
2015-06-12,0.7964753827571993
2015-06-15,0.7964616616887622
2015-06-16,0.7964492452589238
2015-06-17,0.7964380100754813
2015-06-18,0.796427844297238
2015-06-19,0.7964186465744411
2015-06-22,0.7964103250824232
2015-06-23,0.7964027966409969
2015-06-24,0.7963959859125898
2015-06-25,0.7963898246725785
2015-06-26,0.7963842511457233
2015-06-29,0.7963792094030436
2015-06-30,0.7963746488139
2015-07-01,0.7931148638830888
2015-07-02,0.7934208378497578
2015-07-03,0.7936972515215481
2015-07-06,0.79394698604096
2015-07-07,0.7941726372031921
2015-07-08,0.7943765445175829
2015-07-09,0.7945608171712583
2015-07-10,0.7947273572478578
2015-07-13,0.794877880510689
2015-07-14,0.7950139350218011
2015-07-15,0.7951369178356643
2015-07-16,0.7952480899776679
2015-07-17,0.7953485898928748
2015-07-20,0.7954394455289072
2015-07-21,0.7955215851980002
2015-07-22,0.795595847346794
2015-07-23,0.7956629893480133
2015-07-24,0.7957236954155105
2015-07-27,0.79577858373301
2015-07-28,0.7958282128770799
2015-07-29,0.7958730876061839
2015-07-30,0.79591366408001
2015-07-31,0.7959503545664841
2015-08-03,0.7943342994887629
2015-08-04,0.7944954520886596
2015-08-05,0.7946459358692095
2015-08-06,0.794785933760494
2015-08-07,0.7949157570700809
2015-08-10,0.7950358082853581
2015-08-11,0.795146551569244
2015-08-12,0.7952484895568217
2015-08-13,0.7953421452906255
2015-08-14,0.7954280483279381
2015-08-17,0.7955067242189745
2015-08-18,0.7955786866943245
2015-08-19,0.7956444320171505
2015-08-20,0.7957044350536471
2015-08-21,0.7957591466969738
2015-08-24,0.795808992347778
2015-08-25,0.7958543712106767
2015-08-26,0.7958956562125049
2015-08-27,0.7959331943863642
2015-08-28,0.7959673075968675
2015-08-31,0.7959982935076274
2015-09-01,0.7875571243210091
2015-09-02,0.7883718835094401
2015-09-03,0.7891122472760633
2015-09-04,0.7897846851589297
2015-09-07,0.790395166486175
2015-09-08,0.7909491863384326
2015-09-09,0.7914517931014747
2015-09-10,0.7919076166873927
2015-09-11,0.7923208967398607
2015-09-14,0.792695510323398
2015-09-15,0.7930349987397547
2015-09-16,0.7933425932254029
2015-09-17,0.793621239369561
2015-09-18,0.7938736201575476
2015-09-21,0.794102177593921
2015-09-22,0.7943091328970475
2015-09-23,0.7944965052842611
2015-09-24,0.7946661293866188
2015-09-25,0.7948196713461982
2015-09-28,0.7949586436581827
2015-09-29,0.7950844188257504
2015-09-30,0.7951982418988253
2015-10-01,0.7950079651317981
2015-10-02,0.7951283515797088
2015-10-05,0.7952373501929552
2015-10-06,0.7953360271035053
2015-10-07,0.7954253506898354
2015-10-08,0.7955062001526979
2015-10-09,0.7955793734132935
2015-10-12,0.7956455943722104
2015-10-13,0.7957055195687713
2015-10-14,0.7957597442806494
2015-10-15,0.7958088081030461
2015-10-16,0.795853200045616
2015-10-19,0.7958933631838057
2015-10-20,0.795929698899532
2015-10-21,0.7959625707441854
2015-10-22,0.7959923079549672
2015-10-23,0.7960192086535294
2015-10-26,0.7960435427538994
2015-10-27,0.7960655546047037
2015-10-28,0.7960854653888345
2015-10-29,0.7961034753018993
2015-10-30,0.7961197655290981
2015-11-02,0.796134500038566
2015-11-03,0.7924563313109504
2015-11-04,0.7927604308150473
2015-11-05,0.7930464338309946
2015-11-06,0.7933141870845297
2015-11-09,0.7935638663522957
2015-11-10,0.7937958946660792
2015-11-11,0.7940108758712121
2015-11-12,0.7942095410719403
2015-11-13,0.7943927058332375
2015-11-16,0.7945612363111353
2015-11-17,0.7947160227527763
2015-11-18,0.7948579590445589
2015-11-19,0.7949879271940073
2015-11-20,0.7951067858107199
2015-11-23,0.7952153618065325
2015-11-24,0.7953144446674422
2015-11-25,0.7954047827624576
2015-11-26,0.7954870812497876
2015-11-27,0.7955620012209189
2015-11-30,0.7956301597902334
2015-12-01,0.7932380469013007
2015-12-02,0.7934765825538665
2015-12-03,0.7937015013872993
2015-12-04,0.7939125080982489
2015-12-07,0.7941096075039299
2015-12-08,0.7942930309626673
2015-12-09,0.794463176900222
2015-12-10,0.794620563060744
2015-12-11,0.7947657884603057
2015-12-14,0.7948995033335758
2015-12-15,0.7950223856347841
2015-12-16,0.795135122886988
2015-12-17,0.7952383983730531
2015-12-18,0.7953328808316447
2015-12-21,0.795419216965555
2015-12-22,0.7954980261912814
2015-12-23,0.7955698971609424
2015-12-24,0.7956353856731578
2015-12-25,0.7956950136608151
2015-12-28,0.7957492690028777
2015-12-29,0.7957986059563998
2015-12-30,0.7958434460453104
2015-12-31,0.7958841792757344
2016-01-01,0.7885405660561404
2016-01-04,0.7892558067676846
2016-01-05,0.7899074974866942
2016-01-06,0.7905008398405695
2016-01-07,0.7910406956567969
2016-01-08,0.7915315911881105
2016-01-11,0.7919777259838376
2016-01-12,0.7923829850634765
2016-01-13,0.7927509533376109
2016-01-14,0.7930849314535573
2016-01-15,0.793387952429731
2016-01-18,0.7936627985922593
2016-01-19,0.7939120184468744
2016-01-20,0.7941379432142754
2016-01-21,0.7943427028325839
2016-01-22,0.7945282412899747
2016-01-25,0.7946963311971673
2016-01-26,0.794848587545628
2016-01-27,0.7949864806252068
2016-01-28,0.7951113480960595
2016-01-29,0.7952244062255456
2016-02-01,0.7953267603123464
2016-02-02,0.7931818898753917
2016-02-03,0.7934634793445493
2016-02-04,0.7937212357776366
2016-02-05,0.7939568763549344
2016-02-08,0.7941720559589407
2016-02-09,0.7943683546662528
2016-02-10,0.7945472697800983
2016-02-11,0.7947102113627831
2016-02-12,0.794858500437414
2016-02-15,0.7949933691977913
2016-02-16,0.7951159627021754
2016-02-17,0.7952273416369312
2016-02-18,0.795328485824878
2016-02-19,0.7954202982245574
2016-02-22,0.7955036092239093
2016-02-23,0.7955791810776743
