date,USA_systemic_stress_f1__USA_systemic_stress_f2
2002-12-02,0.10874122650766903
2002-12-03,0.39338727742999735
2002-12-04,0.5528150671729544
2002-12-05,0.6581443878907038
2002-12-06,0.7270629931413121
2002-12-09,0.7718674792319782
2002-12-10,0.8008716731563187
2002-12-11,0.8195955181502292
2002-12-12,0.8316610653874931
2002-12-13,0.8394269892686872
2002-12-16,0.8444217291462406
2002-12-17,0.8476325968234896
2002-12-18,0.8496960597793172
2002-12-19,0.8510218779413007
2002-12-20,0.8518736342171069
2002-12-23,0.852420789747277
2002-12-24,0.8527722556196236
2002-12-25,0.8529980123466269
2002-12-26,0.85314301926177
2002-12-27,0.8532361580553417
2002-12-30,0.853295981108301
2002-12-31,0.8533344052356254
2003-01-01,0.5114919834509245
2003-01-02,0.02011660133786296
2003-01-03,-0.2821434996714244
2003-01-06,-0.47113102916962246
2003-01-07,-0.5904771618073105
2003-01-08,-0.6663126716241838
2003-01-09,-0.7146886218803463
2003-01-10,-0.745624306263256
2003-01-13,-0.7654383775575231
2003-01-14,-0.7781419131187822
2003-01-15,-0.7862918673381275
2003-01-16,-0.7915226295609612
2003-01-17,-0.7948806996679002
2003-01-20,-0.7970368960764509
2003-01-21,-0.7984215276764604
2003-01-22,-0.7993107504315746
2003-01-23,-0.7998818428872289
2003-01-24,-0.8002486306333331
2003-01-27,-0.8004842067543412
2003-01-28,-0.8006355116174914
2003-01-29,-0.8007326918267068
2003-01-30,-0.8007951091162989
2003-01-31,-0.8008351988667187
2003-02-03,0.05724899135083486
2003-02-04,0.2931139252006346
2003-02-05,0.4678288117642089
2003-02-06,0.5930016562094632
2003-02-07,0.6800468643207771
2003-02-10,0.739150128388579
2003-02-11,0.7785742772715905
2003-02-12,0.8045429754771516
2003-02-13,0.8215018639087928
2003-02-14,0.8325131907384853
2003-02-17,0.8396356320700504
2003-02-18,0.8442311834423513
2003-02-19,0.8471915432887757
2003-02-20,0.8490965534312429
2003-02-21,0.8503216125637731
2003-02-24,0.8511090717184767
2003-02-25,0.8516151032005586
2003-02-26,0.8519402271129431
2003-02-27,0.8521490942284987
2003-02-28,0.8522832653204826
2003-03-03,0.32940698050235906
2003-03-04,-0.09365478373556288
2003-03-05,-0.357255264473479
2003-03-06,-0.5233347167446369
2003-03-07,-0.6287056224719969
2003-03-10,-0.695856037814995
2003-03-11,-0.7387702656051014
2003-03-12,-0.7662451655120818
2003-03-13,-0.783855660806936
2003-03-14,-0.7951517430574184
2003-03-17,-0.8024009397402476
2003-03-18,-0.8070544851411923
2003-03-19,-0.8100423625980251
