date,USA_financial_markets_f1__USA_financial_markets_f2
2013-05-14,0.8781448895893068
2013-05-15,0.8781767252331324
2013-05-16,0.8781983572505168
2013-05-17,0.8782130595221393
2013-05-20,0.8782230535962142
2013-05-21,0.8782298479592174
2013-05-22,0.878234467380821
2013-05-23,0.8782376082414766
2013-05-24,0.8782397438657137
2013-05-27,0.8782411960150543
2013-05-28,0.8782421834413899
2013-05-29,0.878242854874693
2013-05-30,0.8782433114414415
2013-05-31,0.8782436219030301
2013-06-03,0.8459053036100455
2013-06-04,0.8560906016002616
2013-06-05,0.862464998767462
2013-06-06,0.8665701168098358
2013-06-07,0.8692626137081666
2013-06-10,0.8710498089724558
2013-06-11,0.8722455096121822
2013-06-12,0.8730497133089365
2013-06-13,0.8735925262276597
2013-06-14,0.8739597859181213
2013-06-17,0.8742086710431295
2013-06-18,0.8743775208549333
2013-06-19,0.8744921579171818
2013-06-20,0.8745700276449807
2013-06-21,0.8746229404890203
2013-06-24,0.874658903387251
2013-06-25,0.8746833499043395
2013-06-26,0.8746999697131265
2013-06-27,0.8747112694105242
2013-06-28,0.8747189523815934
2013-07-01,0.8747241764188358
2013-07-02,0.5677300855962253
2013-07-03,0.10632899353446965
2013-07-04,-0.20906969835512923
2013-07-05,-0.42446625987095293
2013-07-08,-0.5714168407663438
2013-07-09,-0.6715825747990527
2013-07-10,-0.7398113355286334
2013-07-11,-0.7862622598431994
2013-07-12,-0.8178750202415018
2013-07-15,-0.8393839426419789
2013-07-16,-0.854015719434467
2013-07-17,-0.863967980099935
2013-07-18,-0.870736745985915
2013-07-19,-0.8753400743953795
2013-07-22,-0.8784705992062979
2013-07-23,-0.8805994761378373
2013-07-24,-0.882047167325
2013-07-25,-0.8830316222499733
2013-07-26,-0.8837010628048261
2013-07-29,-0.8841562873468861
2013-07-30,-0.8844658421831474
2013-07-31,-0.8846763403640259
2013-08-01,0.3805925330524642
2013-08-02,0.45094226720299957
2013-08-05,0.5220683937442179
2013-08-06,0.5905019179521448
2013-08-07,0.6529414092805235
2013-08-08,0.7069384608230865
2013-08-09,0.7513283682231634
2013-08-12,0.7862218373637538
2013-08-13,0.8126458990895717
2013-08-14,0.832073831838778
2013-08-15,0.8460408756650886
2013-08-16,0.8559173702774316
2013-08-19,0.8628187544848771
2013-08-20,0.8676008304206341
2013-08-21,0.8708949848739994
2013-08-22,0.8731549547527296
2013-08-23,0.8747010739075388
2013-08-26,0.8757567907078238
2013-08-27,0.8764767038521788
2013-08-28,0.8769671850328551
2013-08-29,0.8773011480389304
2013-08-30,0.8775284446662337
2013-09-02,0.8776830997217605
2013-09-03,0.7575903787061391
2013-09-04,0.5348559800988542
2013-09-05,0.35067479823557257
2013-09-06,0.1948763737546693
2013-09-09,0.06208895418386023
2013-09-10,-0.05035475924902923
2013-09-11,-0.14383445820600602
2013-09-12,-0.21949769171903077
2013-09-13,-0.27889274125387514
2013-09-16,-0.324122222402865
2013-09-17,-0.3576401629311451
2013-09-18,-0.38192449250988003
2013-09-19,-0.39921006902188577
2013-09-20,-0.41135113096570525
2013-09-23,-0.41979629167814436
2013-09-24,-0.4256299936802526
2013-09-25,-0.4296401366077158
2013-09-26,-0.4323873946687084
2013-09-27,-0.43426506465770914
2013-09-30,-0.4355463268896184
2013-10-01,0.30216328872969095
2013-10-02,0.4995147562109301
2013-10-03,0.619442860707384
2013-10-04,0.6956694441245843
2013-10-07,0.7453461209904445
2013-10-08,0.7782094278362298
2013-10-09,0.8001552721320295
2013-10-10,0.814899577308892
2013-10-11,0.8248449856270726
2013-10-14,0.8315711428567075
2013-10-15,0.8361281349670869
2013-10-16,0.8392191801271152
2013-10-17,0.841317543006897
2013-10-18,0.8427427942013265
2013-10-21,0.8437112100292459
2013-10-22,0.8443693839253988
2013-10-23,0.8448167808180191
2013-10-24,0.845120936002389
2013-10-25,0.8453277269032684
2013-10-28,0.8454683286434634
2013-10-29,0.8455639303507565
2013-10-30,0.8456289360241439
2013-10-31,0.8456731382483553
2013-11-01,0.7218526820755601
2013-11-04,0.7016932479649236
2013-11-05,0.6952811784462912
2013-11-06,0.7013149431759922
2013-11-07,0.717156963289755
2013-11-08,0.7393147545800901
2013-11-11,0.7641140924957928
2013-11-12,0.7884016904264677
2013-11-13,0.810025628386175
2013-11-14,0.8279401445334964
2013-11-15,0.8419911358639643
2013-11-18,0.852569232776113
2013-11-19,0.8602967193054833
2013-11-20,0.8658207082223139
2013-11-21,0.869709270380209
2013-11-22,0.8724172523577189
2013-11-25,0.8742890233179224
2013-11-26,0.8755761379064166
2013-11-27,0.8764580826886058
2013-11-28,0.8770609349127775
2013-11-29,0.8774723305900125
2013-12-02,0.8777527557459089
2013-12-03,0.8773293766323785
2013-12-04,0.8775268653824176
2013-12-05,0.8777446586830626
2013-12-06,0.8779322537692096
2013-12-09,0.878078372835203
2013-12-10,0.8781864080153219
2013-12-11,0.8782639132925355
2013-12-12,0.8783184952884958
2013-12-13,0.8783564826867103
2013-12-16,0.8783827181274708
2013-12-17,0.8784007453407732
2013-12-18,0.878413090458268
2013-12-19,0.8784215252142441
2013-12-20,0.8784272793863158
2013-12-23,0.8784312007964254
2013-12-24,0.8784338713191615
2013-12-25,0.8784356891069327
2013-12-26,0.8784369260493754
2013-12-27,0.878437767561402
2013-12-30,0.878438339970189
2013-12-31,0.8784387292914934
