date,DEU_financial_markets_f1,DEU_financial_markets_f2
2007-07-31,-1.340875182989748,-0.6738865967936051
2007-08-01,-0.9838376712814828,-0.9998537902522819
2007-08-02,-0.9838376712814828,-0.9998682125562387
2007-08-03,-0.9838376712814828,-0.9998682129025562
2007-08-06,-0.9838376712814828,-0.9998682129025644
2007-08-07,-0.9838376712814828,-0.9998682129025644
2007-08-08,-0.9838376712814828,-0.9998682129025644
2007-08-09,-0.9838376712814828,-0.9998682129025644
2007-08-10,-0.9838376712814828,-0.9998682129025644
2007-08-13,-0.9838376712814828,-0.9998682129025644
2007-08-14,-0.9838376712814828,-0.9998682129025644
2007-08-15,-0.9838376712814828,-0.9998682129025644
2007-08-16,-0.9838376712814828,-0.9998682129025644
2007-08-17,-0.9838376712814828,-0.9998682129025644
2007-08-20,-0.9838376712814828,-0.9998682129025644
2007-08-21,-0.9838376712814828,-0.9998682129025644
2007-08-22,-0.9838376712814828,-0.9998682129025644
2007-08-23,-0.9838376712814828,-0.9998682129025644
2007-08-24,-0.9838376712814828,-0.9998682129025644
2007-08-27,-0.9838376712814828,-0.9998682129025644
2007-08-28,-0.9838376712814828,-0.9998682129025644
2007-08-29,-0.9838376712814828,-0.9998682129025644
2007-08-30,-0.9838376712814828,-0.9998682129025644
2007-08-31,-1.4289199271418895,-0.006401679203072891
2007-09-03,-0.9922395696463419,-0.3540567012938071
2007-09-04,-0.9922395696463419,-0.3678176955604245
2007-09-05,-0.9922395696463419,-0.36781804550515046
2007-09-06,-0.9922395696463419,-0.36781804551355335
2007-09-07,-0.9922395696463419,-0.3678180455135535
2007-09-10,-0.9922395696463419,-0.3678180455135535
2007-09-11,-0.9922395696463419,-0.3678180455135535
2007-09-12,-0.9922395696463419,-0.3678180455135535
2007-09-13,-0.9922395696463419,-0.3678180455135535
2007-09-14,-0.9922395696463419,-0.3678180455135535
2007-09-17,-0.9922395696463419,-0.3678180455135535
2007-09-18,-0.9922395696463419,-0.3678180455135535
2007-09-19,-0.9922395696463419,-0.3678180455135535
2007-09-20,-0.9922395696463419,-0.3678180455135535
2007-09-21,-0.9922395696463419,-0.3678180455135535
2007-09-24,-0.9922395696463419,-0.3678180455135535
2007-09-25,-0.9922395696463419,-0.3678180455135535
2007-09-26,-0.9922395696463419,-0.3678180455135535
2007-09-27,-0.9922395696463419,-0.3678180455135535
2007-09-28,-0.9922395696463419,-0.3678180455135535
2007-10-01,-0.4896551776888773,-63.170708073002814
2007-10-02,-0.9692383545355093,-0.9999028632653314
2007-10-03,-0.96923835453551,-0.999890861598461
2007-10-04,-0.96923835453551,-0.9998908613102807
2007-10-05,-0.96923835453551,-0.9998908613102739
2007-10-08,-0.96923835453551,-0.9998908613102739
2007-10-09,-0.96923835453551,-0.9998908613102739
2007-10-10,-0.96923835453551,-0.9998908613102739
2007-10-11,-0.96923835453551,-0.9998908613102739
2007-10-12,-0.96923835453551,-0.9998908613102739
2007-10-15,-0.96923835453551,-0.9998908613102739
2007-10-16,-0.96923835453551,-0.9998908613102739
2007-10-17,-0.96923835453551,-0.9998908613102739
2007-10-18,-0.96923835453551,-0.9998908613102739
2007-10-19,-0.96923835453551,-0.9998908613102739
2007-10-22,-0.96923835453551,-0.9998908613102739
2007-10-23,-0.96923835453551,-0.9998908613102739
2007-10-24,-0.96923835453551,-0.9998908613102739
2007-10-25,-0.96923835453551,-0.9998908613102739
2007-10-26,-0.96923835453551,-0.9998908613102739
2007-10-29,-0.96923835453551,-0.9998908613102739
2007-10-30,-0.96923835453551,-0.9998908613102739
2007-10-31,-0.11464901288665952,-1.756606039517012
2007-11-01,-0.42225374351531614,-0.9999722008923723
2007-11-02,-0.4222537435153172,-0.9999640858577054
2007-11-05,-0.4222537435153172,-0.9999640856628486
2007-11-06,-0.4222537435153172,-0.9999640856628439
2007-11-07,-0.4222537435153172,-0.9999640856628439
2007-11-08,-0.4222537435153172,-0.9999640856628439
2007-11-09,-0.4222537435153172,-0.9999640856628439
2007-11-12,-0.4222537435153172,-0.9999640856628439
2007-11-13,-0.4222537435153172,-0.9999640856628439
2007-11-14,-0.4222537435153172,-0.9999640856628439
2007-11-15,-0.4222537435153172,-0.9999640856628439
2007-11-16,-0.4222537435153172,-0.9999640856628439
2007-11-19,-0.4222537435153172,-0.9999640856628439
2007-11-20,-0.4222537435153172,-0.9999640856628439
2007-11-21,-0.4222537435153172,-0.9999640856628439
2007-11-22,-0.4222537435153172,-0.9999640856628439
2007-11-23,-0.4222537435153172,-0.9999640856628439
2007-11-26,-0.4222537435153172,-0.9999640856628439
2007-11-27,-0.4222537435153172,-0.9999640856628439
2007-11-28,-0.4222537435153172,-0.9999640856628439
2007-11-29,-0.4222537435153172,-0.9999640856628439
2007-11-30,-2.0028883055887046,-0.40332100747818045
2007-12-03,-0.9110380200809601,-0.9997217181551324
2007-12-04,-0.9110380200809601,-0.9997834667561897
2007-12-05,-0.9110380200809601,-0.9997834682390414
2007-12-06,-0.9110380200809601,-0.999783468239077
2007-12-07,-0.9110380200809601,-0.999783468239077
2007-12-10,-0.9110380200809601,-0.999783468239077
2007-12-11,-0.9110380200809601,-0.999783468239077
2007-12-12,-0.9110380200809601,-0.999783468239077
2007-12-13,-0.9110380200809601,-0.999783468239077
2007-12-14,-0.9110380200809601,-0.999783468239077
2007-12-17,-0.9110380200809601,-0.999783468239077
2007-12-18,-0.9110380200809601,-0.999783468239077
2007-12-19,-0.9110380200809601,-0.999783468239077
2007-12-20,-0.9110380200809601,-0.999783468239077
2007-12-21,-0.9110380200809601,-0.999783468239077
2007-12-24,-0.9110380200809601,-0.999783468239077
2007-12-25,-0.9110380200809601,-0.999783468239077
2007-12-26,-0.9110380200809601,-0.999783468239077
2007-12-27,-0.9110380200809601,-0.999783468239077
2007-12-28,-0.9110380200809601,-0.999783468239077
2007-12-31,-0.5838397905756516,-1.3962024928934087
2008-01-01,-0.8168359121199126,-0.999894405986171
2008-01-02,-0.8168359121199127,-0.9998885582035433
2008-01-03,-0.8168359121199127,-0.9998885580631268
2008-01-04,-0.8168359121199127,-0.9998885580631235
2008-01-07,-0.8168359121199127,-0.9998885580631235
2008-01-08,-0.8168359121199127,-0.9998885580631235
2008-01-09,-0.8168359121199127,-0.9998885580631235
2008-01-10,-0.8168359121199127,-0.9998885580631235
2008-01-11,-0.8168359121199127,-0.9998885580631235
2008-01-14,-0.8168359121199127,-0.9998885580631235
2008-01-15,-0.8168359121199127,-0.9998885580631235
2008-01-16,-0.8168359121199127,-0.9998885580631235
2008-01-17,-0.8168359121199127,-0.9998885580631235
2008-01-18,-0.8168359121199127,-0.9998885580631235
2008-01-21,-0.8168359121199127,-0.9998885580631235
2008-01-22,-0.8168359121199127,-0.9998885580631235
2008-01-23,-0.8168359121199127,-0.9998885580631235
2008-01-24,-0.8168359121199127,-0.9998885580631235
2008-01-25,-0.8168359121199127,-0.9998885580631235
2008-01-28,-0.8168359121199127,-0.9998885580631235
2008-01-29,-0.8168359121199127,-0.9998885580631235
2008-01-30,-0.8168359121199127,-0.9998885580631235
2008-01-31,-7.935736856548569,2.3984307482945932
2008-02-01,-0.9973683114428075,0.9999898772537833
2008-02-04,-0.9973683114428072,0.9999799585159046
2008-02-05,-0.9973683114428072,0.9999799582777386
2008-02-06,-0.9973683114428072,0.9999799582777327
2008-02-07,-0.9973683114428072,0.9999799582777327
2008-02-08,-0.9973683114428072,0.9999799582777327
2008-02-11,-0.9973683114428072,0.9999799582777327
2008-02-12,-0.9973683114428072,0.9999799582777327
2008-02-13,-0.9973683114428072,0.9999799582777327
2008-02-14,-0.9973683114428072,0.9999799582777327
2008-02-15,-0.9973683114428072,0.9999799582777327
2008-02-18,-0.9973683114428072,0.9999799582777327
2008-02-19,-0.9973683114428072,0.9999799582777327
2008-02-20,-0.9973683114428072,0.9999799582777327
2008-02-21,-0.9973683114428072,0.9999799582777327
